feature,root,skd,vcp,krm,yat,shs
pada,sAntva,parasmaipada,ubhayapada,,parasmaipada,
pada,sAra,parasmaipada,ubhayapada,ubhayapada,,
pada,sAta,parasmaipada,ubhayapada,,,
pada,sIka,atmanepada|parasmaipada,ubhayapada,,,
pada,sKada,atmanepada,,parasmaipada,,
pada,sPaqa,parasmaipada,ubhayapada,,,
pada,sPiwa,parasmaipada,ubhayapada,ubhayapada,parasmaipada,
pada,sPiwwa,,,ubhayapada,parasmaipada,
pada,sTUla,atmanepada,ubhayapada,,atmanepada,
pada,sUca,parasmaipada,ubhayapada,ubhayapada,,
pada,sUtra,parasmaipada,ubhayapada,,parasmaipada,
pada,saBAja,parasmaipada,ubhayapada,ubhayapada,,
pada,saNketa,,,ubhayapada,parasmaipada,
pada,saWa,parasmaipada,ubhayapada,,parasmaipada,
pada,samba,parasmaipada,ubhayapada,,parasmaipada,
pada,seva,ubhayapada,,,atmanepada,
pada,smiwa,parasmaipada,ubhayapada,ubhayapada,,
pada,sniwa,parasmaipada,,ubhayapada,parasmaipada,
pada,spfha,parasmaipada,ubhayapada,ubhayapada,parasmaipada,
pada,stUpa,parasmaipada,ubhayapada,parasmaipada|ubhayapada,,
pada,stana,parasmaipada,ubhayapada,parasmaipada|ubhayapada,parasmaipada,
pada,stena,parasmaipada,ubhayapada,ubhayapada,parasmaipada,
pada,stepa,,ubhayapada,,parasmaipada,
pada,stf,parasmaipada|ubhayapada,parasmaipada,,ubhayapada,
pada,stoma,parasmaipada,ubhayapada,ubhayapada,,
pada,suKa,parasmaipada,ubhayapada,ubhayapada,,
pada,suwwa,parasmaipada,,ubhayapada,parasmaipada,
pada,svF,parasmaipada,parasmaipada,,ubhayapada,
pada,svada,,,parasmaipada,atmanepada,
pada,svara,parasmaipada,ubhayapada,ubhayapada,,
pada,tIra,,ubhayapada,ubhayapada,parasmaipada,
pada,tURa,atmanepada,ubhayapada,,,
pada,tUla,atmanepada,parasmaipada,parasmaipada,,
pada,tapa,atmanepada,ubhayapada,parasmaipada|ubhayapada,,
pada,taqa,atmanepada,atmanepada|ubhayapada,ubhayapada,,ubhayapada
pada,tarka,,ubhayapada,ubhayapada,parasmaipada,ubhayapada
pada,tija,atmanepada,atmanepada|ubhayapada,atmanepada|ubhayapada,,ubhayapada
pada,tika,atmanepada,atmanepada|parasmaipada,parasmaipada,,parasmaipada
pada,trA,atmanepada,,,parasmaipada,
pada,trE,atmanepada,,,parasmaipada,
pada,truwa,atmanepada,parasmaipada,parasmaipada,,parasmaipada
pada,tuBa,atmanepada,parasmaipada|ubhayapada,parasmaipada,atmanepada,
pada,tuja,,parasmaipada|ubhayapada,parasmaipada,,ubhayapada
pada,tuqa,atmanepada,parasmaipada,parasmaipada,,parasmaipada
pada,uDrasa,,parasmaipada,ubhayapada,,
pada,vAha,parasmaipada,,,atmanepada,
pada,vAsa,parasmaipada,ubhayapada,ubhayapada,parasmaipada,
pada,vAta,parasmaipada,ubhayapada,ubhayapada,parasmaipada,
pada,vF,ubhayapada,ubhayapada,parasmaipada,ubhayapada,
pada,vIja,,ubhayapada,,parasmaipada,
pada,valBa,atmanepada,atmanepada,parasmaipada,,
pada,valha,atmanepada|parasmaipada,ubhayapada,,atmanepada,
pada,valka,parasmaipada,,ubhayapada,parasmaipada,
pada,valyula,parasmaipada,ubhayapada,,parasmaipada,
pada,vaqa,atmanepada|parasmaipada,ubhayapada,,,
pada,varDa,,,ubhayapada,parasmaipada,
pada,varRa,parasmaipada,,ubhayapada,parasmaipada,
pada,vara,parasmaipada,ubhayapada,ubhayapada,,
pada,vardDa,parasmaipada,ubhayapada,,,
pada,varha,atmanepada|parasmaipada,ubhayapada,ubhayapada,parasmaipada,
pada,vasta,atmanepada,ubhayapada,,atmanepada,
pada,vela,parasmaipada,parasmaipada,ubhayapada,,
pada,vevI,parasmaipada,atmanepada,,atmanepada,
pada,vf,atmanepada|parasmaipada|ubhayapada,ubhayapada,,atmanepada,
pada,vfDa,atmanepada|parasmaipada,ubhayapada,,,
pada,vfRa,ubhayapada,,parasmaipada,parasmaipada,
pada,vipa,parasmaipada,ubhayapada,,parasmaipada,
pada,vitta,parasmaipada,ubhayapada,,,
pada,vlI,parasmaipada,parasmaipada,parasmaipada,ubhayapada,
pada,vrI,atmanepada|parasmaipada,parasmaipada,parasmaipada,atmanepada,
pada,vrIqa,parasmaipada,parasmaipada,parasmaipada,atmanepada,
pada,vraSca,parasmaipada,,,atmanepada,
pada,vuwa,parasmaipada,ubhayapada,,,
pada,vyapa,parasmaipada,ubhayapada,,,
pada,yata,,atmanepada,ubhayapada,,
pada,yatra,parasmaipada,ubhayapada,,,
pada,zAntva,parasmaipada,ubhayapada,ubhayapada,,
pada,zRA,parasmaipada,parasmaipada,,atmanepada,
pada,zRiha,parasmaipada,ubhayapada,ubhayapada,,
pada,zRu,ubhayapada,,parasmaipada,parasmaipada,
pada,zUrkza,parasmaipada,parasmaipada,,atmanepada,
pada,zaca,atmanepada|parasmaipada,atmanepada|parasmaipada,parasmaipada|ubhayapada,atmanepada,
pada,zada,parasmaipada,parasmaipada|ubhayapada,ubhayapada,,
pada,zaha,atmanepada|parasmaipada,ubhayapada,parasmaipada|ubhayapada,atmanepada,
pada,zama,parasmaipada,ubhayapada,parasmaipada,,
pada,zamba,parasmaipada,parasmaipada,ubhayapada,parasmaipada,
pada,zawwa,parasmaipada,,ubhayapada,parasmaipada,
pada,zuwwa,parasmaipada,ubhayapada,ubhayapada,parasmaipada,
pada,zvada,atmanepada|parasmaipada,ubhayapada,parasmaipada|ubhayapada,,
transitivity,BAja,sakarmaka,sakarmaka,akarmaka,,
transitivity,BF,sakarmaka,sakarmaka,akarmaka,,
transitivity,Basa,sakarmaka,sakarmaka,akarmaka,,
transitivity,Bawa,sakarmaka,sakarmaka,akarmaka,,
transitivity,Baza,sakarmaka,sakarmaka,akarmaka,,
transitivity,Blakza,sakarmaka,sakarmaka,akarmaka,,
transitivity,BrURa,sakarmaka,sakarmaka,akarmaka,,
transitivity,BraRa,sakarmaka,sakarmaka,akarmaka,,
transitivity,BraSa,akarmaka,sakarmaka,,,
transitivity,Cfpa,,akarmaka,sakarmaka,,sakarmaka
transitivity,Dikza,,sakarmaka,sakarmaka,,akarmaka
transitivity,Drasa,,sakarmaka,akarmaka,,sakarmaka
transitivity,Dru,,sakarmaka,,,akarmaka
transitivity,Dukza,,,sakarmaka,,akarmaka
transitivity,Dvana,,akarmaka|sakarmaka,akarmaka,,sakarmaka
transitivity,Dvf,,sakarmaka,,,akarmaka
transitivity,Gaza,,akarmaka,sakarmaka,,
transitivity,Gura,,akarmaka,sakarmaka,,
transitivity,Iha,sakarmaka,sakarmaka,akarmaka,,
transitivity,Irzya,,akarmaka,sakarmaka,,
transitivity,KE,,sakarmaka,akarmaka,,
transitivity,Kala,,akarmaka,sakarmaka,,
transitivity,Karja,,akarmaka,sakarmaka,,
transitivity,Pakka,akarmaka,akarmaka,sakarmaka,,
transitivity,RIla,,sakarmaka,akarmaka,,
transitivity,RIva,,sakarmaka,akarmaka,,
transitivity,Rala,,sakarmaka,akarmaka,,
transitivity,RiSa,,sakarmaka,akarmaka,,
transitivity,Rila,,sakarmaka,akarmaka,,
transitivity,SAra,akarmaka,sakarmaka,,,
transitivity,SOqa,akarmaka,sakarmaka,,,
transitivity,SUla,sakarmaka,akarmaka,sakarmaka,,
transitivity,SUra,akarmaka|sakarmaka,sakarmaka,akarmaka,,
transitivity,SaSa,akarmaka,sakarmaka,sakarmaka,,
transitivity,Sabda,akarmaka,sakarmaka,,,
transitivity,Samba,sakarmaka,sakarmaka,akarmaka,,
transitivity,Sapa,sakarmaka,sakarmaka,akarmaka,,
transitivity,Saqa,sakarmaka,akarmaka,,,
transitivity,Scyuta,akarmaka,sakarmaka,,,
transitivity,Sila,sakarmaka,sakarmaka,akarmaka,,
transitivity,Siza,sakarmaka,sakarmaka,akarmaka,,
transitivity,SlAGa,sakarmaka,akarmaka,,,
transitivity,SroRa,sakarmaka,akarmaka,,,
transitivity,SuDa,akarmaka,sakarmaka,,,
transitivity,SuWa,akarmaka,sakarmaka,akarmaka|sakarmaka,,
transitivity,Suca,sakarmaka,sakarmaka,akarmaka,,
transitivity,Sulka,sakarmaka,sakarmaka,akarmaka,,
transitivity,Suza,akarmaka,sakarmaka,,,
transitivity,Svala,akarmaka,akarmaka,sakarmaka,,
transitivity,Svalla,akarmaka,akarmaka,sakarmaka,,
transitivity,Svasa,akarmaka,sakarmaka,akarmaka,,
transitivity,Svida,akarmaka,sakarmaka,,,
transitivity,Svita,akarmaka,sakarmaka,,,
transitivity,Una,,sakarmaka,akarmaka,,
transitivity,bAqa,akarmaka,sakarmaka,,,
transitivity,baRa,akarmaka,sakarmaka,akarmaka,,
transitivity,baWa,akarmaka,sakarmaka,,,
transitivity,bada,akarmaka,sakarmaka,sakarmaka,,
transitivity,banDa,sakarmaka,sakarmaka,akarmaka,,
transitivity,biwa,,sakarmaka,akarmaka,,
transitivity,bukka,sakarmaka,sakarmaka,akarmaka,,
transitivity,cezwa,,sakarmaka,akarmaka,,
transitivity,cila,,akarmaka,sakarmaka,,
transitivity,cilla,,akarmaka,sakarmaka,,
transitivity,cupa,,sakarmaka,akarmaka,,
transitivity,cuqqa,,sakarmaka,akarmaka,,
transitivity,cyusa,,akarmaka,sakarmaka,,
transitivity,dE,akarmaka,sakarmaka,,,
transitivity,dIDI,,akarmaka,,,sakarmaka
transitivity,dU,,sakarmaka,,,akarmaka
transitivity,dfBa,,akarmaka|sakarmaka,akarmaka,,sakarmaka
transitivity,dfPa,,sakarmaka,,,akarmaka
transitivity,drA,,sakarmaka,,,akarmaka
transitivity,druRa,,sakarmaka,sakarmaka,,akarmaka
transitivity,eWa,,akarmaka,sakarmaka,,
transitivity,gF,,sakarmaka,akarmaka,,
transitivity,galBa,,sakarmaka,akarmaka,,
transitivity,gfja,sakarmaka,akarmaka,sakarmaka,,
transitivity,gozwa,,akarmaka,sakarmaka,,
transitivity,guPa,,sakarmaka,akarmaka,,
transitivity,guqa,,sakarmaka,akarmaka,,
transitivity,haWa,akarmaka,sakarmaka,akarmaka,,
transitivity,heWa,sakarmaka,sakarmaka,akarmaka,,
transitivity,hikka,akarmaka|sakarmaka,sakarmaka,akarmaka,,
transitivity,hillola,akarmaka,sakarmaka,,,
transitivity,hlapa,sakarmaka,,akarmaka,,
transitivity,hmala,akarmaka,akarmaka,sakarmaka,,
transitivity,hrasa,akarmaka,sakarmaka,akarmaka,,
transitivity,hurcCa,akarmaka,sakarmaka,,,
transitivity,hvala,sakarmaka,akarmaka,akarmaka,,
transitivity,hve,sakarmaka,akarmaka,,,
transitivity,jIva,,sakarmaka,akarmaka,,akarmaka
transitivity,jUra,,sakarmaka,,,akarmaka
transitivity,jaja,,akarmaka,sakarmaka,,
transitivity,ji,,sakarmaka,akarmaka,,
transitivity,kIwa,,sakarmaka,akarmaka,,
transitivity,kUwa,,sakarmaka,akarmaka,,
transitivity,kaKa,,akarmaka,sakarmaka,,
transitivity,kaSa,,sakarmaka,akarmaka,,
transitivity,kaka,,sakarmaka,akarmaka,,
transitivity,katTa,,sakarmaka,akarmaka,,
transitivity,katra,,akarmaka,sakarmaka,,
transitivity,kfSa,,sakarmaka,akarmaka,,
transitivity,kila,,akarmaka,sakarmaka,,
transitivity,kliSa,sakarmaka,sakarmaka,akarmaka,,
transitivity,krapa,,akarmaka,sakarmaka,,
transitivity,krunca,,akarmaka,sakarmaka,,
transitivity,kunTa,,akarmaka,sakarmaka,,
transitivity,kusa,,sakarmaka,akarmaka,,
transitivity,kusma,,sakarmaka,akarmaka,,
transitivity,kuwumba,,akarmaka,sakarmaka,,
transitivity,kzRu,,sakarmaka,akarmaka,,
transitivity,kzara,sakarmaka,sakarmaka,akarmaka,,
transitivity,kzmAya,sakarmaka,akarmaka,,,
transitivity,kzmIla,,akarmaka,sakarmaka,,
transitivity,kzuBa,,akarmaka,sakarmaka,,
transitivity,lAKa,akarmaka,sakarmaka,,,
transitivity,lOqa,akarmaka,sakarmaka,,,
transitivity,laCa,sakarmaka,sakarmaka,akarmaka,,
transitivity,lapa,sakarmaka,,akarmaka,,
transitivity,lawa,sakarmaka,akarmaka,akarmaka,,
transitivity,lowa,akarmaka,sakarmaka,,,
transitivity,mIma,akarmaka,sakarmaka,,,
transitivity,mIva,akarmaka,akarmaka,sakarmaka,,
transitivity,mUtra,sakarmaka,akarmaka,akarmaka,,
transitivity,maKa,sakarmaka,sakarmaka,akarmaka,,
transitivity,maSa,akarmaka,sakarmaka,akarmaka,,
transitivity,maWa,sakarmaka,sakarmaka,akarmaka,,
transitivity,mala,sakarmaka,akarmaka,sakarmaka,,
transitivity,malla,sakarmaka,akarmaka,sakarmaka,,
transitivity,mana,sakarmaka,akarmaka|sakarmaka,akarmaka,,
transitivity,mawa,akarmaka,sakarmaka,,,
transitivity,mfDa,akarmaka,sakarmaka,,,
transitivity,mfda,sakarmaka,sakarmaka,akarmaka,,
transitivity,mfqa,akarmaka,sakarmaka,akarmaka|sakarmaka,,
transitivity,miSa,akarmaka,sakarmaka,akarmaka,,
transitivity,mila,akarmaka,sakarmaka,sakarmaka,,
transitivity,mlE,akarmaka,sakarmaka,,,
transitivity,mlecCa,sakarmaka,akarmaka,akarmaka,,
transitivity,mlewa,akarmaka,sakarmaka,,,
transitivity,mrakza,sakarmaka,sakarmaka,akarmaka,,
transitivity,mrewa,akarmaka,sakarmaka,,,
transitivity,muca,akarmaka|sakarmaka,sakarmaka,akarmaka,,
transitivity,muja,sakarmaka,sakarmaka,akarmaka,,
transitivity,murcCa,akarmaka,sakarmaka,,,
transitivity,muza,sakarmaka,sakarmaka,akarmaka,,
transitivity,nF,,sakarmaka,akarmaka,,
transitivity,pIla,,sakarmaka,akarmaka,,sakarmaka
transitivity,pIva,,akarmaka,sakarmaka,,akarmaka
transitivity,pUla,,sakarmaka,akarmaka,,
transitivity,pUrva,,sakarmaka,akarmaka,,
transitivity,parRa,,sakarmaka,akarmaka,,
transitivity,pardda,,akarmaka,,,sakarmaka
transitivity,pfRa,sakarmaka,,akarmaka,,
transitivity,pfqa,sakarmaka,akarmaka,akarmaka,,
transitivity,piSa,,sakarmaka,akarmaka,,akarmaka
transitivity,plu,akarmaka,sakarmaka,,,
transitivity,praTa,akarmaka|sakarmaka,akarmaka|sakarmaka,akarmaka,,sakarmaka
transitivity,prasa,sakarmaka,sakarmaka,akarmaka,,sakarmaka
transitivity,preNKola,akarmaka,sakarmaka,,,
transitivity,puRa,,sakarmaka,akarmaka,,sakarmaka
transitivity,pula,akarmaka,sakarmaka,akarmaka,,sakarmaka
transitivity,puwwa,,sakarmaka,akarmaka,,sakarmaka
transitivity,qapa,,sakarmaka,akarmaka,,
transitivity,rADa,sakarmaka,sakarmaka,akarmaka,,
transitivity,rUpa,sakarmaka,sakarmaka,akarmaka,,
transitivity,rUza,akarmaka,akarmaka,sakarmaka,,
transitivity,raWa,sakarmaka,sakarmaka,akarmaka,,
transitivity,raca,sakarmaka,sakarmaka,akarmaka,,
transitivity,rapa,sakarmaka,sakarmaka,akarmaka,,
transitivity,rawa,sakarmaka,sakarmaka,akarmaka,,
transitivity,riBa,akarmaka,sakarmaka,,,
transitivity,riKa,sakarmaka,akarmaka,sakarmaka,,
transitivity,rica,akarmaka,sakarmaka,sakarmaka,,
transitivity,ru,akarmaka|sakarmaka,sakarmaka,akarmaka,,
transitivity,ruda,sakarmaka,akarmaka,,,
transitivity,sAmba,sakarmaka,sakarmaka,akarmaka,,
transitivity,sAra,akarmaka,sakarmaka,akarmaka,,
transitivity,sKala,sakarmaka,akarmaka,,,
transitivity,sPula,akarmaka,sakarmaka,akarmaka,,
transitivity,sUca,sakarmaka,sakarmaka,akarmaka,,
transitivity,sUrkzya,sakarmaka,,akarmaka,,
transitivity,saNgrAma,akarmaka,sakarmaka,akarmaka,,
transitivity,smIla,akarmaka,sakarmaka,sakarmaka,,
transitivity,sniwa,akarmaka,sakarmaka,akarmaka,,
transitivity,spardDa,sakarmaka,akarmaka,,,
transitivity,srE,sakarmaka,akarmaka,,,
transitivity,stUpa,sakarmaka,akarmaka,akarmaka,,
transitivity,stana,akarmaka|sakarmaka,sakarmaka,akarmaka,,
transitivity,stoma,sakarmaka,akarmaka,sakarmaka,,
transitivity,suKa,sakarmaka,sakarmaka,akarmaka,,
transitivity,suda,akarmaka,sakarmaka,,,sakarmaka
transitivity,svana,akarmaka,akarmaka,sakarmaka,,
transitivity,syama,sakarmaka,akarmaka|sakarmaka,akarmaka,,
transitivity,tIra,,akarmaka,sakarmaka,,akarmaka
transitivity,tUza,,sakarmaka,akarmaka,,
transitivity,taga,,sakarmaka,,,akarmaka
transitivity,taka,,sakarmaka,akarmaka,,
transitivity,tala,,akarmaka,sakarmaka,,
transitivity,tawa,,sakarmaka,akarmaka,,
transitivity,tfza,,sakarmaka,akarmaka,,
transitivity,tika,,sakarmaka,sakarmaka,,akarmaka
transitivity,tima,,akarmaka|sakarmaka,akarmaka,,sakarmaka
transitivity,tsara,,sakarmaka,akarmaka,,
transitivity,tusa,,sakarmaka,akarmaka,,
transitivity,vaRa,sakarmaka,sakarmaka,akarmaka,,
transitivity,vaha,akarmaka,sakarmaka,,,
transitivity,vakza,sakarmaka,sakarmaka,akarmaka,,
transitivity,valga,akarmaka,,sakarmaka,,
transitivity,valha,akarmaka,akarmaka|sakarmaka,sakarmaka,,
transitivity,vella,sakarmaka,sakarmaka,akarmaka,,
transitivity,vepa,akarmaka,sakarmaka,,,
transitivity,vfRa,sakarmaka,,akarmaka,,
transitivity,viwa,sakarmaka,sakarmaka,akarmaka,,
transitivity,vrIqa,sakarmaka,sakarmaka,akarmaka,,
transitivity,vyaTa,akarmaka,akarmaka,sakarmaka,,
transitivity,vyapa,akarmaka,sakarmaka,,,
transitivity,yaBa,akarmaka,sakarmaka,akarmaka,,
transitivity,yata,,akarmaka,sakarmaka,,
transitivity,yucCa,akarmaka,sakarmaka,akarmaka,,
transitivity,yupa,sakarmaka,akarmaka,sakarmaka,,
transitivity,zRasa,akarmaka,sakarmaka,,,
transitivity,zRiha,akarmaka,akarmaka,sakarmaka,,
transitivity,zRu,sakarmaka,sakarmaka,akarmaka,,
transitivity,zUra,sakarmaka,akarmaka,,,
transitivity,zUrkzya,akarmaka,sakarmaka,,,
transitivity,zWA,akarmaka,sakarmaka,akarmaka,,
transitivity,zWIva,sakarmaka,akarmaka,,,
transitivity,zWaga,akarmaka,sakarmaka,,,
transitivity,zanja,akarmaka,sakarmaka,,,
transitivity,zapa,akarmaka,sakarmaka,akarmaka,,
transitivity,zawa,akarmaka,sakarmaka,akarmaka,,
transitivity,zuha,sakarmaka,sakarmaka,akarmaka,,
transitivity,zunBa,sakarmaka,akarmaka,,,
transitivity,zwIma,akarmaka,,sakarmaka,,
transitivity,zwUpa,sakarmaka,akarmaka,,,
transitivity,zwana,akarmaka,sakarmaka,akarmaka,,
transitivity,zwima,akarmaka,akarmaka,sakarmaka,,
transitivity,zwuca,sakarmaka,akarmaka,akarmaka,,
