dict,L,k1,kind,target
ap90,2031,anuhArya,cf,anvAhArya
ap90,2053,anUzara,cf,uttama
ap90,2056,anfc,cf,taTA'
ap90,2058,anfRa,cf,jAyamAno
ap90,2064,aneka,cf,dvipa
ap90,2142,aMduH,cf,nUpura
ap90,2161,anya,cf,itara
ap90,2334,apaWa,cf,apaca
ap90,2557,apaScima,cf,uttama
ap90,2722,aputrikA,cf,akftA
ap90,3136,aBiniDAnaM,cf,avagraha
ap90,3194,aBipre,cf,aBipreta
ap90,3421,aBizyaMdin,cf,SAKAnagaraM
ap90,3435,aBisatvan,cf,aBivIra
ap90,3541,aBukta,cf,pIta
ap90,3772,amara,cf,amarAvatI
ap90,3843,amUdfS,cf,anyAdfSa
ap90,3916,ayana,cf,sAyana
ap90,4016,araM,cf,alaM
ap90,4068,arizwa,cf,arizwASritapuraM
ap90,4231,alaM,cf,Ala
ap90,4634,avaMtiH,cf,ayoDyA
ap90,4885,avasAyin,cf,aMtyAvasAyin
ap90,5671,ahata,cf,aprahata
ap90,6036,AMjalikyaM,cf,AMjanikyaM
ap90,6051,AQakika,cf,Acitika
ap90,6115,Atman,cf,nagAtmajA
ap90,6214,Ahita,cf,agnyAhita
ap90,6285,AnamaH,cf,durAnama
ap90,6301,AnayaH,cf,upanaya
ap90,6465,AplavaH,cf,snAtaka
ap90,6542,Ama,cf,ravedyamAnajvaraM
ap90,6656,AyAsaH,cf,anAyAsa
ap90,6685,AraH,cf,ara
ap90,6852,Ali,cf,Avali
ap90,6867,AliMpanaM,cf,AdIpana
ap90,6934,AvAlaM,cf,AlavAlaM
ap90,7037,ASis,cf,ASI
ap90,7124,AsaMga,cf,uttarAsaMga
ap90,7245,Ahuta,cf,paMcayajYa
ap90,7297,ikzuH,cf,maDumeha
ap90,7303,iMg,cf,iMgya
ap90,7365,iMduH,cf,cAMdrAyaRa
ap90,7389,iBaH,cf,gajAnana
ap90,7404,iraRaM,cf,iriRa
ap90,7450,izwiH,cf,upasaMKyAna
ap90,7500,IMt,cf,at
ap90,7535,IzaH,cf,iza
ap90,7561,ukzan,cf,vatsatara
ap90,7607,uccayaH,cf,Siloccaya
ap90,7657,ucCvAsaH,cf,aDyAya
ap90,7663,ujjayanI,cf,avaMti
ap90,7807,uttaMsaH,cf,karRottaMsa
ap90,7939,utPulla,cf,uttAna
ap90,7995,udakaM,cf,SAMtyudakaM
ap90,8020,udan,cf,kUpamaMqUka
ap90,8111,udgE,cf,udgAtf
ap90,8126,udGaH,cf,matallikAmacarcikA
ap90,8513,upacakzus,cf,upanetraM
ap90,8949,upasaMKyAnaM,cf,izwi
ap90,9066,upAkaraRaM,cf,upAkarman
ap90,9067,upAkarman,cf,SrAvaRI
ap90,9227,urRanABaH,cf,UrRanABa
ap90,9326,uzA,cf,uKA
ap90,9378,UrDva,cf,UrDvaretas
ap90,9410,Uhin,cf,akzOhiRI
ap90,9435,fj,cf,arj
ap90,9518,eka,cf,tOryatrikaM
ap90,9518,eka,cf,akzapari
ap90,9546,eqa,cf,aneqamUka
ap90,9559,etarhi,cf,idAnIM
ap90,9565,ediDizuHpatiH,cf,agrediDizuH
ap90,9738,ozaDiH,cf,puzRAmi
ap90,10029,kawaMkawerI,cf,dAruharidrA
ap90,10072,kaq,cf,kaMq
ap90,10157,katamAlaH,cf,KatamAla
ap90,10200,kanana,cf,kARa
ap90,10213,kanerA,cf,kaRerA
ap90,10221,kaMdawwaM,cf,kaMdowa
ap90,10274,kapolaH,cf,gaMqamitti
ap90,10322,kara,cf,pARipIqana
ap90,10375,karkara,cf,aMDakUpa
ap90,10433,karman,cf,karmaBUmi
ap90,10517,kalpa,cf,kalpadruma
ap90,10517,kalpa,cf,kalpataru
ap90,10542,kavacaH,cf,varmahara
ap90,10576,kaSyapaH,cf,kaSyapastasya
ap90,10594,kasaH,cf,kaza
ap90,10628,kAgaH,cf,kAka
ap90,10637,kAcana,cf,kacela
ap90,10716,kAmaH,cf,arTa
ap90,11018,kuMj,cf,kUj
ap90,11055,kuwwihArikA,cf,kuwahArikA
ap90,11059,kuWaH,cf,kuwa
ap90,11076,kuqI,cf,kuwI
ap90,11168,kuMBaH,cf,kUpamaMqUka
ap90,11200,kururI,cf,kurarI
ap90,11373,kf,cf,tfRIkf
ap90,11440,kfzwa,cf,akfzwapacya
ap90,11443,kfzRa,cf,kfzRavartman
ap90,11459,kekara,cf,Akekara
ap90,11469,kedara,cf,kekara
ap90,11571,koraH,cf,koraka
ap90,11611,kOwavI,cf,kowwabI
ap90,11639,kOmudI,cf,caMdrikA
ap90,11725,krItaka,cf,krIta
ap90,11822,kzatraH,cf,brahmabaMDu
ap90,11862,kzArayati,cf,Akzar
ap90,11968,kzulla,cf,Kulla
ap90,11977,kzema,cf,yogakzema
ap90,12033,KawakaH,cf,Gawaka
ap90,12052,KaqgaH,cf,asipatra
ap90,12053,KaqgArIwaH,cf,asiDArA
ap90,12256,gaRanaM,cf,kaTA
ap90,12391,galaH,cf,ajAgalastana
ap90,12391,galaH,cf,arDacaMdra
ap90,12460,gADa,cf,agADa
ap90,12541,guMjaH,cf,gucCa
ap90,12624,gulaH,cf,guqa
ap90,12671,gfBaM,cf,gfhaM
ap90,12693,gez,cf,gavez
ap90,12713,go,cf,jaradgava
ap90,12731,golaH,cf,kuMqa
ap90,12850,GawaH,cf,kuMBadAsI
ap90,13049,caMqAla,cf,karmacAqAla
ap90,13088,caMdrikA,cf,kOmudI
ap90,13095,capala,cf,cApala
ap90,13153,carpawaH,cf,capewa
ap90,13179,calukaH,cf,culuka
ap90,13280,ci,cf,cAy
ap90,13281,cayaH,cf,agnicaya
ap90,13376,cillakA,cf,JillikA
ap90,13484,cUlaH,cf,cUqA
ap90,13759,jaB,cf,yaB
ap90,13763,jaMpatI,cf,daMpatI
ap90,13808,jala,cf,parIvAha
ap90,13838,jahat,cf,ajahatsvArTA
ap90,14003,juwikA,cf,cUqA
ap90,14078,jYAnaM,cf,jYAnayoga
ap90,14184,JF,cf,jF
ap90,14340,tad,cf,atadguRasaMvijYAna
ap90,14360,tanu,cf,tanvaMgI
ap90,14365,tanU,cf,tanuTada
ap90,14378,taMtrA,cf,taMdrA
ap90,14511,talit,cf,taqit
ap90,14709,tIk,cf,wIk
ap90,14758,tuMqila,cf,tuMdila
ap90,14806,tulA,cf,tulAdAna
ap90,14911,tara,cf,dustara
ap90,14961,tElaMpAtA,cf,SyEnaMpAtA
ap90,14988,tman,cf,Atman
ap90,15023,tri,cf,iMdragopa
ap90,15060,trEvargika,cf,trivarga
ap90,15141,dakziRIkf,cf,pradakziRa
ap90,15403,dAsaH,cf,gupta
ap90,15438,divya,cf,ciMtAmaRi
ap90,15469,dIpaka,cf,vadaMti
ap90,15536,dozaH,cf,dozA
ap90,15577,dfQayati,cf,draQayati
ap90,15595,dfMPU,cf,dfnPU
ap90,15613,dfzwa,cf,dizwAMta
ap90,15626,deva,cf,udAna
ap90,15750,dyu,cf,adyu
ap90,15845,drE,cf,drA
ap90,15869,dvi,cf,brahmabaMGu
ap90,15869,dvi,cf,dvirePa
ap90,15903,dvEtIyIka,cf,tArtIyIka
ap90,15915,dvEmAtfka,cf,devamAtfka
ap90,15932,DanaM,cf,arTozman
ap90,15944,Danus,cf,Danvan
ap90,15952,DanvaMtaraM,cf,daMqa
ap90,15953,DanvaMtariH,cf,caturdaSaratna
ap90,15976,DarmaH,cf,astikAya
ap90,16056,Di,cf,saMDA
ap90,16099,DuvakA,cf,DruvakA
ap90,16100,DuvitraM,cf,Davitra
ap90,16180,DOritakaM,cf,DOrita
ap90,16183,DOryaM,cf,DoraRaM
ap90,16236,DvaR,cf,Dvan
ap90,16308,nadI,cf,devamAtfka
ap90,16340,naBas,cf,aBrAMliha
ap90,16345,naBya,cf,nABi
ap90,16369,naraH,cf,narasiMha
ap90,16370,naraMgaM,cf,narAMga
ap90,16446,nAgara,cf,devanAgarI
ap90,16514,nAyikA,cf,anyastrI
ap90,16523,nArAyaRaH,cf,UrUdBavA
ap90,16688,niculaH,cf,nicola
ap90,16712,nid,cf,niMd
ap90,16725,nidfS,cf,nidarSanA
ap90,16735,niDA,cf,niDyE
ap90,16862,nir,cf,a
ap90,17061,nirvyUQiH,cf,niryUha
ap90,17101,nivedyaM,cf,nEvedya
ap90,17124,nivyUQaM,cf,nirvyUQa
ap90,17155,niSrayaRI,cf,niHSrayaRI
ap90,17157,niSvAsaH,cf,niHSvAsa
ap90,17165,nizaRRa,cf,vizaRRa
ap90,17173,nizaDa,cf,nizAda
ap90,17202,nizkuhaH,cf,nizkuwa
ap90,17204,nizkAraRaM,cf,nikAraRaM
ap90,17214,nizkramaH,cf,upanizkramaRa
ap90,17254,nis,cf,dus
ap90,17292,nihrAdaH,cf,nirTAda
ap90,17348,nf,cf,narasiMha
ap90,17348,nf,cf,narasiMha
ap90,17489,nyAyaH,cf,kftasya
ap90,17538,pakzaH,cf,pUvapakza
ap90,17538,pakzaH,cf,hasta
ap90,17560,paMktiH,cf,paMktipAvana
ap90,17588,paMcan,cf,paMcatva
ap90,17588,paMcan,cf,mahAyajYa
ap90,17603,paMcAlikA,cf,pAMcAlikA
ap90,17614,pawaccaraH,cf,pAwaccara
ap90,17621,pawiH,cf,apawIkzepa
ap90,17743,pan,cf,paR
ap90,17772,parama,cf,kuwIcaka
ap90,17851,pari,cf,akzapari
ap90,17857,parikartf,cf,parivettf
ap90,18034,paridAyin,cf,parivettf
ap90,18348,parihAraH,cf,parigraha
ap90,18406,paryaMkaH,cf,avasakTikA
ap90,18462,paryuzita,cf,aparyuzita
ap90,18501,paliGaH,cf,pariGa
ap90,18557,pAkalaH,cf,kUwapAkala
ap90,18691,pAnIya,cf,prapA
ap90,18843,pArSva,cf,pAripArSvaka
ap90,18964,piMqIra,cf,qiMqIra
ap90,19023,pizwapaH,cf,vizwapa
ap90,19157,puruzaH,cf,narapaSu
ap90,19244,pUraka,cf,recaka
ap90,19256,pUrva,cf,paranipAta
ap90,19271,pUz,cf,puz
ap90,19380,pEzwI,cf,gOqI
ap90,19382,pogaMqa,cf,apogaMqa
ap90,19481,pyAna,cf,pIna
ap90,19739,praRam,cf,daMqapraRAma
ap90,19801,prati,cf,satpratipakza
ap90,20291,praTukaH,cf,pfTuka
ap90,20544,pramARaM,cf,anuBava
ap90,20643,pralaB,cf,vipralaB
ap90,20997,prahAsaH,cf,praBAsa
ap90,21170,prApta,cf,paMcatva
ap90,21306,preta,cf,pitfpakza
ap90,21464,ParaM,cf,Palaka
ap90,21470,PalakaM,cf,tawa
ap90,21519,PeRaH,cf,namuci
ap90,21561,baMDuH,cf,kzatrabaMDu
ap90,21570,baMDUra,cf,baMDura
ap90,21619,baliH,cf,cirajIvin
ap90,21648,bahu,cf,kuwIcaka
ap90,21648,bahu,cf,krama
ap90,21674,bARaH,cf,uzA
ap90,21674,bARaH,cf,vArabARaH
ap90,21724,bAhA,cf,bAhUbAhavi
ap90,21847,boDa,cf,aboDapUrva
ap90,21860,brahman,cf,brahmavid
ap90,21860,brahman,cf,brahmaBUya
ap90,21888,BaH,cf,aMga
ap90,21953,BaMqaH,cf,Baqa
ap90,21995,Bartf,cf,pativratA
ap90,22046,Basman,cf,BasmAgni
ap90,22187,BiMdu,cf,biMdu
ap90,22254,BUman,cf,puMBUman
ap90,22257,BUmiH,cf,BUmikA
ap90,22289,BfMgaH,cf,Bramara
ap90,22296,Bfj,cf,Brasj
ap90,22405,BrAtf,cf,yamadvitIyA
ap90,22448,makuwaM,cf,mukuwa
ap90,22489,macarcikA,cf,udDa
ap90,22525,maRiH,cf,ratna
ap90,22559,matallikA,cf,udDa
ap90,22635,manas,cf,kAma
ap90,22635,manas,cf,tridaMqin
ap90,22652,manuH,cf,matsyAvatAra
ap90,22653,manuzya,cf,puruzakAra
ap90,22674,maMda,cf,ahalyA
ap90,22713,maya,cf,tripura
ap90,22743,maruttaH,cf,tadapyeza
ap90,22788,malayaH,cf,apagatadAkziRya
ap90,22849,mahaH,cf,mahas
ap90,22865,mahA,cf,manoraTa
ap90,22887,mAMsala,cf,aMsala
ap90,23055,mArj,cf,mfj
ap90,23143,mitraH,cf,maMqala
ap90,23162,miTunecaraH,cf,dvaMdvacara
ap90,23275,mudrA,cf,brahmaraMDra
ap90,23353,mUrcCana,cf,mUrcCA
ap90,23418,mftyuH,cf,martyaloka
ap90,23493,meruH,cf,dvIpa
ap90,23649,yajus,cf,maMtra
ap90,23695,yama,cf,BrAtfdvitIyA
ap90,23698,yamanikA,cf,javanikA
ap90,23716,yavanikA,cf,eza
ap90,23726,yaSas,cf,kIrtiSeza
ap90,23828,yugalakaM,cf,yugma
ap90,23870,yogaH,cf,yoganidrA
ap90,23894,yOktika,cf,narmasaciva
ap90,23949,raMGas,cf,raMhas
ap90,24054,rasika,cf,arasika
ap90,24058,rasonaH,cf,lasona
ap90,24086,rAjan,cf,rAjanaya
ap90,24086,rAjan,cf,samrAd
ap90,24098,rAjilaH,cf,quMquBa
ap90,24110,rAtriMmanya,cf,rajaniMmanya
ap90,24223,ruMw,cf,luMw
ap90,24231,rudra,cf,pitfsadmagocaraH
ap90,24234,ruD,cf,ruh
ap90,24383,lakuwaH,cf,laguqa
ap90,24398,lakzya,cf,alakzya
ap90,24424,laMgUlaM,cf,lAMgUla
ap90,24430,laC,cf,lakz
ap90,24432,lajj,cf,lasj
ap90,24442,laMjaH,cf,kakzA
ap90,24525,laS,cf,las
ap90,24547,lAkzA,cf,alakta
ap90,24569,lAq,cf,laq
ap90,24621,liKyaH,cf,likzA
ap90,24626,liMgaM,cf,pacaMkoza
ap90,24658,lIlA,cf,praRayakalah
ap90,24668,luw,cf,luW
ap90,24700,luh,cf,luB
ap90,24895,vawuH,cf,bawu
ap90,24920,vaMqa,cf,raMqA
ap90,24949,vadya,cf,avadya
ap90,25067,varAhaH,cf,vasati
ap90,25155,varDApanaM,cf,pUrRapAtra
ap90,25162,varman,cf,dAsa
ap90,25217,valkalaH,cf,cIraparigrahAH
ap90,25239,vallaBAyitaM,cf,puruzAyita
ap90,25278,vasizWaH,cf,viSvAmitra
ap90,25297,vastraM,cf,nIbi
ap90,25321,vahniH,cf,agnigarBa
ap90,25324,vA,cf,ca
ap90,25341,vAc,cf,tridaMqa
ap90,25357,vAcya,cf,lakzya
ap90,25357,vAcya,cf,lakzya
ap90,25459,vAyuH,cf,pavanASana
ap90,25472,vAralA,cf,varawA
ap90,25548,vAsanA,cf,BAvanA
ap90,25549,vAsita,cf,vAsanA
ap90,25553,vAsaMta,cf,malayasamIra
ap90,25553,vAsaMta,cf,vasaMtrotsava
ap90,25635,vikAlikA,cf,mAnaraMDrA
ap90,25648,vikAraH,cf,vikfti
ap90,25669,vikramaH,cf,trivikrama
ap90,25778,viciH,cf,vIci
ap90,25919,viTuraH,cf,viDurA
ap90,25957,vidyA,cf,avidyA
ap90,25984,viDA,cf,kf
ap90,26037,vinAhaH,cf,vInAha
ap90,26331,viraRaM,cf,vIraRa
ap90,26485,vivAkaH,cf,praqavivAka
ap90,26499,vivfkta,cf,viviktA
ap90,26519,viSaM,cf,bisa
ap90,26590,viSva,cf,tvazwf
ap90,26649,vizwapaH,cf,trivizwapa
ap90,26678,visaMkawa,cf,viSaMkawa
ap90,26851,vft,cf,vAvft
ap90,26858,vfdDa,cf,vayovfdDa
ap90,26881,vfzaBaH,cf,fzaBa
ap90,26976,velliH,cf,valli
ap90,27190,vyajanaM,cf,bAlavyajana
ap90,27268,vyaBicArin,cf,viBAva
ap90,27270,vyaya,cf,avyaya
ap90,27348,vyAqaH,cf,vyAla
ap90,27359,vyADiH,cf,ADi
ap90,27404,vyAvahArika,cf,prAtiBAsika
ap90,27416,vyAsaH,cf,cirajIvin
ap90,27474,vratin,cf,yajamAna
ap90,27485,vrI,cf,vf
ap90,27555,SaMKaH,cf,Kapuzpa
ap90,27575,SaMqaH,cf,zaMqa
ap90,27599,SaniH,cf,saMjYA
ap90,27601,SaMtanuH,cf,BIzma
ap90,27687,SarmizWA,cf,devayAnI
ap90,27703,SalAkA,cf,pari
ap90,27747,SAkawa,cf,SAkaSAkawa
ap90,27748,SAkawAyanaH,cf,vyAkaraRe
ap90,27773,SAkvaraH,cf,SAkkara
ap90,27839,SAyakaH,cf,sAyaka
ap90,27842,SAraMgaH,cf,sAraMga
ap90,27843,SAraMgI,cf,sAraMgI
ap90,27861,SArdUlaH,cf,kuMjara
ap90,27864,SAlaH,cf,sAla
ap90,27916,SikTaM,cf,sikTa
ap90,28091,SutudriH,cf,Satadru
ap90,28184,SfMgAraH,cf,narmasaciva
ap90,28252,SoRa,cf,lohita
ap90,28303,SOryaM,cf,AraBawI
ap90,28326,SyAmakaH,cf,SyAmAka
ap90,28402,Sru,cf,Su
ap90,28405,SrutiH,cf,karRa
ap90,28408,SruvA,cf,sruvA
ap90,28431,SrOzaw,cf,vazaw
ap90,28453,SlIla,cf,aSlIla
ap90,28463,SloR,cf,SroR
ap90,28515,zaMqaH,cf,KaMqa
ap90,28519,zaz,cf,zAqguRya
ap90,28742,saMskAraH,cf,vrAtya
ap90,29143,saMtiH,cf,sati
ap90,29278,saParaH,cf,SaPara
ap90,29569,samudra,cf,rAmasetu
ap90,29618,saMpAtaH,cf,qIna
ap90,29805,sara,cf,Saraja
ap90,29818,saratniH,cf,rItna
ap90,29833,sarAva,cf,SarAva
ap90,29839,sarilaM,cf,salila
ap90,29864,sarva,cf,suw
ap90,29884,sallakA,cf,SallakI
ap90,29910,savya,cf,apasavya
ap90,29983,sAkaM,cf,SAka
ap90,29996,sAgaraH,cf,sagara
ap90,30008,sAMgamaH,cf,saMgama
ap90,30106,sAmaMjasyaM,cf,asamaMjasa
ap90,30234,sAvitrI,cf,vrAtya
ap90,30363,suw,cf,sarvanAmasTAna
ap90,30378,sudi,cf,vadi
ap90,30408,suziH,cf,Suzi
ap90,30421,sUkzma,cf,sAvadya
ap90,30478,sUryaH,cf,uMpanizkramaRaM
ap90,30535,senA,cf,devasenA
ap90,30536,sePaH,cf,SePa
ap90,30580,sotprAsa,cf,vyAjastuti
ap90,30604,somaH,cf,somodBavA
ap90,30638,sOnikaH,cf,SOnika
ap90,30714,skaMDaH,cf,Sikya
ap90,30716,skaMDikaH,cf,skaMDavAha
ap90,30734,stanaH,cf,tawa
ap90,30763,stavaka,cf,stavaka
ap90,30850,sTAnaM,cf,AseDa
ap90,30858,sTApanaM,cf,puMsavana
ap90,30907,snAta,cf,snAtaka
ap90,31121,sva,cf,Dana
ap90,31141,svanita,cf,stanita
ap90,31231,haMsaH,cf,mAnasa
ap90,31307,halA,cf,haMqA
ap90,31350,hahA,cf,hAhA
ap90,31453,hI,cf,hi
ap90,31533,hevAkaH,cf,hevAkin
ap90,31606,hriRIyA,cf,hfRIyA
cae,306,aNga,cf,vedANga
cae,828,aDa,cf,aTa
cae,829,aDA,cf,aTa
cae,1619,antara,cf,atrAntare
cae,1645,antaruzya,cf,daSAntaruzya
cae,1690,antika,cf,janAttikam
cae,2220,abda,cf,varza
cae,2738,arajas,cf,ra
cae,2738,arajas,cf,jas
cae,3269,avAntaradeSa,cf,diS
cae,3574,aSvahfdaya,cf,akzahfdaya
cae,3825,asta,cf,udaya
cae,4305,Anulomya,cf,anuloma
cae,4880,i,cf,gam
cae,4911,iti,cf,aTa
cae,5250,uYCaSila,cf,SiloYCa
cae,5460,udaYjali,cf,aYjali
cae,5477,udayagiri,cf,asta
cae,5478,udayaSEla,cf,asta
cae,6216,fkzara,cf,anfkzara
cae,6363,ekajAti,cf,dvijAti
cae,6478,ekAtapatra,cf,Atapatra
cae,6893,kaRWagata,cf,kaRWavartin
cae,7173,karta,cf,garta
cae,7478,kApAla,cf,kApAlin
cae,7541,kAmijana,cf,jana
cae,7734,kAzWaBft,cf,kA
cae,7734,kAzWaBft,cf,zWA
cae,7786,kiMpuruza,cf,kiMnara
cae,7787,kiMpuruza,cf,kiMnara
cae,8222,kUl,cf,kUq
cae,8280,kftalakzaRa,cf,kftANka
cae,8297,kftAYjali,cf,aYjali
cae,8372,kfz,cf,kfS
cae,8482,kESika,cf,kraTakESika
cae,8753,kloSa,cf,kro
cae,8753,kloSa,cf,Sa
cae,9185,gaRapAWa,cf,gaRa
cae,9198,gaReSa,cf,gaRa
cae,9519,guRa,cf,gaRakarman
cae,9542,guRavant,cf,guRa
cae,9609,gulgulu,cf,gu
cae,9609,gulgulu,cf,ggulu
cae,9693,gfhASrama,cf,gfhasTa
cae,9758,goDa,cf,angulitra
cae,9891,grahaRa,cf,graha
cae,9928,grAsa,cf,gra
cae,9928,grAsa,cf,ha
cae,10234,caturvarga,cf,trivarga
cae,10705,cEtraviBAvarI,cf,cEtra
cae,11086,jar,cf,car
cae,11718,qORquBa,cf,quRquBa
cae,11728,ta,cf,sa
cae,11898,tanizWa,cf,Atma
cae,11898,tanizWa,cf,n
cae,11899,tanIyaMs,cf,Atma
cae,11899,tanIyaMs,cf,n
cae,12103,tala,cf,aNgulitra
cae,12178,tAntava,cf,ta
cae,12178,tAntava,cf,ntu
cae,12379,tizya,cf,kfSA
cae,12379,tizya,cf,nu
cae,12380,tizya,cf,kfSA
cae,12380,tizya,cf,nu
cae,12875,tripizwapa,cf,tridiva
cae,12897,triBuvana,cf,tripaTa
cae,12912,triloka,cf,triBuvana
cae,12922,trivarga,cf,caturvarga
cae,12922,trivarga,cf,triguRa
cae,12970,trisrotas,cf,tripaTa
cae,12986,trEpura,cf,tripura
cae,12991,trElokya,cf,triloka
cae,13430,daSamIsTa,cf,daSama
cae,13669,diti,cf,a
cae,13669,diti,cf,diti
cae,14335,dfS,cf,paS
cae,14911,dvika,cf,kAka
cae,15960,navagva,cf,da
cae,15960,navagva,cf,Sagva
cae,16036,nasyota,cf,nasyA
cae,16179,nAmatas,cf,nA
cae,16179,nAmatas,cf,man
cae,16212,nArAyaRa,cf,nara
cae,16250,nAsikArajju,cf,nasyA
cae,16256,nAsya,cf,na
cae,16256,nAsya,cf,sya
cae,17164,nI,cf,I
cae,17658,pawwa,cf,pawa
cae,18051,parAyaRa,cf,pa
cae,18051,parAyaRa,cf,ra
cae,18146,pariRAyaka,cf,pariRIta
cae,18152,pariRetf,cf,pariRIta
cae,18535,parvata,cf,nArada
cae,18611,paS,cf,spaS
cae,19673,pUtIka,cf,pUtika
cae,20332,pratipaccandra,cf,pratipa
cae,20332,pratipaccandra,cf,d
cae,21217,prAYjali,cf,aYjali
cae,21728,badDAYjali,cf,aYjali
cae,21791,barhiRa,cf,barha
cae,21792,barhin,cf,barha
cae,21801,bala,cf,vala
cae,22099,bAhvfcya,cf,bahvfca
cae,22769,BAjana,cf,pA
cae,22769,BAjana,cf,tra
cae,22804,BArata,cf,Barata
cae,22819,BArAkrAnta,cf,BarAkrAnta
cae,22924,Bindu,cf,bindu
cae,23133,BUmipa,cf,BUpa
cae,23134,BUmipati,cf,BUpa
cae,23135,BUmipAla,cf,BUpa
cae,23141,BUmiBuj,cf,BUBuj
cae,23142,BUmiBft,cf,BUBuj
cae,23333,BrastA,cf,BastrA
cae,23956,mandAra,cf,mandara
cae,24749,mAvilambam,cf,mAciram
cae,24879,miSa,cf,Bawwa
cae,25035,muni,cf,f
cae,25035,muni,cf,zi
cae,25184,mfgarocanA,cf,gorocanA
cae,25809,yadu,cf,turva
cae,25809,yadu,cf,Sa
cae,25881,yavanikA,cf,javanikA
cae,25934,yA,cf,gam
cae,26289,rakzas,cf,paTira
cae,26289,rakzas,cf,kzas
cae,26643,rarAwa,cf,lalA
cae,26643,rarAwa,cf,wa
cae,26732,rAkzA,cf,lAkzA
cae,27036,riz,cf,riS
cae,27146,rUpa,cf,daSarUpa
cae,27239,rocana,cf,gorocanA
cae,27239,rocana,cf,ra
cae,27239,rocana,cf,jas
cae,27317,rOhiRa,cf,ro
cae,27317,rOhiRa,cf,hita
cae,27320,rOhI,cf,rohI
cae,27325,lakz,cf,lakzay
cae,27546,lAla,cf,lalla
cae,27588,liNgasTa,cf,liNgin
cae,27974,vataMsa,cf,avataMsa
cae,28048,van,cf,vanitA
cae,28111,vanu,cf,vanu
cae,28111,vanu,cf,s
cae,28329,varRASrama,cf,ASama
cae,28507,vasantabanDu,cf,vasanta
cae,28602,vah,cf,udA
cae,28602,vah,cf,udA
cae,29714,vipAwa,cf,vipAWa
cae,29716,vipAWa,cf,vipAwa
cae,30296,viSvadeva,cf,vi
cae,30296,viSvadeva,cf,Sva
cae,30710,vf,cf,UrRu
cae,30712,vfka,cf,avfka
cae,30800,vfdDi,cf,guRa
cae,30906,veRi,cf,ekaveRi
cae,30907,veRI,cf,ekaveRi
cae,31273,vyaDvara,cf,vyadvara
cae,31418,vyAyAma,cf,vyAma
cae,31574,Sakan,cf,Sa
cae,31574,Sakan,cf,kft
cae,31575,Sakan,cf,Sa
cae,31575,Sakan,cf,kft
cae,31596,Sakft,cf,Sakan
cae,31653,SaNKAntara,cf,BujAntara
cae,31885,Sambala,cf,saMvala
cae,32067,Savarta,cf,Svavarta
cae,32293,SAlaBa,cf,pataMgavftti
cae,32303,SAlAvfka,cf,sAlAvfka
cae,33353,Sriz,cf,Srliz
cae,33700,zazWAMSavftti,cf,zaqBAga
cae,33801,saMvala,cf,Sambala
cae,34367,saMjYA,cf,saMjYa
cae,34898,sanyaMs,cf,sa
cae,34898,sanyaMs,cf,nIyaMs
cae,35307,samAnodaka,cf,sapiRqa
cae,35354,samAvarta,cf,samAvftta
cae,35799,sarja,cf,rajjusarja
cae,36487,sAYjali,cf,aYjali
cae,36611,sAptapada,cf,sapta
cae,36611,sAptapada,cf,pad
cae,37933,sUryakAnta,cf,candrakAnta
cae,37942,sUryaputra,cf,sUryaja
cae,37962,sf,cf,aBi
cae,38209,sOmI,cf,sOmya
cae,38752,sya,cf,tya
cae,38820,sva,cf,Atman
cae,38980,svayaMBu,cf,svayaMBU
cae,39324,hayattattva,cf,hayavidyA
cae,39444,halikzRa,cf,ha
cae,39444,halikzRa,cf,lIkzRa
cae,39513,hasta,cf,pARi
cae,39525,hastaGna,cf,aNgulitra
cae,39541,hastAYjali,cf,aYjali
cae,39546,hastAvApa,cf,hastaGna
cae,39948,hel,cf,hIq
mw,4.4,a,cf,a/-karRa
mw,4.5,a,cf,a-kupya
mw,4.7,a,cf,a/-tUrta
mw,87,aMs,cf,aMS
mw,107,aMh,cf,aNG
mw,110,aMhri,cf,aNGri
mw,117.1,aMhatI,cf,aMhati
mw,120,aMhas,cf,aGa/
mw,121,aMhaspati,cf,AMhaspatya
mw,134,ak,cf,ag
mw,139,akaca,cf,ut-
mw,374,akOSala,cf,AkOSala
mw,423.4,akzitavya,cf,azwa-karRa
mw,428,akza,cf,-karRa
mw,478,akzadyUta,cf,AkzadyUtika
mw,516,akzAvApa,cf,akza-vApa
mw,622,akzarA,cf,a-kza/ra
mw,630,akzAralavaRa,cf,kzAra-lavaRa
mw,661,akzacaraRa,cf,AkzapAda
mw,762,ag,cf,aNg
mw,799.2,agama,cf,a-ga
mw,813,agarI,cf,garI
mw,815,agaru,cf,aguru
mw,816,agartamit,cf,garta-mi/t
mw,842,agAra,cf,AgAra
mw,844.1,agArin,cf,an-agArin
mw,852,aguRa,cf,nirguRa
mw,874,agocara,cf,dfzwy-agocara
mw,933,agnija,cf,-garBa
mw,935,agnijAra,cf,-garBa
mw,1003,agnibAhu,cf,-vAha
mw,1027,agnimAruti,cf,AgnimAruta
mw,1101,agnizWa,cf,-zWikA
mw,1105,agnizWikA,cf,-zWa
mw,1148,agnihotrAhuti,cf,Ahuti
mw,1148.1,agnihotrezwi,cf,izwi
mw,1153,agnID,cf,agniD
mw,1189,agnisAt,cf,BasmasAt
mw,1220,agraja,cf,jA/
mw,1300,agrima,cf,a/gre
