dict,L,k1,kind,target
pwg,53941,BaRq,vgl,Band
pwg,53949,BaRqijaNGa,vgl,BaRqijaNGi
pwg,53950,BaRqita,vgl,BARqita
pwg,53950,BaRqita,vgl,BARqitAyana
pwg,53954,BaRqI,vgl,tri˚
pwg,53956,BaRqIra,vgl,go˚
pwg,53961,BaRquka,vgl,BaRwuka
pwg,53972,Badra,vgl,ahaM˚
pwg,53972,Badra,vgl,udayi˚
pwg,53972,Badra,vgl,cAturBadra
pwg,53972,Badra,vgl,janaka˚
pwg,53972,Badra,vgl,taTAgata˚
pwg,53972,Badra,vgl,tuNga˚
pwg,53972,Badra,vgl,paYca˚
pwg,53972,Badra,vgl,putraBadrA
pwg,53972,Badra,vgl,puzpa˚
pwg,53972,Badra,vgl,pUrRaBadra
pwg,53972,Badra,vgl,pfSni˚
pwg,53972,Badra,vgl,pra˚
pwg,53972,Badra,vgl,bala˚
pwg,53972,Badra,vgl,bahu˚
pwg,53972,Badra,vgl,budDa˚
pwg,53972,Badra,vgl,boDi˚
pwg,53972,Badra,vgl,brahmaBadrA
pwg,53972,Badra,vgl,rAmaBadra
pwg,53972,Badra,vgl,rAhula˚
pwg,53972,Badra,vgl,BAdra
pwg,53973,Badraka,vgl,tikta˚
pwg,53973,Badraka,vgl,puzpa˚
pwg,53973,Badraka,vgl,pra˚
pwg,53973,Badraka,vgl,balaBadrikA
pwg,53973,Badraka,vgl,bAlaBadraka
pwg,53973,Badraka,vgl,sarvato˚
pwg,53976,Badrakapila,vgl,Badra
pwg,54001,Badraturaga,vgl,BadrASva
pwg,54003,BadradAru,vgl,BAdradArava
pwg,54006,BadranAman,vgl,Badra
pwg,54009,Badrapada,vgl,pUrva˚
pwg,54014,Badrapura,vgl,BadrAnagara
pwg,54022,Badramanas,vgl,BadrareRu
pwg,54023,Badramanda,vgl,Badra
pwg,54023,Badramanda,vgl,manda
pwg,54023,Badramanda,vgl,mandra
pwg,54037,BadrareRu,vgl,Badramanas
pwg,54053,BadraSarman,vgl,BAdraSarmi
pwg,54076,BadrAnagara,vgl,Badrapura
pwg,54089,BadrAha,vgl,puRyAha
pwg,54090,Badrika,vgl,Badraka
pwg,54099,Ban,vgl,BaR
pwg,54101,Band,vgl,Badra
pwg,54102,Bandadizwi,vgl,krandadizwi
pwg,54106,Bandila,vgl,BaRqila
pwg,54117,Baya,vgl,a˚
pwg,54117,Baya,vgl,nirBaya
pwg,54117,Baya,vgl,prati˚
pwg,54117,Baya,vgl,bfhadBaya
pwg,54117,Baya,vgl,mahA˚
pwg,54117,Baya,vgl,sa˚
pwg,54144,Bar,vgl,Dar
pwg,54144,Bar,vgl,buBUrzu
pwg,54144,Bar,vgl,anuBartar
pwg,54144,Bar,vgl,apaBartar
pwg,54144,Bar,vgl,ABaraRa
pwg,54144,Bar,vgl,upaBft
pwg,54144,Bar,vgl,nEBftya
pwg,54144,Bar,vgl,praBartar
pwg,54144,Bar,vgl,viBftra
pwg,54146,Bara,vgl,sahasra˚
pwg,54146,Bara,vgl,su˚
pwg,54155,BaraRizeRa,vgl,rohiRizeRa
pwg,54155,BaraRizeRa,vgl,˚sena
pwg,54159,BaraRy,vgl,BuraRy
pwg,54163,Barata,vgl,BArata
pwg,54179,BaradvAja,vgl,BAradvAja
pwg,54181,BaradvAjin,vgl,BAradvAjin
pwg,54182,Barama,vgl,BArameya
pwg,54183,Baras,vgl,viSva˚
pwg,54183,Baras,vgl,sa˚
pwg,54186,BariRI,vgl,hariRI
pwg,54196,Baruja,vgl,BarUjA
pwg,54196,Baruja,vgl,BArujika
pwg,54198,BarUjA,vgl,BArUjika
pwg,54202,Barga,vgl,BArga
pwg,54202,Barga,vgl,BArgAyaRa
pwg,54202,Barga,vgl,BArgi
pwg,54203,BargaBUmi,vgl,BArgaBUmi
pwg,54213,Bartar,vgl,jagatIBartar
pwg,54213,Bartar,vgl,divasa˚
pwg,54213,Bartar,vgl,nf˚
pwg,54213,Bartar,vgl,paSu˚
pwg,54213,Bartar,vgl,prozitaBartfka (˚BartfkA
pwg,54219,BartfmeRWa,vgl,meRWa
pwg,54221,Bartfvrata,vgl,pativrata
pwg,54222,BartfvratA,vgl,pativratA
pwg,54226,Bartfhari,vgl,Bartfhema
pwg,54228,Barts,vgl,nirBartsana
pwg,54228,Barts,vgl,pariBartsana
pwg,54235,Barman,vgl,Barma
pwg,54236,BarmyASva,vgl,BArmya
pwg,54236,BarmyASva,vgl,BArmyaSva
pwg,54241,Bal,vgl,Ball
pwg,54241,Bal,vgl,niBAlana
pwg,54242,Bala,vgl,bal
pwg,54242,Bala,vgl,baw
pwg,54246,Balandana,vgl,BAlandana
pwg,54246,Balandana,vgl,BAlandanaka
pwg,54248,Ball,vgl,Bal
pwg,54249,Balla,vgl,BAlla
pwg,54249,Balla,vgl,BAlleya
pwg,54251,BallakIya,vgl,BAllakIya
pwg,54255,Ballavi,vgl,BAllavin
pwg,54255,Ballavi,vgl,BAllaveya
pwg,54256,BallAka,vgl,BallAwa
pwg,54256,BallAka,vgl,BallAda
pwg,54261,BallAda,vgl,BallAka
pwg,54261,BallAda,vgl,BallAwa
pwg,54263,Balluka,vgl,Balla
pwg,54263,Balluka,vgl,BallUka
pwg,54266,Bava,vgl,a˚
pwg,54266,Bava,vgl,arRo˚
pwg,54266,Bava,vgl,aSlezA˚
pwg,54266,Bava,vgl,Atma˚
pwg,54266,Bava,vgl,kfttikA˚
pwg,54266,Bava,vgl,tanu˚
pwg,54266,Bava,vgl,durvAgBava
pwg,54266,Bava,vgl,punarBava
pwg,54266,Bava,vgl,puzpa˚
pwg,54266,Bava,vgl,prAya˚
pwg,54266,Bava,vgl,PalgunI˚
pwg,54266,Bava,vgl,bahirBava
pwg,54266,Bava,vgl,mano˚
pwg,54266,Bava,vgl,su˚
pwg,54280,BavadevamiSra,vgl,BAvamiSra
pwg,54294,Bavanti,vgl,BavantI
pwg,54310,BavAnandasidDAntavAgISa,vgl,sidDAntavAgISa
pwg,54319,Bavika,vgl,BAvuka
pwg,54322,Bavitar,vgl,tiro˚
pwg,54325,Bavitra,vgl,BAvitra
pwg,54330,BavizRu,vgl,anDaM˚
pwg,54330,BavizRu,vgl,AQyaM˚
pwg,54330,BavizRu,vgl,rUraM˚
pwg,54330,BavizRu,vgl,nagnaM˚
pwg,54330,BavizRu,vgl,palitaM˚
pwg,54330,BavizRu,vgl,priyaM˚
pwg,54330,BavizRu,vgl,suBagaM˚
pwg,54330,BavizRu,vgl,sTUlaM˚
pwg,54350,Bas,vgl,psA
pwg,54351,Basad,vgl,sa˚
pwg,54351,Basad,vgl,BAsada
pwg,54354,Basanta,vgl,Basad
pwg,54358,BastrakA,vgl,BastrAkA
pwg,54358,BastrakA,vgl,BastrikA
pwg,54360,BastrA,vgl,BAstrAyaRa
pwg,54361,BastrAkA,vgl,BastrakA
pwg,54375,Basman,vgl,BAsmana
pwg,54375,Basman,vgl,BAsmAyana
pwg,54379,BasmasA,vgl,BasmasAt
pwg,54382,BasmAcala,vgl,BasmakUwa
pwg,54387,BA,vgl,aBiBA
pwg,54387,BA,vgl,ABA
pwg,54387,BA,vgl,praBA
pwg,54387,BA,vgl,praBAna
pwg,54387,BA,vgl,pratiBA
pwg,54387,BA,vgl,pratiBAna
pwg,54387,BA,vgl,viBA
pwg,54387,BA,vgl,viBAvarI
pwg,54388,BA,vgl,BAs
pwg,54394,BAkuwa,vgl,BAkUwa
pwg,54403,BAga,vgl,a˚
pwg,54403,BAga,vgl,agra˚
pwg,54403,BAga,vgl,anna˚
pwg,54403,BAga,vgl,arDa˚
pwg,54403,BAga,vgl,UrDva˚
pwg,54403,BAga,vgl,˚caturBAga
pwg,54423,BAgavata,vgl,devI˚
pwg,54447,BAgin,vgl,duHKa˚
pwg,54454,BAgya,vgl,nirBAgya
pwg,54454,BAgya,vgl,manda˚
pwg,54454,BAgya,vgl,mahA˚
pwg,54454,BAgya,vgl,sa˚
pwg,54454,BAgya,vgl,su˚
pwg,54456,BAMkAra,vgl,BerI˚
pwg,54463,BAj,vgl,akzara˚
pwg,54463,BAj,vgl,anta˚
pwg,54463,BAj,vgl,arDa˚
pwg,54463,BAj,vgl,aharBAj
pwg,54466,BAjana,vgl,dIpa˚
pwg,54466,BAjana,vgl,pAna˚
pwg,54466,BAjana,vgl,yaTABAjanam
pwg,54480,BAwwadinakara,vgl,BAwwaBAskara
pwg,54483,BAwwaBAskara,vgl,BAwwadinakara
pwg,54486,BAqitAyana,vgl,BARqitAyana
pwg,54487,BAqitya,vgl,BAqita
pwg,54490,BARa,vgl,BARikA
pwg,54494,BARqa,vgl,kzura˚
pwg,54513,BARqi,vgl,BARqivAha
pwg,54514,BARqika,vgl,BARqila
pwg,54514,BARqika,vgl,BARqi
pwg,54517,BARqitAyana,vgl,BAqitAyana
pwg,54518,BARqitya,vgl,BARqita
pwg,54526,BAtu,vgl,BAnu
pwg,54540,BAnu,vgl,ahi˚
pwg,54545,BAnudina,vgl,BAnuvAra
pwg,54549,BAnuPalA,vgl,aMSumatPalA
pwg,54559,BAnuvAra,vgl,BAnudina
pwg,54576,BAyajAtya,vgl,ABayajAtya
pwg,54577,BAra,vgl,ati˚
pwg,54578,BAraka,vgl,PaRiBArikA
pwg,54580,BAraRqa,vgl,BAruRqa
pwg,54580,BAraRqa,vgl,BuruRqa
pwg,54581,BArata,vgl,bAla˚
pwg,54581,BArata,vgl,mahA˚
pwg,54599,BAradvAjin,vgl,Bara˚
pwg,54628,BArin,vgl,BAra˚
pwg,54630,BArujika,vgl,BArUjika
pwg,54632,BArUjika,vgl,BArujika
pwg,54637,BArga,vgl,BArgavana
pwg,54638,BArgaBUmi,vgl,BargaBUmi
pwg,54640,BArgava,vgl,caRqa˚
pwg,54641,BArgavadIpikA,vgl,BArgavArcanadIpikA
pwg,54644,BArgavArcanadIpikA,vgl,BArgavadIpikA
pwg,54653,BArmyaSva,vgl,BarmyASva
pwg,54666,BAla,vgl,aSma˚
pwg,54674,BAlalocana,vgl,BAladfS
pwg,54676,BAlu,vgl,BAnu
pwg,54677,BAluka,vgl,BAlUka
pwg,54677,BAluka,vgl,Balla
pwg,54680,BAlUka,vgl,BAluka
pwg,54680,BAlUka,vgl,Balla
pwg,54685,BAllavin,vgl,BAllaveya
pwg,54686,BAllaveya,vgl,BAllavi
pwg,54688,BAllUka,vgl,Balla
pwg,54737,BAvAgaReSadIkzita,vgl,BAvAviSvanATadIkzita
pwg,54740,BAvAnugA,vgl,BAvAlInA
pwg,54742,BAvAlInA,vgl,BAvAnugA
pwg,54748,BAvitra,vgl,Bavitra
pwg,54750,BAvin,vgl,anirudDaBAvinI
pwg,54750,BAvin,vgl,taTABAvin
pwg,54750,BAvin,vgl,punarBAvin
pwg,54750,BAvin,vgl,pUrva˚
pwg,54753,BAvya,vgl,durBAvya
pwg,54756,BAz,vgl,aBiBAzaRa
pwg,54756,BAz,vgl,avaBAzaRa
pwg,54756,BAz,vgl,ABAza
pwg,54756,BAz,vgl,vyABAzaka
pwg,54756,BAz,vgl,samABAzaRa
pwg,54756,BAz,vgl,pariBAzaRa
pwg,54756,BAz,vgl,praBAzaRa
pwg,54756,BAz,vgl,viBAzA
pwg,54756,BAz,vgl,saMBAzaRa
pwg,54762,BAzA,vgl,tarka˚
pwg,54762,BAzA,vgl,deSa˚
pwg,54762,BAzA,vgl,para˚
pwg,54762,BAzA,vgl,BUta˚
pwg,54772,BAzin,vgl,durBAzin
pwg,54772,BAzin,vgl,pUrva˚
pwg,54772,BAzin,vgl,pratikUla˚
pwg,54772,BAzin,vgl,priya˚
pwg,54772,BAzin,vgl,bahu˚
pwg,54772,BAzin,vgl,su˚
pwg,54780,BAs,vgl,avaBAsa
pwg,54780,BAs,vgl,ABAs
pwg,54780,BAs,vgl,udBAsa
pwg,54780,BAs,vgl,praBAsa
pwg,54780,BAs,vgl,pratiBAsa
pwg,54781,BAsa,vgl,candra˚
pwg,54781,BAsa,vgl,pUzaBAsA˚
pwg,54781,BAsa,vgl,bfhadBAsa
pwg,54793,BAsan,vgl,jyotirBAsan
pwg,54795,BAsura,vgl,BAsvara
pwg,54798,BAskara,vgl,jYAna˚
pwg,54798,BAskara,vgl,brahmaRya˚
pwg,54798,BAskara,vgl,BagavadBAskara
pwg,54798,BAskara,vgl,Bagavanta˚
pwg,54798,BAskara,vgl,BAwwa˚
pwg,54798,BAskara,vgl,saMskAra˚
pwg,54798,BAskara,vgl,hari˚
pwg,54802,BAskaramiSra,vgl,Bawwa˚
pwg,54806,BAskaraSarman,vgl,hariBAskara
pwg,54818,BAsvatIkaraRa,vgl,BAsvatI
pwg,54819,BAsvant,vgl,pra˚
pwg,54819,BAsvant,vgl,prARa˚
pwg,54820,BAsvara,vgl,pra˚
pwg,54824,BikzA,vgl,durBikza
pwg,54824,BikzA,vgl,suBikza
pwg,54824,BikzA,vgl,mAMsaBikzA
pwg,54824,BikzA,vgl,BEkza
pwg,54832,BikzAnna,vgl,BikzAhAra
pwg,54843,BikzASin,vgl,BEkzASya
pwg,54844,BikzAhAra,vgl,BikzAnna
pwg,54847,Bikzu,vgl,mahA˚
pwg,54848,Bikzuka,vgl,Darma˚
pwg,54860,BittiKAtana,vgl,BittipAtana
pwg,54862,BittipAtana,vgl,BittiKAtana
pwg,54863,Bid,vgl,biBitsA
pwg,54863,Bid,vgl,avaBoden
pwg,54863,Bid,vgl,udBid
pwg,54863,Bid,vgl,nirBeda
pwg,54863,Bid,vgl,pariBedaka
pwg,54863,Bid,vgl,praBid
pwg,54863,Bid,vgl,praBeda
pwg,54863,Bid,vgl,pratiBeda
pwg,54863,Bid,vgl,viBettar
pwg,54863,Bid,vgl,saMBeda
pwg,54866,BidA,vgl,durBida
pwg,54866,BidA,vgl,kamala˚
pwg,54874,Bidya,vgl,pUrBidya
pwg,54881,BindDilavaRA,vgl,pacalavaRA
pwg,54917,Billataru,vgl,BillI
pwg,54924,BizaNmAtar,vgl,vEdyamAtar
pwg,54925,Bizaj,vgl,Bezaja
pwg,54926,Bizaj,vgl,Sata˚
pwg,54926,Bizaj,vgl,su˚
pwg,54929,Bizajya,vgl,durBizajya
pwg,54938,BI,vgl,Byas
pwg,54938,BI,vgl,viBIzaRa
pwg,54938,BI,vgl,viBIzikA
pwg,54939,BI,vgl,avadya˚
pwg,54943,BIti,vgl,deva˚
pwg,54946,BItI,vgl,BIRI
pwg,54947,BIma,vgl,su˚
pwg,54956,BImadvAdaSI,vgl,BImEkAdaSI
pwg,54958,BImanagara,vgl,BImapura
pwg,54965,BImapura,vgl,BImanagara
pwg,54971,BImaraTa,vgl,BEmaraTa
pwg,54984,BImasena,vgl,BEmaseni
pwg,54984,BImasena,vgl,BEmasenya
pwg,54992,BImEkAdaSI,vgl,BImadvAdaSI
pwg,54997,BIru,vgl,a˚
pwg,54997,BIru,vgl,patadBIru
pwg,54997,BIru,vgl,BErava
pwg,55000,BIrucetas,vgl,BIruhfdaya
pwg,55022,BIzmagarjitaGozasvararAja,vgl,BIzmasvararAja
pwg,55028,BIzmasvararAja,vgl,BIzmagarjitaGozasvararAja
pwg,55031,BuHKAra,vgl,BUHKAra
pwg,55042,Bukti,vgl,tIra˚
pwg,55042,Bukti,vgl,tri˚
pwg,55048,Buj,vgl,Buji
pwg,55048,Buj,vgl,Bujyu
pwg,55048,Buj,vgl,ABoga
pwg,55050,Buj,vgl,aBuYjant
pwg,55050,Buj,vgl,Bukta
pwg,55050,Buj,vgl,Bukti
pwg,55050,Buj,vgl,Bujizya
pwg,55050,Buj,vgl,Boktar
pwg,55050,Buj,vgl,Boktavya
pwg,55050,Buj,vgl,buBukzA
pwg,55050,Buj,vgl,buBukzita
pwg,55050,Buj,vgl,upaBuktaDana
pwg,55050,Buj,vgl,upaBoktar
pwg,55050,Buj,vgl,pratyupaBoga
pwg,55050,Buj,vgl,samupaBoga
pwg,55050,Buj,vgl,pratiBoga
pwg,55050,Buj,vgl,saMBoga
pwg,55051,Buj,vgl,a˚
pwg,55051,Buj,vgl,agra˚
pwg,55051,Buj,vgl,anna˚
pwg,55051,Buj,vgl,amfta˚
pwg,55051,Buj,vgl,kaRa˚
pwg,55051,Buj,vgl,kaRwaka˚
pwg,55052,Buja,vgl,azwAdaSaBujA
pwg,55052,Buja,vgl,karavIra˚
pwg,55052,Buja,vgl,daSa˚
pwg,55052,Buja,vgl,bahuBuja
pwg,55052,Buja,vgl,Badra˚
pwg,55052,Buja,vgl,mahA˚
pwg,55065,BujaMga,vgl,BOjaMga
pwg,55071,BujaMgapuzpa,vgl,Bujagapuzpa
pwg,55088,Bujadala,vgl,BujAdala
pwg,55093,BujamUla,vgl,BujAmUla
pwg,55094,BujaSAlin,vgl,bAhuSAlin
pwg,55115,BuRq,vgl,huRq
pwg,55116,Bumanyu,vgl,Bavanmanyu
pwg,55118,Bur,vgl,BuraRa
pwg,55118,Bur,vgl,BurvaRi
pwg,55118,Bur,vgl,Burvan
pwg,55118,Bur,vgl,BUrRi
pwg,55123,Burij,vgl,BUrij
pwg,55128,Buva,vgl,BOvAyana
pwg,55131,Buvana,vgl,BOvana
pwg,55144,BuvanADISa,vgl,Buvana
pwg,55144,BuvanADISa,vgl,BuvanADISvara
pwg,55144,BuvanADISa,vgl,BuvaneSa
pwg,55145,BuvanADISvara,vgl,BuvanADISa
pwg,55145,BuvanADISvara,vgl,BuvaneSa
pwg,55166,BU,vgl,Bava
pwg,55166,BU,vgl,Bavaka
pwg,55166,BU,vgl,Bavana
pwg,55166,BU,vgl,BavanIya
pwg,55166,BU,vgl,Bavant
pwg,55166,BU,vgl,buBUzaka
pwg,55166,BU,vgl,anuBava
pwg,55166,BU,vgl,antarBAva
pwg,55166,BU,vgl,apaBUti
pwg,55166,BU,vgl,aBiBava
pwg,55166,BU,vgl,ABU
pwg,55166,BU,vgl,udBava
pwg,55166,BU,vgl,udBU
pwg,55166,BU,vgl,udBAvana
pwg,55166,BU,vgl,samudBava
pwg,55166,BU,vgl,nirBUti
pwg,55166,BU,vgl,parABava
pwg,55166,BU,vgl,praBava
pwg,55166,BU,vgl,praBAvana
pwg,55166,BU,vgl,pratiBU
pwg,55166,BU,vgl,viBava
pwg,55166,BU,vgl,viBu
pwg,55166,BU,vgl,viBUti
pwg,55166,BU,vgl,viBAvaka
pwg,55166,BU,vgl,saMBava
pwg,55166,BU,vgl,saMBAvana
pwg,55168,BUHKAra,vgl,BuHKAra
pwg,55186,BUKaRqa,vgl,BUmiKaRqa
pwg,55200,BUta,vgl,aBUtatadBAva
pwg,55200,BUta,vgl,aBUtarajas
pwg,55200,BUta,vgl,BOta
pwg,55200,BUta,vgl,BOtika
pwg,55221,BUtaqAmara,vgl,BUtoqqAmara
pwg,55283,BUtasaMtApa,vgl,BUtasaMtApana
pwg,55284,BUtasaMtApana,vgl,BUtasaMtApa
pwg,55316,BUti,vgl,a˚
pwg,55316,BUti,vgl,agni˚
pwg,55316,BUti,vgl,aryama˚
pwg,55318,BUtikarman,vgl,BUtikftya
pwg,55334,BUtivAhana,vgl,BUtavAhana
pwg,55345,BUtezwA,vgl,BUta
pwg,55345,BUtezwA,vgl,BUtA
pwg,55378,BUpAla,vgl,BOpAla
pwg,55384,BUpura,vgl,BUgfha
pwg,55391,BUBAga,vgl,BUmiBAga
pwg,55397,BUman,vgl,BUmi
pwg,55400,BUmanyu,vgl,BUmanyu
pwg,55405,BUmiARa,vgl,BUmIyARa
pwg,55410,BUmikA,vgl,maRiBUmikA
pwg,55412,BUmiKaRqa,vgl,BUvaRqa
pwg,55416,BUmigfha,vgl,BUgaha
pwg,55423,BUmijambu,vgl,BUjambU
pwg,55443,BUmiBAga,vgl,BUgAga
pwg,55466,BUmispfS,vgl,BUspfS
pwg,55475,BUmIyARa,vgl,BUmiARa
pwg,55500,BUr,vgl,BUrloka
pwg,55540,BUrimallI,vgl,BUrimUlikA
pwg,55543,BUrimUlikA,vgl,BUrimallI
pwg,55559,BUruha,vgl,nyaNku˚
pwg,55564,BUrBuva,vgl,Buva
pwg,55571,BUrloka,vgl,BUloka
pwg,55577,BUloka,vgl,BUrloka
pwg,55583,BUSaya,vgl,BUmiSaya
pwg,55589,BUz,vgl,ABUzeRya
pwg,55589,BUz,vgl,pariBUBazaRa
pwg,55589,BUz,vgl,viBUzaRa
pwg,55589,BUz,vgl,viBUzA
pwg,55590,BUzaRa,vgl,karRa˚
pwg,55590,BUzaRa,vgl,para˚
pwg,55590,BUzaRa,vgl,BadraBUzaRA
pwg,55595,BUzA,vgl,karRa˚
pwg,55595,BUzA,vgl,bahu˚
pwg,55597,BUzRu,vgl,alaM˚
pwg,55601,BUsura,vgl,BUdeva
pwg,55604,BUspfS,vgl,BUmispfS
pwg,55607,BfkuMSa,vgl,BrUkuMsa
pwg,55607,BfkuMSa,vgl,Bru˚
pwg,55607,BfkuMSa,vgl,Bra˚
pwg,55613,Bfgu,vgl,BArgava
pwg,55617,BfgutuNga,vgl,BfguprasravaRa
pwg,55622,BfguBUmi,vgl,BargaBUmi
pwg,55633,BfNga,vgl,paYca˚
pwg,55644,BfNgariwi,vgl,BfNgArIwa
pwg,55644,BfNgariwi,vgl,BfNgin
pwg,55644,BfNgariwi,vgl,BfNgiriwi
pwg,55644,BfNgariwi,vgl,BfNgeriwi
pwg,55645,BfNgarola,vgl,BfNga
pwg,55653,BfNgAra,vgl,SuzkaBfNgAra
pwg,55668,Bfjj,vgl,bahu˚
pwg,55671,BfRIy,vgl,BrI
pwg,55673,BfRqi,vgl,BaRqi
pwg,55674,Bft,vgl,anya˚
pwg,55674,Bft,vgl,indu˚
pwg,55674,Bft,vgl,izu˚
pwg,55674,Bft,vgl,ukTa˚
pwg,55674,Bft,vgl,urvI˚
pwg,55674,Bft,vgl,eRa˚
pwg,55674,Bft,vgl,kalA˚
pwg,55674,Bft,vgl,kArmuka˚
pwg,55674,Bft,vgl,kAzWa˚
pwg,55674,Bft,vgl,kzatra˚
pwg,55674,Bft,vgl,kziti˚
pwg,55674,Bft,vgl,gaNgA˚
pwg,55674,Bft,vgl,gadA˚
pwg,55674,Bft,vgl,guru˚
pwg,55674,Bft,vgl,cakzurBft
pwg,55674,Bft,vgl,jana˚
pwg,55674,Bft,vgl,janma˚
pwg,55674,Bft,vgl,tanu˚
pwg,55674,Bft,vgl,tapo˚
pwg,55674,Bft,vgl,daRqa˚
pwg,55674,Bft,vgl,deha˚
pwg,55674,Bft,vgl,DanurBft
pwg,55674,Bft,vgl,DaraRI˚
pwg,55674,Bft,vgl,DarA˚
pwg,55674,Bft,vgl,Darma˚
pwg,55674,Bft,vgl,Darmacakra˚
pwg,55674,Bft,vgl,DAtu˚
pwg,55674,Bft,vgl,para˚
pwg,55674,Bft,vgl,pASa˚
pwg,55674,Bft,vgl,pitu˚
pwg,55674,Bft,vgl,pUta˚
pwg,55674,Bft,vgl,prARa˚
pwg,55674,Bft,vgl,PaRa˚
pwg,55674,Bft,vgl,PaRA˚
pwg,55674,Bft,vgl,Pala˚
pwg,55674,Bft,vgl,bala˚
pwg,55674,Bft,vgl,bali˚
pwg,55674,Bft,vgl,bAhusahasra˚
pwg,55674,Bft,vgl,brahmamUrDa˚
pwg,55674,Bft,vgl,BAra˚
pwg,55674,Bft,vgl,mahI˚
pwg,55674,Bft,vgl,yaSo˚
pwg,55674,Bft,vgl,rAzwra˚
pwg,55674,Bft,vgl,vaMSa˚
pwg,55674,Bft,vgl,viSva˚
pwg,55674,Bft,vgl,vraja˚
pwg,55674,Bft,vgl,vrata˚
pwg,55674,Bft,vgl,Sastra˚
pwg,55674,Bft,vgl,sevA˚
pwg,55677,Bfti,vgl,iDma˚
pwg,55677,Bfti,vgl,durBfti
pwg,55677,Bfti,vgl,nirBfti
pwg,55681,Bftya,vgl,anDra˚
pwg,55681,Bftya,vgl,gOqaBftyapura
pwg,55681,Bftya,vgl,para˚
pwg,55681,Bftya,vgl,bAla˚
pwg,55681,Bftya,vgl,rAzwra˚
pwg,55682,BftyA,vgl,kumAraBftyA
pwg,55691,Bfmi,vgl,Brami
pwg,55693,BfmyaSva,vgl,BArmyaSva
pwg,55716,Beda,vgl,a˚
pwg,55716,Beda,vgl,aMhu˚
pwg,55716,Beda,vgl,aNga˚
pwg,55722,Bedana,vgl,amla˚
pwg,55722,Bedana,vgl,kAlindI˚
pwg,55722,Bedana,vgl,pAzARa˚
pwg,55722,Bedana,vgl,puwa˚
pwg,55728,Bedin,vgl,upala˚
pwg,55728,Bedin,vgl,kuRqa˚
pwg,55728,Bedin,vgl,cakraBedinI
pwg,55728,Bedin,vgl,jamBaBedin
pwg,55728,Bedin,vgl,tvaksAraBedinI
pwg,55728,Bedin,vgl,parRa˚
pwg,55728,Bedin,vgl,pAzARaBedin
pwg,55728,Bedin,vgl,bAhu˚
pwg,55728,Bedin,vgl,BU˚
pwg,55728,Bedin,vgl,BrU˚
pwg,55731,Bedya,vgl,a˚
pwg,55731,Bedya,vgl,durBedya
pwg,55731,Bedya,vgl,nirBedya
pwg,55731,Bedya,vgl,suKa˚
pwg,55739,Beri,vgl,ABerI
pwg,55744,BeruRqaka,vgl,Peru
pwg,55746,Bela,vgl,Beqa
pwg,55752,Bezaja,vgl,atividDa˚
pwg,55752,Bezaja,vgl,AsrAva˚
pwg,55752,Bezaja,vgl,Ahruta˚
pwg,55752,Bezaja,vgl,kilAsa˚
pwg,55752,Bezaja,vgl,kzipta˚
pwg,55752,Bezaja,vgl,jalAza˚
pwg,55752,Bezaja,vgl,citraBezajA
pwg,55752,Bezaja,vgl,viSvaBezaja
pwg,55752,Bezaja,vgl,su˚
pwg,55752,Bezaja,vgl,harita˚
pwg,55752,Bezaja,vgl,hfdyota˚
pwg,55752,Bezaja,vgl,BEzajya
pwg,55792,BEzajya,vgl,bAla˚
pwg,55800,Boktar,vgl,prAtarBoktar
pwg,55804,Boga,vgl,kAma˚
pwg,55804,Boga,vgl,nirBoga
pwg,55804,Boga,vgl,punarBoga
pwg,55804,Boga,vgl,Bukta˚
pwg,55804,Boga,vgl,mahA˚
pwg,55808,Bogagfha,vgl,Bogasadman
pwg,55808,Bogagfha,vgl,BogasTAna
pwg,55808,Bogagfha,vgl,BogAvAsa
pwg,55816,BogapAla,vgl,Bogika
pwg,55833,BogArha,vgl,Bogya
pwg,55836,BogAvAsa,vgl,Bogagfha
pwg,55843,BogIna,vgl,pitfBogIRa
pwg,55843,BogIna,vgl,mAtfBogIRa
pwg,55851,Boja,vgl,kunti˚
pwg,55851,Boja,vgl,mahA˚
pwg,55851,Boja,vgl,vfdDa˚
pwg,55851,Boja,vgl,su˚
pwg,55851,Boja,vgl,˚deva
pwg,55851,Boja,vgl,˚nfpati
pwg,55851,Boja,vgl,˚pati
pwg,55851,Boja,vgl,˚rAja
pwg,55851,Boja,vgl,BOji
pwg,55851,Boja,vgl,BOjya
pwg,55854,Bojakawa,vgl,BOjakawa
pwg,55856,Bojaduhitar,vgl,BojaputrI
pwg,55858,Bojana,vgl,a˚
pwg,55858,Bojana,vgl,aDi˚
pwg,55858,Bojana,vgl,iha˚
pwg,55858,Bojana,vgl,jIva˚
pwg,55858,Bojana,vgl,parRa˚
pwg,55858,Bojana,vgl,pitf˚
pwg,55858,Bojana,vgl,bali˚
pwg,55858,Bojana,vgl,bahu˚
pwg,55858,Bojana,vgl,brAhmaRa˚
pwg,55858,Bojana,vgl,marta˚
pwg,55858,Bojana,vgl,saha˚
pwg,55858,Bojana,vgl,su˚
pwg,55860,Bojanagara,vgl,Bojapura
pwg,55871,BojaputrI,vgl,Bojaduhitar
pwg,55872,Bojapura,vgl,Bojanagara
pwg,55878,BojarAja,vgl,Boja
pwg,55878,BojarAja,vgl,Bojadeva
pwg,55878,BojarAja,vgl,Bojanfpati
