dict,L,k1,is_verbal,n_subentries,subentry_categories,n_caus,n_pass,n_desid,n_intens,n_den,n_periphr,n_comp,n_dash_segments,max_depth,total_chars_subentries
mw,208334,vyagrahasta,0,1,comp,0,0,0,0,0,0,1,1,1,53
mw,208354,vyac,1,3,"caus,desid,intens",1,0,1,1,0,0,0,0,1,347
mw,208362,vyaj,1,1,pass,0,1,0,0,0,0,0,0,1,184
mw,208372,vyajanI,0,1,comp,0,0,0,0,0,0,1,0,1,35
mw,208378,vyaYj,1,2,"caus,pass",1,1,0,0,0,0,0,0,1,284
mw,208426,vyaktI,0,1,comp,0,0,0,0,0,0,1,0,1,35
mw,208440,vyaYjaka,0,1,comp,0,0,0,0,0,0,1,0,1,68
mw,208479,vyaYjijizu,1,1,desid,0,0,1,0,0,0,0,0,1,83
mw,208480,vyaYjita,1,1,caus,1,0,0,0,0,0,0,0,1,70
mw,208486,vyatikf,1,1,pass,0,1,0,0,0,0,0,0,1,120
mw,208495,vyatikF,1,1,pass,0,1,0,0,0,0,0,0,1,122
mw,208499,vyatikarita,0,1,comp,0,0,0,0,0,0,1,0,1,70
mw,208507,vyatikrama,0,1,comp,0,0,0,0,0,0,1,0,1,82
mw,208508,vyatikrama,0,1,comp,0,0,0,0,0,0,1,0,1,83
mw,208548,vyatiric,1,1,pass,0,1,0,0,0,0,0,0,1,316
mw,208550,vyatirikta,0,1,comp,0,0,0,0,0,0,1,0,1,66
mw,208560,vyatireka,0,1,comp,0,0,0,0,0,0,1,0,1,144
mw,208567,vyatireki,0,1,comp,0,0,0,0,0,0,1,0,1,37
mw,208573,vyatiropita,1,1,caus,1,0,0,0,0,0,0,0,1,81
mw,208584,vyatizaYj,1,1,pass,0,1,0,0,0,0,0,0,1,117
mw,208598,vyatisf,1,1,caus,1,0,0,0,0,0,0,0,1,125
mw,208600,vyatisev,1,1,pass,0,1,0,0,0,0,0,0,1,157
mw,208633,vyaT,1,5,"caus,pass,desid,intens",2,1,1,1,0,0,0,0,1,696
mw,208643,vyaTayitf,1,1,caus,1,0,0,0,0,0,0,0,1,91
mw,208671,vyaD,1,3,"caus,desid,intens",1,0,1,1,0,0,0,0,1,586
mw,208707,vyanunad,1,1,caus,1,0,0,0,0,0,0,0,1,138
mw,208719,vyapagata,0,1,comp,0,0,0,0,0,0,1,0,1,35
mw,208729,vyapadiS,1,1,pass,0,1,0,0,0,0,0,0,1,225
mw,208741,vyapadeSa,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,208752,vyapadfS,1,1,pass,0,1,0,0,0,0,0,0,1,132
mw,208753,vyapanaS,1,1,caus,1,0,0,0,0,0,0,0,1,142
mw,208754,vyapanI,1,1,caus,1,0,0,0,0,0,0,0,1,123
mw,208764,vyaparuD,1,1,intens,0,0,0,1,0,0,0,0,1,134
mw,208765,vyaparuh,1,1,caus,1,0,0,0,0,0,0,0,1,270
mw,208773,vyapavfj,1,1,caus,1,0,0,0,0,0,0,0,1,109
mw,208780,vyapasAraRa,1,1,caus,1,0,0,0,0,0,0,0,1,74
mw,208788,vyapAkfta,0,1,comp,0,0,0,0,0,0,1,0,1,51
mw,208797,vyapASrita,0,1,comp,0,0,0,0,0,0,1,0,1,68
mw,208814,vyapekzaka,0,1,comp,0,0,0,0,0,0,1,0,1,50
mw,208855,vyaBicAri,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,208874,vyaya,0,1,comp,0,0,0,0,0,0,1,0,1,112
mw,208900,vyayi,0,1,comp,0,0,0,0,0,0,1,0,1,34
mw,208908,vyayI,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,208933,vyard,1,1,caus,1,0,0,0,0,0,0,0,1,146
mw,208953,vyavacCid,1,1,pass,0,1,0,0,0,0,0,0,1,134
mw,208961,vyavadE,1,1,pass,0,1,0,0,0,0,0,0,1,142
mw,208964,vyavaDA,1,2,"caus,pass",1,1,0,0,0,0,0,0,1,237
mw,208998,vyavaBAs,1,1,caus,1,0,0,0,0,0,0,0,1,152
mw,209001,vyavaruh,1,2,"caus,pass",1,1,0,0,0,0,0,0,1,236
mw,209020,vyavaso,1,3,"caus,pass",1,2,0,0,0,0,0,0,1,1260
mw,209022,vyavasAya,0,1,comp,0,0,0,0,0,0,1,0,1,126
mw,209054,vyavasTA,1,1,caus,1,0,0,0,0,0,0,0,1,652
mw,209081,vyavasTApaka,1,1,caus,1,0,0,0,0,0,0,0,1,194
mw,209090,vyavasTita,0,1,comp,0,0,0,0,0,0,1,0,1,68
mw,209091,vyavasTita,0,1,comp,0,0,0,0,0,0,1,0,1,52
mw,209096,vyavasTita,0,1,comp,0,0,0,0,0,0,1,0,1,180
mw,209097,vyavasTita,0,1,comp,0,0,0,0,0,0,1,0,1,66
mw,209110,vyavasru,1,1,caus,1,0,0,0,0,0,0,0,1,123
mw,209114,vyavahf,1,4,"caus,pass",2,2,0,0,0,0,0,0,1,429
mw,209126,vyavahAra,0,1,comp,0,0,0,0,0,0,1,0,1,67
mw,209129,vyavahAra,0,1,comp,0,0,0,0,0,0,1,0,1,83
mw,209130,vyavahAra,0,1,comp,0,0,0,0,0,0,1,0,1,66
mw,209185,vyavahAravat,0,1,comp,0,0,0,0,0,0,1,1,1,55
mw,209214,vyavahArayitavya,1,1,caus,1,0,0,0,0,0,0,0,1,103
mw,209241,vyavAya,0,1,comp,0,0,0,0,0,0,1,0,1,77
mw,209272,vyasana,0,1,comp,0,0,0,0,0,0,1,0,1,618
mw,209288,vyasanavat,0,1,comp,0,0,0,0,0,0,1,1,1,50
mw,209303,vyasani,0,1,comp,0,0,0,0,0,0,1,0,1,36
mw,209304,vyasanitA,0,1,comp,0,0,0,0,0,0,1,1,1,72
mw,209311,vyasanin,0,1,comp,0,0,0,0,0,0,1,0,1,67
mw,209317,vyasta,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,209318,vyasta,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,209321,vyasta,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,209322,vyasta,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,209413,vyAkula,0,1,comp,0,0,0,0,0,0,1,0,1,86
mw,209414,vyAkula,0,1,comp,0,0,0,0,0,0,1,0,1,66
mw,209434,vyAkulI,0,1,comp,0,0,0,0,0,0,1,0,1,36
mw,209436,vyAkulIkfta,0,1,comp,0,0,0,0,0,0,1,1,1,71
mw,209443,vyAkf,1,1,pass,0,1,0,0,0,0,0,0,1,116
mw,209495,vyAKyA,1,1,desid,0,0,1,0,0,0,0,0,1,127
mw,209521,vyAciKyAsita,1,1,desid,0,0,1,0,0,0,0,0,1,71
mw,209542,vyAGuz,1,1,caus,1,0,0,0,0,0,0,0,1,130
mw,209546,vyAGf,1,1,caus,1,0,0,0,0,0,0,0,1,140
mw,209664,vyAjI,0,1,comp,0,0,0,0,0,0,1,0,1,34
mw,209683,vyAtan,1,1,pass,0,1,0,0,0,0,0,0,1,102
mw,209702,vyAdIp,1,1,caus,1,0,0,0,0,0,0,0,1,124
mw,209703,vyAdfS,1,1,pass,0,1,0,0,0,0,0,0,1,118
mw,209736,vyADy,0,1,comp,0,0,0,0,0,0,1,0,1,34
mw,209755,vyAp,1,3,"caus,pass,desid",1,1,1,0,0,0,0,0,1,245
mw,209766,vyApi,0,1,comp,0,0,0,0,0,0,1,0,1,35
mw,209768,vyApita,1,1,caus,1,0,0,0,0,0,0,0,1,71
mw,209803,vyApty,0,1,comp,0,0,0,0,0,0,1,0,1,35
mw,209816,vyApad,1,1,caus,1,0,0,0,0,0,0,0,1,191
mw,209827,vyApAdana,0,1,comp,0,0,0,0,0,0,1,0,1,82
mw,209836,vyApf,1,1,caus,1,0,0,0,0,0,0,0,1,495
mw,209837,vyApAra,0,1,comp,0,0,0,0,0,0,1,0,1,276
mw,209845,vyApAraRa,1,1,caus,1,0,0,0,0,0,0,0,1,110
mw,209847,vyApArin,0,1,comp,0,0,0,0,0,0,1,0,1,54
mw,209849,vyApfta,0,1,comp,0,0,0,0,0,0,1,0,1,69
mw,209879,vyAmiSra,0,1,comp,0,0,0,0,0,0,1,0,1,149
mw,209885,vyAmuh,1,1,caus,1,0,0,0,0,0,0,0,1,140
mw,209890,vyAmohita,1,1,caus,1,0,0,0,0,0,0,0,1,76
mw,209894,vyAyam,1,1,caus,1,0,0,0,0,0,0,0,1,255
mw,209897,vyAyata,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,209898,vyAyata,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,209900,vyAyata,0,1,comp,0,0,0,0,0,0,1,0,1,141
mw,209976,vyAlI,0,1,comp,0,0,0,0,0,0,1,0,1,48
mw,209987,vyAlup,1,1,pass,0,1,0,0,0,0,0,0,1,145
mw,209989,vyAloqita,1,1,caus,1,0,0,0,0,0,0,0,1,185
mw,210029,vyAvft,1,3,"caus,pass,desid",1,1,1,0,0,0,0,0,1,981
mw,210045,vyAvartita,1,1,caus,1,0,0,0,0,0,0,0,1,100
mw,210048,vyAvivftsu,1,2,"desid,comp",0,0,1,0,0,0,1,0,1,107
mw,210052,vyAvftta,0,1,comp,0,0,0,0,0,0,1,0,1,88
mw,210064,vyAvfttakOtUhala,0,1,comp,0,0,0,0,0,0,1,1,1,51
mw,210067,vyAvfttatva,0,1,comp,0,0,0,0,0,0,1,1,1,46
mw,210096,vyAsaYj,1,1,comp,0,0,0,0,0,0,1,0,1,130
mw,210097,vyAsakta,0,1,comp,0,0,0,0,0,0,1,0,1,68
mw,210098,vyAsakta,0,1,comp,0,0,0,0,0,0,1,0,1,67
mw,210103,vyAsaNga,0,1,comp,0,0,0,0,0,0,1,0,1,67
mw,210118,vyAsTA,1,1,caus,1,0,0,0,0,0,0,0,1,127
mw,210119,vyAhan,1,1,caus,1,0,0,0,0,0,0,0,1,109
mw,210130,vyAhf,1,1,desid,0,0,1,0,0,0,0,0,1,122
mw,210133,vyAhAra,0,1,comp,0,0,0,0,0,0,1,0,1,79
mw,210136,vyAhAramaya,0,1,comp,0,0,0,0,0,0,1,1,1,55
mw,210159,vyucCid,1,1,pass,0,1,0,0,0,0,0,0,1,211
mw,210176,vyutkrAnta,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,210184,vyuttF,1,1,caus,1,0,0,0,0,0,0,0,1,127
mw,210185,vyuttras,1,1,caus,1,0,0,0,0,0,0,0,1,129
mw,210186,vyutTA,1,1,caus,1,0,0,0,0,0,0,0,1,359
mw,210194,vyutTApita,1,1,caus,1,0,0,0,0,0,0,0,1,85
mw,210196,vyutTita,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,210201,vyutpad,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,349
mw,210213,vyutpAdaka,1,1,caus,1,0,0,0,0,0,0,0,1,87
mw,210219,vyutpitsu,1,1,desid,0,0,1,0,0,0,0,0,1,98
mw,210239,vyudDAv,1,1,caus,1,0,0,0,0,0,0,0,1,141
mw,210284,vyuzwi,0,1,comp,0,0,0,0,0,0,1,0,1,94
mw,210295,vyuzita,0,1,comp,0,0,0,0,0,0,1,0,1,46
mw,210303,vyUQa,0,1,comp,0,0,0,0,0,0,1,0,1,230
mw,210337,vyfD,1,4,"caus,pass,desid",1,2,1,0,0,0,0,0,1,477
mw,210345,vye,1,4,"caus,pass,desid,intens",1,1,1,1,0,0,0,0,1,438
mw,210364,vyoma,0,1,comp,0,0,0,0,0,0,1,0,1,48
mw,210432,vraj,1,3,"caus,desid,intens",1,0,1,1,0,0,0,0,1,475
mw,210567,vrata,0,1,comp,0,0,0,0,0,0,1,0,1,194
mw,210598,vrataDAraRa,0,1,comp,0,0,0,0,0,0,1,1,1,94
mw,210711,vraSc,1,4,"caus,pass,desid,intens",1,1,1,1,0,0,0,0,1,469
mw,210741,vrAtamaya,0,1,comp,0,0,0,0,0,0,1,1,1,52
mw,210763,vrI,1,3,"caus,desid,intens",1,0,1,1,0,0,0,0,1,308
mw,210765,vrIq,1,1,caus,1,0,0,0,0,0,0,0,1,262
mw,210805,vrIhy,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,210822,vlI,1,4,"caus,pass,desid,intens",1,1,1,1,0,0,0,0,1,542
mw,210841,SaMs,1,4,"caus,pass,desid,intens",1,1,1,1,0,0,0,0,1,558
mw,210897,Sak,1,5,"caus,pass,desid",1,3,1,0,0,0,0,0,1,1016
mw,210899,Sakita,1,1,pass,0,1,0,0,0,0,0,0,1,247
mw,210900,Sakta,0,1,comp,0,0,0,0,0,0,1,0,1,83
mw,210901,Sakta,1,1,pass,0,1,0,0,0,0,0,0,1,82
mw,211027,Sakty,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,211037,Sakya,1,1,pass,0,1,0,0,0,0,0,0,1,498
mw,211040,Sakyatama,1,1,pass,0,1,0,0,0,0,0,1,1,81
mw,211045,SakyarUpa,1,1,pass,0,1,0,0,0,0,0,1,1,67
mw,211304,SakalI,0,1,comp,0,0,0,0,0,0,1,0,1,34
mw,211408,Sakfd,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,211413,Sakfn,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,211426,SaNk,1,2,"caus,pass",1,1,0,0,0,0,0,0,1,325
mw,211427,SaNka,0,1,comp,0,0,0,0,0,0,1,0,1,31
mw,211434,SaNkA,0,1,comp,0,0,0,0,0,0,1,0,1,262
mw,211449,SaNkita,0,1,comp,0,0,0,0,0,0,1,0,1,135
mw,211459,SaNkin,0,1,comp,0,0,0,0,0,0,1,0,1,69
mw,211460,SaNkin,0,1,comp,0,0,0,0,0,0,1,0,1,121
mw,211550,SaNKa,0,1,comp,0,0,0,0,0,0,1,0,1,39
mw,211813,Sata,0,3,comp,0,0,0,0,0,0,3,0,1,999
mw,211814,Sata,0,1,comp,0,0,0,0,0,0,1,0,1,67
mw,212016.3,Sataparvan,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,212211,Satasahasra,0,1,comp,0,0,0,0,0,0,1,1,1,65
mw,212361,SatikA,0,1,comp,0,0,0,0,0,0,1,0,1,161
mw,212365,SatA,0,1,comp,0,0,0,0,0,0,1,0,1,32
mw,212468,SatrusAt,1,1,caus,1,0,0,0,0,0,0,1,1,121
mw,212483,Sad,1,3,"caus,desid,intens",1,0,1,1,0,0,0,0,1,714
mw,212515,SanEr,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,212521,SanES,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,212543,Sap,1,3,"caus,desid,intens",1,0,1,1,0,0,0,0,1,581
mw,212601,Sabara,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,212624,Sabala,0,1,comp,0,0,0,0,0,0,1,0,1,66
mw,212625,Sabala,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,212651,Sabd,1,1,pass,0,1,0,0,0,0,0,0,1,200
mw,212820,SabdasaMjYa,0,1,comp,0,0,0,0,0,0,1,1,1,50
mw,212877,SabdArTa,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,212902,SabdAya,1,1,caus,1,0,0,0,0,0,0,0,1,264
mw,212911,Sam,1,5,"caus,pass,desid,intens",1,2,1,1,0,0,0,0,1,1008
mw,212948,Samaka,1,1,caus,1,0,0,0,0,0,0,0,1,111
mw,212972,Samayitf,1,1,caus,1,0,0,0,0,0,0,0,1,168
mw,212988,Samita,1,1,caus,1,0,0,0,0,0,0,0,1,55
mw,213070,SaM,0,1,comp,0,0,0,0,0,0,1,0,1,45
mw,213373,Sayana,1,1,caus,1,0,0,0,0,0,0,0,1,234
mw,213388,SayanAsana,0,1,comp,0,0,0,0,0,0,1,0,1,31
mw,213428,SayyA,1,1,caus,1,0,0,0,0,0,0,0,1,232
mw,213430,SayyA,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,213691,SaraRI,0,1,comp,0,0,0,0,0,0,1,0,1,49
mw,213693,SaraRya,0,1,comp,0,0,0,0,0,0,1,0,1,71
mw,213694,SaraRya,0,1,comp,0,0,0,0,0,0,1,0,1,87
mw,213728,Sarac,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,213737,Saraj,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,213739,Sarat,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,213755,Saran,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,213941,Sarkara,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,214014,Sarma,0,1,comp,0,0,0,0,0,0,1,0,1,34
mw,214060,SarSarIka,1,1,intens,0,0,0,1,0,0,0,0,1,109
mw,214062,Sal,1,1,comp,0,0,0,0,0,0,1,0,1,343
mw,214392,SaSi,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,214406,SaSiKaRqa,0,1,comp,0,0,0,0,0,0,1,1,1,33
mw,214486,SaSI,0,1,comp,0,0,0,0,0,0,1,0,1,32
mw,214544,Sastra,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,215193,SAta,0,1,comp,0,0,0,0,0,0,1,0,1,15
mw,215256,SAn,1,1,desid,0,0,1,0,0,0,0,0,1,198
mw,215449,SAnty,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,215497,SApita,1,1,caus,1,0,0,0,0,0,0,0,1,155
mw,215647,SAyayitavya,1,1,caus,1,0,0,0,0,0,0,0,1,89
mw,215706,SAra,0,1,comp,0,0,0,0,0,0,1,0,1,15
mw,215878,SArNgi,0,1,comp,0,0,0,0,0,0,1,0,1,35
mw,215927,SAlita,0,1,comp,0,0,0,0,0,0,1,0,1,53
mw,216031,SAli,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,216032,SAlitA,0,1,comp,0,0,0,0,0,0,1,1,1,65
mw,216033,SAlitva,0,1,comp,0,0,0,0,0,0,1,1,1,65
mw,216057,SAlInI,0,1,comp,0,0,0,0,0,0,1,0,1,34
mw,216163,SAly,0,1,comp,0,0,0,0,0,0,1,0,1,46
mw,216168,SAlI,0,1,comp,0,0,0,0,0,0,1,0,1,31
mw,216290,SAs,1,4,"caus,pass,desid,intens",1,1,1,1,0,0,0,0,1,528
mw,216302,SAsana,0,1,comp,0,0,0,0,0,0,1,0,1,67
mw,216308,SAsana,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,216332,SAsitf,0,1,comp,0,0,0,0,0,0,1,0,1,86
mw,216517,Sikz,1,3,"caus,pass,desid",1,1,1,0,0,0,0,0,1,1948
mw,216523,SikzaRa,0,1,comp,0,0,0,0,0,0,1,0,1,63
mw,216528,SikzA,0,1,comp,0,0,0,0,0,0,1,0,1,139
mw,216566,Sikzita,0,1,comp,0,0,0,0,0,0,1,0,1,67
mw,216601,SiKaRqi,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,216717,SiKari,0,1,comp,0,0,0,0,0,0,1,0,1,32
mw,216744,SiKi,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,216848,SiYjad,0,1,comp,0,0,0,0,0,0,1,0,1,32
mw,216923,Sity,0,1,comp,0,0,0,0,0,0,1,0,1,32
mw,216957,SiTilI,0,1,comp,0,0,0,0,0,0,1,0,1,49
mw,217079,Siras,1,1,caus,1,0,0,0,0,0,0,0,1,756
mw,217100,Sira,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,217104,SiraH,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,217138,SiraS,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,217142,Sirasi,0,1,comp,0,0,0,0,0,0,1,0,1,15
mw,217154,Siro,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,217188,SiromaRi,0,1,comp,0,0,0,0,0,0,1,0,1,156
mw,217381,Sila,0,1,comp,0,0,0,0,0,0,1,0,1,32
mw,217409,SilI,0,1,comp,0,0,0,0,0,0,1,0,1,32
mw,217480,Silpi,0,1,comp,0,0,0,0,0,0,1,0,1,34
mw,217945,SivA,0,1,comp,0,0,0,0,0,0,1,0,1,131
mw,217972,SiSayizA,1,1,desid,0,0,1,0,0,0,0,0,1,117
mw,218015,SiSirI,0,1,comp,0,0,0,0,0,0,1,0,1,34
mw,218099,SiSlikzu,1,1,desid,0,0,1,0,0,0,0,0,1,148
mw,218104,Siz,1,4,"caus,pass,desid,intens",1,1,1,1,0,0,0,0,1,604
mw,218170,SI,1,4,"caus,pass,desid,intens",1,1,1,1,0,0,0,0,1,817
mw,218177,SIk,1,1,caus,1,0,0,0,0,0,0,0,1,457
mw,218490,SItalA,0,1,comp,0,0,0,0,0,0,1,0,1,62
mw,218501,SItalI,0,1,comp,0,0,0,0,0,0,1,0,1,49
mw,218510,SItI,0,1,comp,0,0,0,0,0,0,1,0,1,32
mw,218590,SIrza,1,2,"caus,comp",1,0,0,0,0,0,1,0,1,283
mw,218640,SIrzaR,0,1,comp,0,0,0,0,0,0,1,0,1,34
mw,218652,SIrze,0,1,comp,0,0,0,0,0,0,1,0,1,15
mw,218655,SIl,1,1,caus,1,0,0,0,0,0,0,0,1,555
mw,218924,Sukty,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,219154,SuklI,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,219184,Suc,1,7,"caus,pass,desid,intens",3,2,1,1,0,0,0,0,1,1319
mw,219188,Suc,0,1,comp,0,0,0,0,0,0,1,0,1,55
mw,219195,Sucayat,1,1,caus,1,0,0,0,0,0,0,0,1,95
mw,219291,SucI,0,1,comp,0,0,0,0,0,0,1,0,1,32
mw,219296,Sucy,0,1,comp,0,0,0,0,0,0,1,0,1,32
mw,219309,SuwIra,0,1,comp,0,0,0,0,0,0,1,0,1,64
mw,219366,SuD,1,4,"caus,pass,desid,intens",1,1,1,1,0,0,0,0,1,1086
mw,219369,SudDa,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,219500,SudDi,0,1,comp,0,0,0,0,0,0,1,0,1,180
mw,219576,SunaH,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,219599,Sunas,0,1,comp,0,0,0,0,0,0,1,0,1,15
mw,219606,Suno,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,219616,SuB,1,4,"caus,pass,desid,intens",1,1,1,1,0,0,0,0,1,998
mw,219773,SuBaM,0,1,comp,0,0,0,0,0,0,1,0,1,77
mw,219925,SuSrU,1,1,desid,0,0,1,0,0,0,0,0,1,153
mw,219926,SuSrUzaka,0,1,comp,0,0,0,0,0,0,1,0,1,84
mw,219929,SuSrUzaRa,0,1,comp,0,0,0,0,0,0,1,0,1,65
mw,219940,SuSrUzu,0,1,comp,0,0,0,0,0,0,1,0,1,53
mw,219943,Suz,1,3,"caus,desid,intens",1,0,1,1,0,0,0,0,1,441
mw,220073,SUnya,0,1,comp,0,0,0,0,0,0,1,0,1,180
mw,220129,SUnyI,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,220132,SU,0,1,comp,0,0,0,0,0,0,1,0,1,15
mw,220264,SUra,0,1,comp,0,0,0,0,0,0,1,0,1,110
mw,220379,SUla,1,1,caus,1,0,0,0,0,0,0,0,1,187
mw,220475,SUlinI,0,1,comp,0,0,0,0,0,0,1,0,1,46
mw,220720,SfNgi,0,1,comp,0,0,0,0,0,0,1,0,1,34
mw,220767,SftaM,0,1,comp,0,0,0,0,0,0,1,0,1,34
mw,220772,SfD,1,3,"caus,desid,intens",1,0,1,1,0,0,0,0,1,419
mw,220783,SF,1,4,"caus,pass,desid,intens",1,1,1,1,0,0,0,0,1,711
mw,220805,SeKarita,0,1,comp,0,0,0,0,0,0,1,0,1,48
mw,220806,SeKarI,0,1,comp,0,0,0,0,0,0,1,0,1,49
mw,220864,Sevala,0,1,comp,0,0,0,0,0,0,1,0,1,75
mw,220881,Seza,0,1,comp,0,0,0,0,0,0,1,0,1,161
mw,220882,Seza,0,1,comp,0,0,0,0,0,0,1,0,1,214
mw,220899,SezakaraRa,0,1,comp,0,0,0,0,0,0,1,1,1,48
mw,221010,SETilya,0,1,comp,0,0,0,0,0,0,1,0,1,51
mw,221201,SElAli,0,1,comp,0,0,0,0,0,0,1,0,1,35
mw,221267,SEva,0,1,comp,0,0,0,0,0,0,1,0,1,15
mw,221333,So,1,4,"caus,pass,desid,intens",1,1,1,1,0,0,0,0,1,386
mw,221343,Soka,0,1,comp,0,0,0,0,0,0,1,0,1,55
mw,221412,Socayat,1,1,caus,1,0,0,0,0,0,0,0,1,77
mw,221417,Sociz,0,1,comp,0,0,0,0,0,0,1,0,1,34
mw,221571,SoDayitavya,1,1,caus,1,0,0,0,0,0,0,0,1,80
mw,221599,SoBa,0,1,comp,0,0,0,0,0,0,1,0,1,64
mw,221607,SoBana,0,1,comp,0,0,0,0,0,0,1,0,1,118
mw,221608,SoBana,0,1,comp,0,0,0,0,0,0,1,0,1,67
mw,221610,SoBana,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,221662,SoSuByamAna,1,1,intens,0,0,0,1,0,0,0,0,1,102
mw,221665,SoSucat,1,1,intens,0,0,0,1,0,0,0,0,1,104
mw,221765,SOwIra,0,1,comp,0,0,0,0,0,0,1,0,1,63
mw,221772,SOwIrya,0,1,comp,0,0,0,0,0,0,1,0,1,78
mw,221818,SOnika,0,1,comp,0,0,0,0,0,0,1,0,1,35
mw,221867,SOra,0,1,comp,0,0,0,0,0,0,1,0,1,78
mw,221941,Scand,1,1,intens,0,0,0,1,0,0,0,0,1,105
mw,221945,Scut,1,2,"caus,desid",1,0,1,0,0,0,0,0,1,404
mw,221953,SnaT,1,3,"caus,desid,intens",1,0,1,1,0,0,0,0,1,370
mw,221972,SmaSA,0,1,comp,0,0,0,0,0,0,1,0,1,92
mw,222142,SyAmalA,0,1,comp,0,0,0,0,0,0,1,0,1,45
mw,222153,SyAmalI,0,1,comp,0,0,0,0,0,0,1,0,1,35
mw,222155,SyAmA,0,1,comp,0,0,0,0,0,0,1,0,1,45
mw,222202,SyAmI,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,222309,SyE,1,4,"caus,pass,desid,intens",1,1,1,1,0,0,0,0,1,410
mw,222321,Srat,0,1,comp,0,0,0,0,0,0,1,0,1,114
mw,222332,SradDA,1,1,caus,1,0,0,0,0,0,0,0,1,170
mw,222333,SradDA,0,1,comp,0,0,0,0,0,0,1,0,1,600
mw,222334,SradDA,0,1,comp,0,0,0,0,0,0,1,0,1,94
mw,222369,SradDApana,1,1,caus,1,0,0,0,0,0,0,0,1,107
mw,222382,SraT,1,1,caus,1,0,0,0,0,0,0,0,1,970
mw,222390,SraTAya,1,1,caus,1,0,0,0,0,0,0,0,1,59
mw,222401,Sram,1,3,"caus,pass,desid",1,1,1,0,0,0,0,0,1,746
mw,222403,Srama,0,1,comp,0,0,0,0,0,0,1,0,1,55
mw,222478,SrayaRa,0,1,comp,0,0,0,0,0,0,1,0,1,83
mw,222494,Srava,0,1,comp,0,0,0,0,0,0,1,0,1,48
mw,222508,SravaRapaTa,0,1,comp,0,0,0,0,0,0,1,1,1,31
mw,222510,SravaRapaTa,0,1,comp,0,0,0,0,0,0,1,0,1,33
mw,222575,Sravo,0,1,comp,0,0,0,0,0,0,1,0,1,48
mw,222581,SrAvaka,0,1,comp,0,0,0,0,0,0,1,0,1,69
mw,222605,SrAvaRIya,1,1,caus,1,0,0,0,0,0,0,0,1,89
mw,222607,SrAvayat,0,1,comp,0,0,0,0,0,0,1,0,1,15
mw,222614,SrAvita,1,1,caus,1,0,0,0,0,0,0,0,1,166
mw,222686,SrA,1,5,"caus,pass,desid,intens",1,2,1,1,0,0,0,0,1,751
mw,222689,SrapaRa,1,1,caus,1,0,0,0,0,0,0,0,1,92
mw,222704,SrApin,1,1,caus,1,0,0,0,0,0,0,0,1,69
mw,222814,SrApaya,1,1,caus,1,0,0,0,0,0,0,0,1,172
