dict,field_key,field_order,kanda,varga,upavarga,amar_lemmas,covered_lemmas,coverage_pct,covered_examples,missing_examples
pwg,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,757,0.7443,sukftin|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha|mahodyama,puRyavat|saMSayApannamAnasa|dakziReya|Ayuzmat|harzamARa|vikurvARa|hfzwamAnasa|izwArTodyukta
pwkvn,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,100,0.0983,mahodyama|nipuRa|jEvAtfka|antarmanas|utka|dakziRa|udAra|utsuka,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
sch,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,216,0.2124,hfdayAlu|mahodyama|vEjYAnika|kftamuKa|vadAnya|dAnaSORqa|jEvAtfka|antarvARi,sukftin|puRyavat|Danya|mahecCa|mahASaya|suhfdaya|mahotsAha|pravIRa
shs,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,938,0.9223,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha,dakziReya|antarvARi|samarDaka|vikurvARa|pramanas|aDikarDi|nirvArya|avAk
skd,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,29,0.0285,vitta|avAk|kzIba|vada|SaWa|Kala|maYju|Kewa,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
snp,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,6,0.0059,BIru|cAru|nAga|Gana|nata|sita,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
stc,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,532,0.5231,Danya|pravIRa|nipuRa|aBijYa|vijYa|Sikzita|kftin|kuSala,sukftin|puRyavat|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha|mahodyama
vcp,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,888,0.8732,sukftin|puRyavat|Danya|mahecCa|mahASaya|suhfdaya|mahotsAha|pravIRa,hfdayAlu|mahodyama|nizRAta|saMSayApannamAnasa|dakziReya|SAstravid|samarDaka|aDikarDi
vei,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,34,0.0334,vitta|iBya|pati|SOzkala|jYAtf|durmuKa|piSuna|Kala,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
wil,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,941,0.9253,sukftin|puRyavat|Danya|mahASaya|hfdayAlu|suhfdaya|mahotsAha|mahodyama,mahecCa|dakziReya|antarvARi|SAstravid|samarDaka|vikurvARa|durmanas|aDikarDi
yat,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,932,0.9164,sukftin|puRyavat|Danya|mahASaya|hfdayAlu|suhfdaya|mahotsAha|mahodyama,mahecCa|dakziReya|dakziRArha|samarDaka|vikurvARa|durmanas|aDikarDi|siMhasaMhanana
abch,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,0,0.0000,,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti
acc,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,10,0.0283,pArAyaRa|SAnti|tarpaRa|AmnAya|jaya|parimala|samuccaya|yama,turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|dAnti|damaTa
acph,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,0,0.0000,,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti
acsj,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,0,0.0000,,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti
ae,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,1,0.0028,lava,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti
ap,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,103,0.2918,yadfcCA|vilakzaRa|vaSakriyA|mUlakarman|kArmaRa|tarpaRa|prIRana|avana,pArAyaRa|turAyaRa|svEritA|SamaTa|Sama|SAnti|dAnti|damaTa
ap90,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,85,0.2408,yadfcCA|vilakzaRa|kArmaRa|tarpaRa|prIRana|avana|paryApti|Bid,pArAyaRa|turAyaRa|svEritA|SamaTa|Sama|SAnti|dAnti|damaTa
armh,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,108,0.3059,pArAyaRa|yadfcCA|Sama|pravAraRa|saMvanana|kArmaRa|tarpaRa|vedanA,turAyaRa|svEritA|vilakzaRa|SamaTa|SAnti|dAnti|damaTa|dama
ben,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,220,0.6232,pArAyaRa|turAyaRa|yadfcCA|vilakzaRa|SamaTa|Sama|SAnti|dama,svEritA|dAnti|damaTa|karmavftta|kAmyadAna|pravAraRa|vaSakriyA|mUlakarman
bhs,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,67,0.1898,pArAyaRa|SamaTa|Sama|damaTa|avadAna|pravAraRa|tarpaRa|avana,turAyaRa|yadfcCA|svEritA|vilakzaRa|SAnti|dAnti|dama|karmavftta
bop,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,133,0.3768,yadfcCA|Sama|SAnti|dama|paritrARa|Bid|vedanA|BikzA,pArAyaRa|turAyaRa|svEritA|vilakzaRa|SamaTa|dAnti|damaTa|avadAna
bor,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,1,0.0028,lava,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti
bur,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,205,0.5807,pArAyaRa|turAyaRa|yadfcCA|Sama|SAnti|dAnti|dama|avadAna,svEritA|vilakzaRa|SamaTa|damaTa|karmavftta|kAmyadAna|pravAraRa|vaSakriyA
cae,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,209,0.5921,pArAyaRa|turAyaRa|vilakzaRa|SamaTa|Sama|SAnti|dama|avadAna,yadfcCA|svEritA|dAnti|damaTa|karmavftta|kAmyadAna|vaSakriyA|viDuvana
ccs,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,203,0.5751,pArAyaRa|vilakzaRa|SamaTa|Sama|SAnti|dama|avadAna|pravAraRa,turAyaRa|yadfcCA|svEritA|dAnti|damaTa|karmavftta|kAmyadAna|vaSakriyA
fri,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,87,0.2465,Sama|SAnti|dama|saMvanana|tarpaRa|sevana|Bid|BikzA,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|dAnti|damaTa
gra,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,43,0.1218,Sama|dama|saMvanana|Bid|BikzA|varDana|kzaya|graha,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|SAnti|dAnti
gst,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,24,0.0680,aBIzaNga|aBivyApti|atiSaya|anugraha|aBiyoga|aBigraha|apahAra|apacaya,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti
ieg,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,41,0.1161,SAnti|dama|avadAna|BikzA|AmnAya|graha|vftti|naya,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|dAnti
inm,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,36,0.1020,Sama|SAnti|dama|varDana|kzaya|graha|vaSa|kAnta,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|dAnti|damaTa
krm,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,14,0.0397,Sama|graha|vaSa|raRa|kvaRa|vyaDa|vara|mada,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|SAnti|dAnti
lan,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,64,0.1813,Sama|SAnti|dama|avadAna|sevana|Bid|BikzA|varDana,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|dAnti|damaTa
lrv,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,308,0.8725,pArAyaRa|turAyaRa|yadfcCA|vilakzaRa|SamaTa|Sama|damaTa|dama,svEritA|SAnti|dAnti|karmavftta|saMvanana|aBIzaNga|sammUrcCana|yAYcA
mci,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,4,0.0113,jaya|pravAha|pravaha|ATarvaRa,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti
md,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,137,0.3881,pArAyaRa|yadfcCA|Sama|SAnti|dama|kArmaRa|tarpaRa|prIRana,turAyaRa|svEritA|vilakzaRa|SamaTa|dAnti|damaTa|avadAna|karmavftta
mw,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,332,0.9405,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti,karmavftta|sammUrcCana|yAYcA|ApracCanna|pacA|sPuraRA|Scyota|prADAra
mw72,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,310,0.8782,pArAyaRa|turAyaRa|yadfcCA|vilakzaRa|SamaTa|Sama|SAnti|dAnti,svEritA|karmavftta|kAmyadAna|vaSakriyA|mUlakarman|hastaDAraRa|sammUrcCana|yAYcA
mwe,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,2,0.0057,yama|lava,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti
pe,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,28,0.0793,Sama|SAnti|dama|vedanA|varDana|graha|vaSa|raRa,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|dAnti|damaTa
pgn,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,4,0.0113,vizaya|vihAra|vyAsa|pArSva,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti
pui,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,47,0.1331,Sama|SAnti|dama|vedanA|varDana|kzaya|graha|kAnta,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|dAnti|damaTa
pw,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,314,0.8895,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti,karmavftta|kAmyadAna|vedanA|sammUrcCana|yAYcA|ardanA|ApracCanna|sampradAya
pwg,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,319,0.9037,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti,karmavftta|kAmyadAna|vedanA|sammUrcCana|yAYcA|ardanA|ApracCanna|sampradAya
pwkvn,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,40,0.1133,avana|Bid|grAha|kAnta|kvaRa|veDa|pAka|vara,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti
sch,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,86,0.2436,pArAyaRa|Sama|saMvanana|avana|vidara|Bid|Anandana|saBAjana,turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|SAnti|dAnti|damaTa
shs,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,310,0.8782,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti,karmavftta|mUlakarman|kArmaRa|paryApti|vedanA|sammUrcCana|yAYcA|varDana
skd,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,53,0.1501,yadfcCA|svEritA|Sama|dama|vaSakriyA|vedanA|BikzA|arTanA,pArAyaRa|turAyaRa|vilakzaRa|SamaTa|SAnti|dAnti|damaTa|avadAna
snp,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,1,0.0028,nizpAva,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti
stc,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,190,0.5382,vilakzaRa|Sama|SAnti|dama|avadAna|pravAraRa|saMvanana|kArmaRa,pArAyaRa|turAyaRa|yadfcCA|svEritA|SamaTa|dAnti|damaTa|karmavftta
vcp,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,302,0.8555,pArAyaRa|turAyaRa|yadfcCA|vilakzaRa|SamaTa|Sama|SAnti|dAnti,svEritA|karmavftta|saMvanana|kArmaRa|viDUnana|paryApti|hastaDAraRa|AkroSana
vei,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,19,0.0538,dama|BikzA|graha|grAha|vaSa|raRa|vara|nAya,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti
wil,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,314,0.8895,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti,karmavftta|mUlakarman|kArmaRa|paryApti|vedanA|yAYcA|varDana|ApracCanna
yat,tftIyaM sAmAnyakARqam|saNkIrRavargaH|,22,tftIyaM sAmAnyakARqam,saNkIrRavargaH,,353,314,0.8895,pArAyaRa|turAyaRa|yadfcCA|svEritA|vilakzaRa|SamaTa|Sama|SAnti,karmavftta|mUlakarman|kArmaRa|paryApti|aBIzaNga|vedanA|yAYcA|varDana
abch,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,0,0.0000,,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya
acc,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,169,0.0786,Buvana|padya|arBaka|Aloka|kalaNka|takzaka|nAga|sUrya,nAka|AkASa|tridiva|loka|jana|Sloka|yaSas|sAyaka
acph,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,0,0.0000,,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya
acsj,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,0,0.0000,,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya
ae,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,3,0.0014,go|brahman|hum,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya
ap,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,996,0.4633,nAka|padya|yaSas|krozwu|cipiwa|arBaka|darSana|BerI,AkASa|tridiva|loka|Buvana|jana|Sloka|sAyaka|Sara
ap90,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,838,0.3898,nAka|padya|yaSas|krozwu|arBaka|darSana|BerI|nAga,AkASa|tridiva|loka|Buvana|jana|Sloka|sAyaka|Sara
armh,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1287,0.5986,nAka|tridiva|loka|Buvana|jana|Sloka|padya|yaSas,AkASa|krozwu|udyota|takzaka|tucCaDAnya|saNkzepa|BaktasikTaka|karipUcCamUlopAnta
ben,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1390,0.6465,nAka|AkASa|loka|Buvana|jana|Sloka|padya|yaSas,tridiva|cipiwa|udyota|BerI|varDaki|tucCaDAnya|saNkzepa|BaktasikTaka
bhs,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,487,0.2265,AkASa|loka|jana|padya|yaSas|Sara|Kaqga|varuRa,nAka|tridiva|Buvana|Sloka|sAyaka|jambuka|krozwu|cipiwa
bop,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1265,0.5884,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|yaSas,padya|pfTuka|cipiwa|udyota|pawaha|takzaka|varDaki|braDna
bor,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,2,0.0009,go|hum,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya
bur,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1312,0.6102,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya,sAyaka|jambuka|pfTuka|arBaka|Aloka|udyota|BerI|varDaki
cae,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1586,0.7377,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya,udyota|tucCaDAnya|saNkzepa|BaktasikTaka|pecaka|karipUcCamUlopAnta|BUtika|BUnimba
ccs,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1492,0.6940,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya,arBaka|udyota|Anaka|BerI|pulAka|tucCaDAnya|saNkzepa|BaktasikTaka
fri,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1011,0.4702,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|yaSas,padya|krozwu|pfTuka|cipiwa|arBaka|udyota|Anaka|takzaka
gra,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,659,0.3065,nAka|tridiva|loka|Buvana|jana|Sloka|padya|yaSas,AkASa|Kaqga|jambuka|krozwu|pfTuka|cipiwa|Aloka|udyota
gst,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,138,0.0642,aNka|apavAda|apriya|anfta|anUka|anvaya|anya|aneqamUka,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya
ieg,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,467,0.2172,AkASa|loka|jana|yaSas|sAyaka|Sara|darSana|BerI,nAka|tridiva|Buvana|Sloka|padya|Kaqga|jambuka|krozwu
inm,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,516,0.2400,nAka|AkASa|tridiva|loka|Buvana|yaSas|Sara|Kaqga,jana|Sloka|padya|sAyaka|krozwu|pfTuka|cipiwa|arBaka
krm,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,113,0.0526,jana|aNka|arka|kIwa|kapi|SIla|nizka|pala,nAka|AkASa|tridiva|loka|Buvana|Sloka|padya|yaSas
lan,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,793,0.3688,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|yaSas,padya|Kaqga|krozwu|pfTuka|cipiwa|arBaka|Aloka|udyota
lrv,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1632,0.7591,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya,jambuka|udyota|aNka|utsaNga|kalaNka|saNkzepa|BaktasikTaka|karipUcCamUlopAnta
mci,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,130,0.0605,nAka|varuRa|takzaka|nAga|sUrya|mAruta|ulUka|hasta,AkASa|tridiva|loka|Buvana|jana|Sloka|padya|yaSas
md,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1366,0.6353,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya,krozwu|arBaka|udyota|apavAda|takzaka|varDaki|tucCaDAnya|saNkzepa
mw,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1870,0.8698,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya,udyota|saNkzepa|karipUcCamUlopAnta|sitaKadira|sAzwaSatasuvarRa|SaNkaraDanvan|karihastANguli|padmabIjakoSI
mw72,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1586,0.7377,nAka|AkASa|loka|Buvana|jana|Sloka|padya|yaSas,tridiva|udyota|BerI|tucCaDAnya|BaktasikTaka|karipUcCamUlopAnta|sugata|ekadeSa
mwe,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,11,0.0051,naga|go|sita|yama|veda|arjuna|brahman|tantra,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya
pe,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,399,0.1856,loka|Buvana|yaSas|Kaqga|jambuka|varuRa|pfTuka|Anaka,nAka|AkASa|tridiva|jana|Sloka|padya|sAyaka|Sara
pgn,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,26,0.0121,bAhlIka|kawaka|grAma|vizRu|kzetra|kAla|BAskara|deva,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya
pui,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,618,0.2874,nAka|AkASa|loka|Buvana|jana|Kaqga|jambuka|krozwu,tridiva|Sloka|padya|yaSas|sAyaka|Sara|cipiwa|darSana
pw,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1734,0.8065,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya,saNkzepa|BaktasikTaka|karipUcCamUlopAnta|koSAtakI|sitaKadira|sAzwaSatasuvarRa|SaNkaraDanvan|DenukA
pwg,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1713,0.7967,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya,BerI|saNkzepa|BaktasikTaka|karipUcCamUlopAnta|koSAtakI|sitaKadira|bAhlIka|sAzwaSatasuvarRa
pwkvn,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,348,0.1619,nAka|jana|jambuka|aNka|utsaNga|apavAda|ka|karaka,AkASa|tridiva|loka|Buvana|Sloka|padya|yaSas|sAyaka
sch,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,664,0.3088,nAka|AkASa|Buvana|jana|sAyaka|Kaqga|jambuka|cipiwa,tridiva|loka|Sloka|padya|yaSas|Sara|krozwu|varuRa
shs,tftIyaM sAmAnyakARqam|nAnArTavargaH|,23,tftIyaM sAmAnyakARqam,nAnArTavargaH,,2150,1661,0.7726,nAka|AkASa|tridiva|loka|Buvana|jana|Sloka|padya,udyota|BerI|varDaki|sPawika|sUrya|tucCaDAnya|BaktasikTaka|karipUcCamUlopAnta
