lemma,raw_forms,genders,field_key,kanda,varga,upavarga,first_amar_L,first_eid,occurrences
prAlambikA,prAlambikA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,922,1877,1
uraHsUtrikA,uraHsUtrikA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,922,1878,1
hAra,hAra,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,922,1878,1
muktAvalI,muktAvalI,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,922,1878,1
devacCanda,devacCanda,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,922,1879,1
gutsa,gutsa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,922,1880,1
gutsArDa,gutsArDa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,922,1881,1
gostana,gostana,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,922,1882,1
arDahAra,arDahAra,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,923,1883,1
ekAvalI,ekAvalI,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,923,1885,1
nakzatramAlA,nakzatramAlA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,924,1886,1
AvApaka,AvApaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,925,1887,1
pArihArya,pArihArya,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,925,1887,1
kawaka,kawaka,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,925,1887,1
valaya,valaya,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,925,1887,1
keyUra,keyUra,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,926,1888,1
aNgada,aNgada,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,926,1888,1
aNgulIyaka,aNgulIyaka,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,926,1889,1
UrmikA,UrmikA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,926,1889,1
aNgulimudrA,aNgulimudrA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,927,1890,1
kaNkaRa,kaNkaRa,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,927,1891,1
karaBUzaRa,karaBUzaRa,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,927,1891,1
meKalA,meKalA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,928,1892,1
kAYcI,kAYcI,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,928,1892,1
saptakI,saptakI,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,928,1892,1
raSanA,raSanA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,928,1892,1
sArasana,sArasana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,928,1892,1
SfNKala,SfNKala,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,928,1893,1
pAdANgada,pAdANgada,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,929,1894,1
tulAkowi,tulAkowi,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,929,1894,1
maYjIra,maYjIra,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,929,1894,1
nUpura,nUpura,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,929,1894,1
haMsaka,haMsaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,930,1895,1
pAdakawaka,pAdakawaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,930,1895,1
kiNkiRI,kiNkiRI,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,930,1896,1
kzudraGaRwikA,kzudraGaRwikA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,930,1896,1
Pala,Pala,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,931,1898,1
kfmi,kfmi,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,931,1899,1
vAlka,vAlka,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,932,1901,1
PAla,PAla,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,932,1902,1
kArpAsa,kArpAsa,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,932,1902,1
bAdara,bAdara,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,932,1902,1
kOSeya,kOSeya,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,933,1903,1
rANkava,rANkava,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,933,1904,1
anAhata,anAhata,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,934,1905,1
nizpravARi,nizpravARi,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,934,1905,1
tantraka,tantraka,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,934,1905,1
navAmbara,navAmbara,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,934,1905,1
udgamanIya,udgamanIya,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,935,1906,1
patrorRa,patrorRa,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,936,1907,1
DOtakOSeya,DOtakOSeya,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,936,1907,1
bahumUlya,bahumUlya,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,936,1908,1
mahADana,mahADana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,936,1908,1
kzOma,kzOma,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,937,1909,1
dukUla,dukUla,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,937,1909,1
nivIta,nivIta,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,937,1910,1
prAvfta,prAvfta,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,937,1910,1
daSA,daSA,puMstrI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,938,1911,1
vasti,vasti,puMstrI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,938,1911,1
dErGya,dErGya,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,939,1912,1
AyAma,AyAma,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,939,1912,1
pariRAha,pariRAha,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,939,1913,1
viSAlatA,viSAlatA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,939,1913,1
pawaccara,pawaccara,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,940,1914,1
jIrRavastra,jIrRavastra,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,940,1914,1
naktaka,naktaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,940,1915,1
karpawa,karpawa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,940,1915,1
vastra,vastra,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,941,1916,1
AcCAdana,AcCAdana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,941,1916,1
vAsa,vAsa,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,941,1916,1
cela,cela,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,941,1916,1
vasana,vasana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,941,1916,1
aMSuka,aMSuka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,941,1916,1
sucelaka,sucelaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,942,1917,1
pawa,pawa,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,942,1917,1
varASi,varASi,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,942,1918,1
sTUlaSAwaka,sTUlaSAwaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,942,1918,1
nicola,nicola,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,943,1919,1
pracCadapawa,pracCadapawa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,943,1919,1
rallaka,rallaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,943,1920,1
kambala,kambala,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,943,1920,1
antarIya,antarIya,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,944,1921,1
upasaNKyAna,upasaNKyAna,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,944,1921,1
pariDAna,pariDAna,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,944,1921,1
aDomSuka,aDomSuka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,944,1921,1
prAvAra,prAvAra,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,945,1922,1
uttarAsaNga,uttarAsaNga,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,945,1922,1
bfhatikA,bfhatikA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,945,1922,1
saNKyAna,saNKyAna,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,945,1922,1
uttarIya,uttarIya,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,945,1922,1
cola,cola,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,946,1923,1
kUrpAsaka,kUrpAsaka,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,946,1923,1
nISAra,nISAra,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,947,1924,1
arDoruka,arDoruka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,948,1925,1
caRqAtaka,caRqAtaka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,948,1925,1
AprapadIna,AprapadIna,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,949,1926,1
vitAna,vitAna,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,950,1927,1
ulloca,ulloca,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,950,1927,1
dUzya,dUzya,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,950,1928,1
vastraveSman,vastraveSman,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,950,1928,1
pratisIrA,pratisIrA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,951,1929,1
javanikA,javanikA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,951,1929,1
tiraskariRI,tiraskariRI,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,951,1929,1
parikarman,parikarman,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,952,1930,1
aNgasaMskAra,aNgasaMskAra,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,952,1930,1
mArzwi,mArzwi,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,952,1931,1
mArjanA,mArjanA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,952,1931,1
mfjA,mfjA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,952,1931,1
udvartana,udvartana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,953,1932,1
utsAdana,utsAdana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,953,1932,1
AplAva,AplAva,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,953,1933,1
Aplava,Aplava,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,953,1933,1
snAna,snAna,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,953,1933,1
carcA,carcA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,953,1934,1
cArcikya,cArcikya,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,953,1934,1
sTAsaka,sTAsaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,953,1934,1
praboDana,praboDana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,953,1935,1
anuboDa,anuboDa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,953,1935,1
patraleKA,patraleKA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,953,1936,1
patrANguli,patrANguli,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,953,1936,1
tamAlapatra,tamAlapatra,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,954,1937,1
citraka,citraka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,954,1937,1
viSezaka,viSezaka,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,954,1937,1
kuNkuma,kuNkuma,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,955,1938,1
kASmIrajanman,kASmIrajanman,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,955,1938,1
agniSiKa,agniSiKa,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,955,1938,1
vara,vara,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,955,1938,1
bAhlIka,bAhlIka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,955,1938,1
pItana,pItana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,955,1938,1
saNkoca,saNkoca,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,955,1938,1
piSuna,piSuna,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,955,1938,1
DIran,DIran,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,955,1938,1
lohitacandana,lohitacandana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,955,1938,1
lAkzA,lAkzA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,956,1939,1
rAkzA,rAkzA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,956,1939,1
jatu,jatu,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,956,1939,1
yAva,yAva,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,956,1939,1
alakta,alakta,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,956,1939,1
drumAmaya,drumAmaya,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,956,1939,1
lavaNga,lavaNga,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,957,1940,1
devakusuma,devakusuma,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,957,1940,1
SrIsaMjYa,SrIsaMjYa,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,957,1940,1
jAyaka,jAyaka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,958,1941,1
kAlIyaka,kAlIyaka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,958,1941,1
kAlAnusArya,kAlAnusArya,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,958,1941,1
samArTaka,samArTaka,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,958,1942,1
vaMSakA,vaMSakA,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,958,1942,1
aguru,aguru,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,958,1942,2
rAjArha,rAjArha,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,958,1942,1
loha,loha,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,958,1942,1
kfmija,kfmija,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,958,1942,1
joNgaka,joNgaka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,958,1942,1
kAlAguru,kAlAguru,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,959,1943,1
maNgalyA,maNgalyA,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,959,1944,1
malliganDi,malliganDi,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,959,1944,1
yakzaDUpa,yakzaDUpa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,960,1945,1
sarjarasa,sarjarasa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,960,1945,1
rAla,rAla,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,960,1945,1
sarvarasa,sarvarasa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,960,1945,1
bahurUpa,bahurUpa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,960,1945,1
vfkaDUpa,vfkaDUpa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,960,1946,2
kftrimaDUpaka,kftrimaDUpaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,960,1946,1
turuzka,turuzka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,961,1947,1
piRqaka,piRqaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,961,1947,1
silha,silha,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,961,1947,1
yAvana,yAvana,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,961,1947,1
pAyasa,pAyasa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,961,1948,1
SrIvAsa,SrIvAsa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,961,1948,1
SrIvezwa,SrIvezwa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,961,1948,1
saraladrava,saraladrava,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,961,1948,1
mfganABi,mfganABi,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,962,1949,1
mfgamada,mfgamada,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,962,1949,1
kastUrI,kastUrI,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,962,1949,1
kolaka,kolaka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,962,1950,1
kakkolaka,kakkolaka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,962,1950,1
koSaPala,koSaPala,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,962,1950,1
karpUra,karpUra,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,962,1951,1
GanasAra,GanasAra,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,962,1951,1
candrasaMjYa,candrasaMjYa,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,962,1951,1
sitABra,sitABra,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,962,1951,1
himavAlukA,himavAlukA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,962,1951,1
ganDasAra,ganDasAra,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,963,1952,1
malayaja,malayaja,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,963,1952,1
BadraSrI,BadraSrI,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,963,1952,1
candana,candana,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,963,1952,1
tElaparRika,tElaparRika,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,964,1953,1
goSIrza,goSIrza,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,964,1953,1
haricandana,haricandana,puMklI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,964,1953,1
tilaparRI,tilaparRI,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,965,1954,1
patrANga,patrANga,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,965,1954,1
raYjana,raYjana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,965,1954,1
raktacandana,raktacandana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,965,1954,1
kucandana,kucandana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,965,1954,1
jAtIkoSa,jAtIkoSa,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,965,1955,1
jAtIPala,jAtIPala,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,965,1955,1
yakzakardama,yakzakardama,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,966,1956,1
gAtrAnulepanI,gAtrAnulepanI,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,967,1957,1
varti,varti,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,967,1957,1
varRaka,varRaka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,967,1957,1
vilepana,vilepana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,967,1957,1
cUrRa,cUrRa,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,968,1958,1
vAsayoga,vAsayoga,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,968,1958,1
BAvita,BAvita,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,968,1959,1
vAsita,vAsita,tri,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,968,1959,1
aDivAsana,aDivAsana,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,969,1960,1
mAlya,mAlya,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,970,1961,1
mAlA,mAlA,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,970,1961,1
sraj,sraj,strI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,970,1961,1
garBaka,garBaka,puM,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,970,1962,1
praBrazwaka,praBrazwaka,klI,dvitIyaM kARqam|manuzyavargaH|,dvitIyaM kARqam,manuzyavargaH,,971,1963,1
