lemma,raw_forms,genders,field_key,kanda,varga,upavarga,first_amar_L,first_eid,occurrences
dAruka,dAruka,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,13,56,1
udDava,udDava,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,13,57,1
gada,gada,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,13,58,1
garutmat,garutmat,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,14,59,1
garuqa,garuqa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,14,59,1
tArkzya,tArkzya,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,14,59,1
vEnateya,vEnateya,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,14,59,1
KageSvara,KageSvara,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,14,59,1
nAgAntaka,nAgAntaka,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,14,59,1
vizRuraTa,vizRuraTa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,14,59,1
suparRa,suparRa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,14,59,1
pannagASana,pannagASana,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,14,59,1
SamBu,SamBu,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
ISa,ISa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
paSupati,paSupati,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
Siva,Siva,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
SUlin,SUlin,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
maheSvara,maheSvara,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
ISvara,ISvara,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
Sarva,Sarva,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
ISAna,ISAna,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
SaNkara,SaNkara,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
candraSeKara,candraSeKara,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
BUteSa,BUteSa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
KaRqaparaSu,KaRqaparaSu,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
girISa,girISa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
giriSa,giriSa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
mfqa,mfqa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
mftyuYjaya,mftyuYjaya,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
kfttivAsas,kfttivAsas,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
pinAkin,pinAkin,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
pramaTADipa,pramaTADipa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
ugra,ugra,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
kapardin,kapardin,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
SrIkaRWa,SrIkaRWa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
SitikaRWa,SitikaRWa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
kapAlaBft,kapAlaBft,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
vAmadeva,vAmadeva,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
mahAdeva,mahAdeva,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
virUpAkza,virUpAkza,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
trilocana,trilocana,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
kfSAnuretas,kfSAnuretas,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
DUrjawi,DUrjawi,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
nIlalohita,nIlalohita,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
hara,hara,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
smarahara,smarahara,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
Barga,Barga,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
tryambaka,tryambaka,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
tripurAntaka,tripurAntaka,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
gaNgADara,gaNgADara,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
anDakaripu,anDakaripu,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
kratuDvaMsin,kratuDvaMsin,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
vfzaDvaja,vfzaDvaja,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
vyomakeSa,vyomakeSa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
Bava,Bava,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
BIma,BIma,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
sTARu,sTARu,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
umApati,umApati,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
ahirbuDnya,ahirbuDnya,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
azwamUrti,azwamUrti,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
gajAri,gajAri,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
mahAnawa,mahAnawa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,15,60,1
kaparda,kaparda,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,61,1
jawAjUwa,jawAjUwa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,61,1
pinAka,pinAka,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,62,1
ajagava,ajagava,klI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,62,1
pramaTa,pramaTa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,63,1
pArizada,pArizada,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,63,1
brAhmI,brAhmI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,64,1
mAheSvarI,mAheSvarI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,65,1
kOmArI,kOmArI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,66,1
vEzRavI,vEzRavI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,67,1
vArAhI,vArAhI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,68,1
indrARI,indrARI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,69,2
cAmuRqA,cAmuRqA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,70,2
mAtaraH,mAtaraH,strIba,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,16,71,1
viBUti,viBUti,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,17,72,1
BUti,BUti,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,17,72,2
ESvarya,ESvarya,klI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,17,72,1
aRiman,aRiman,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,17,73,1
mahiman,mahiman,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,17,74,1
gariman,gariman,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,17,75,1
laGiman,laGiman,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,17,76,1
prApti,prApti,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,17,77,1
prAkAmya,prAkAmya,klI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,17,78,1
ISitva,ISitva,klI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,17,79,1
vaSitva,vaSitva,klI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,17,80,1
umA,umA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
kAtyAyanI,kAtyAyanI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
gOrI,gOrI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
kAlI,kAlI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
hEmavatI,hEmavatI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
ISvarI,ISvarI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
SivA,SivA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
BavAnI,BavAnI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
rudrARI,rudrARI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
SarvARI,SarvARI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
sarvamaNgalA,sarvamaNgalA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
aparRA,aparRA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
pArvatI,pArvatI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
durgA,durgA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
mfqAnI,mfqAnI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
caRqikA,caRqikA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
ambikA,ambikA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
AryA,AryA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
dAkzAyaRI,dAkzAyaRI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
girijA,girijA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
menakAtmajA,menakAtmajA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,18,81,1
karmamowI,karmamowI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,19,82,1
carmamuRqA,carmamuRqA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,19,83,1
carcikA,carcikA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,19,83,1
viGnarAja,viGnarAja,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,20,84,1
dvEmAtura,dvEmAtura,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,20,84,1
gaRADipa,gaRADipa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,20,84,1
ekadanta,ekadanta,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,20,84,1
heramba,heramba,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,20,84,1
lambodara,lambodara,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,20,84,1
gajAnana,gajAnana,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,20,84,1
kArtikeya,kArtikeya,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
mahAsena,mahAsena,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
Sarajanman,Sarajanman,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
zaqAnana,zaqAnana,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
pArvatInandana,pArvatInandana,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
skanda,skanda,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
senAnI,senAnI,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
agniBU,agniBU,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
guha,guha,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
bAhuleya,bAhuleya,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
tArakajit,tArakajit,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
viSAKa,viSAKa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
SiKivAhana,SiKivAhana,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
zARmAtura,zARmAtura,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
SaktiDara,SaktiDara,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
kumAra,kumAra,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
krOYcadAraRa,krOYcadAraRa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,21,85,1
SfNgin,SfNgin,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,22,86,1
BfNgin,BfNgin,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,22,86,1
riwi,riwi,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,22,86,1
tuRqin,tuRqin,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,22,86,1
nandika,nandika,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,22,86,1
nandikeSvara,nandikeSvara,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,22,86,1
indra,indra,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
marutvat,marutvat,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
maGavan,maGavan,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
biqOjas,biqOjas,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
pAkaSAsana,pAkaSAsana,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
vfdDaSravas,vfdDaSravas,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
sunAsIra,sunAsIra,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
puruhUta,puruhUta,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
purandara,purandara,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
jizRu,jizRu,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
leKarzaBa,leKarzaBa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
Sakra,Sakra,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
Satamanyu,Satamanyu,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
divaspati,divaspati,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
sutrAman,sutrAman,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
gotraBid,gotraBid,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
vajrin,vajrin,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
vAsava,vAsava,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
vftrahan,vftrahan,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
vfzan,vfzan,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
vAstozpati,vAstozpati,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
surapati,surapati,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
balArAti,balArAti,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
SacIpati,SacIpati,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
jamBaBedin,jamBaBedin,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
harihaya,harihaya,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
svArAj,svArAj,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
namucisUdana,namucisUdana,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
saNkrandana,saNkrandana,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
duScyavana,duScyavana,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
turAzA,turAzA,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
meGavAhana,meGavAhana,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
AKaRqala,AKaRqala,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
sahasrAkza,sahasrAkza,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
fBukzin,fBukzin,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,87,1
pulomajA,pulomajA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,88,1
SacI,SacI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,88,1
amarAvatI,amarAvatI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,23,89,1
uccEHSravas,uccEHSravas,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,24,90,1
mAtali,mAtali,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,24,91,1
nandana,nandana,klI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,24,92,1
vEjayanta,vEjayanta,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,25,93,1
jayanta,jayanta,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,25,94,1
pAkaSAsani,pAkaSAsani,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,25,94,1
ErAvata,ErAvata,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,26,95,1
aBramAtaNga,aBramAtaNga,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,26,95,1
ErAvaRa,ErAvaRa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,26,95,1
aBramuvallaBa,aBramuvallaBa,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,26,95,1
hrAdinI,hrAdinI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,27,96,1
vajra,vajra,puMklI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,27,96,1
kuliSa,kuliSa,puMklI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,27,96,1
Bidura,Bidura,klI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,27,96,1
pavi,pavi,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,27,96,1
Satakowi,Satakowi,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,27,96,1
svaru,svaru,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,27,96,1
Samba,Samba,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,27,96,1
damBoli,damBoli,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,27,96,1
aSani,aSani,puMstrI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,27,96,1
vyomayAna,vyomayAna,klI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,28,97,1
vimAna,vimAna,puMklI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,28,97,1
nArada,nArada,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,28,98,1
surarzi,surarzi,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,28,99,1
suDarmA,suDarmA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,29,100,1
devasaBA,devasaBA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,29,100,1
pIyUza,pIyUza,klI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,29,101,1
amfta,amfta,klI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,29,101,1
suDA,suDA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,29,101,1
mandAkinI,mandAkinI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,30,102,1
viyadgaNgA,viyadgaNgA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,30,102,1
svarRadI,svarRadI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,30,102,1
suradIrGikA,suradIrGikA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,30,102,1
meru,meru,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,31,103,1
sumeru,sumeru,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,31,103,1
hemAdri,hemAdri,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,31,103,1
ratnasAnu,ratnasAnu,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,31,103,1
surAlaya,surAlaya,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,31,103,1
devataru,devataru,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,32,104,1
mandAra,mandAra,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,32,105,1
pArijAtaka,pArijAtaka,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,32,106,1
santAna,santAna,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,32,107,1
kalpavfkza,kalpavfkza,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,32,108,1
haricandana,haricandana,puMklI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,32,109,1
sanatkumAra,sanatkumAra,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,33,110,1
vEDAtra,vEDAtra,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,33,110,1
svarvEdyO,svarvEdyO,puMdvi,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,33,111,1
aSvinIsutO,aSvinIsutO,puMdvi,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,33,111,1
nAsatyO,nAsatyO,puMdvi,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,33,111,1
aSvinO,aSvinO,puMdvi,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,33,111,1
dasrO,dasrO,puMdvi,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,33,111,1
ASvineyO,ASvineyO,puMdvi,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,33,111,1
svarveSyA,svarveSyA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,34,112,1
GftAcI,GftAcI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,34,113,1
menakA,menakA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,34,114,1
ramBA,ramBA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,34,115,1
urvaSI,urvaSI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,34,116,1
tilottamA,tilottamA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,34,117,1
sukeSI,sukeSI,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,34,118,1
maYjuGozA,maYjuGozA,strI,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,34,119,1
hAhA,hAhA,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,35,120,1
hUhU,hUhU,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,35,121,1
agni,agni,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,36,123,1
vESvAnara,vESvAnara,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,36,123,1
vahni,vahni,puM,praTamaM kARqam|svargavargaH|,praTamaM kARqam,svargavargaH,,36,123,1
