headword_slp1,cited_verse,category,delta,n_loci
BUriSravas,6008,displaced,18,10
cezw,6018,displaced,2372,1
devayAna,6030,displaced,-3734,1
yadu,6030,displaced,-608,2
yAdava,6031,displaced,367,1
SOri,6031,displaced,987,4
Sini,6032,displaced,5,2
saMvara,6033,displaced,74,12
sarj,6038,displaced,-2302,1
rakz,6059,displaced,35,106
SAradvata,6103,displaced,4,17
nard,6111,displaced,-870,3
Cad,6129,displaced,989,5
vftta,6147,displaced,189,19
piNga,6148,displaced,3393,1
praveka,6149,displaced,3073,1
palvala,6163,displaced,-4106,1
saMplava,6175,displaced,-5342,1
SakalIkar,6177,displaced,-2305,1
lalita,6179,displaced,-1838,1
Bujaga,6180,displaced,934,4
pratiBaya,6189,displaced,-2091,2
prahartavya,6218,displaced,-5,2
vyapekzA,6219,displaced,-6,1
duzpAra,6240,displaced,-6,1
praseka,6240,displaced,-5,1
majj,6241,displaced,-2664,4
AnABi,6241,displaced,-5,1
raRANgana,6242,displaced,-6,1
darS,6250,displaced,930,9
nisvana,6260,displaced,1393,15
sant,6261,displaced,79,30
lakzay,6262,displaced,3233,4
Pal,6265,displaced,-135,40
bAhya,6267,displaced,-929,3
harzaRa,6276,displaced,-6,2
bAhya,6277,displaced,-939,3
devaSatru,6296,displaced,-5,1
taTA,6332,displaced,-8,436
takz,6359,displaced,-3944,1
pAraSava,6359,displaced,-5142,1
yantar,6383,displaced,841,11
Odarika,6390,displaced,-4,2
jalp,6399,displaced,686,2
manda,6410,displaced,-5,14
sajIva,6425,displaced,-4,1
SArada,6435,displaced,-4,7
darSana,6440,displaced,-1308,7
varD,6452,displaced,-8,5
tiryagISa,6471,displaced,-6,1
parameSa,6471,displaced,-6,4
pareSa,6471,displaced,-6,16
cakzurhan,6477,displaced,12,2
durADarza,6485,displaced,-371,6
lokatA,6519,displaced,-2226,2
vyaD,6534,displaced,1051,4
glah,6538,displaced,12,2
brAhmaRabruva,6546,displaced,12,2
pramoktavya,6563,displaced,12,1
dIkzita,6606,displaced,13,2
srAva,6608,displaced,2563,1
yuD,6615,displaced,-25,133
raSmimuca,6639,displaced,21,1
jvAla,6658,displaced,1481,8
tumula,6670,displaced,-9,35
tumula,6670,displaced,-9,35
BAz,6672,displaced,212,20
BAs,6672,displaced,212,20
balAhaka,6674,displaced,321,9
parjanya,6675,displaced,554,14
pavana,6676,displaced,-1697,1
vismApana,6676,displaced,1221,1
buD,6725,displaced,-697,2
vftta,6741,displaced,-352,19
saMpAta,6749,displaced,590,7
vikzoBa,6794,displaced,-973,1
BuSuRqi,6798,displaced,1225,1
hEqimbi,6822,displaced,997,9
mAnin,6832,displaced,783,3
Svas,6846,displaced,-490,27
gOtama,6847,displaced,154,11
patAkin,6851,displaced,-2292,3
saMjaya,6851,displaced,-1299,3
diDakzu,6855,displaced,820,1
gOtama,6857,displaced,144,11
vasu,6865,displaced,35,25
Bram,6883,displaced,289,4
jEtra,6884,displaced,-3894,1
tIvra,6893,displaced,-651,9
druma,6904,displaced,-46,17
duRquBa,6905,displaced,-1734,1
quRquBa,6905,displaced,-1734,1
nirGoza,6907,displaced,-1779,6
vega,6907,displaced,-671,12
jaya,6911,displaced,-46,59
pramATa,6938,displaced,939,11
vIrabAhu,6938,displaced,1594,1
vfzasena,6941,displaced,89,39
vaD,6942,displaced,211,55
sAvitra,6954,displaced,2612,1
mAhendra,6958,displaced,-930,7
vrata,6988,displaced,-1021,8
vyavasAya,6997,displaced,-1268,3
dOrmuKi,7008,displaced,1362,1
candrasena,7009,displaced,-97,1
gajAnIka,7011,displaced,-393,6
sudarSana,7011,displaced,-159,12
labDalakza,7012,displaced,1232,5
vijaya,7012,displaced,99,27
param,7041,displaced,-80,122
Sakti,7041,displaced,-19,60
paruzita,7042,displaced,17,1
pARqaveya,7069,displaced,17,20
vEvasvata,7082,displaced,-2366,4
sTAna,7092,displaced,-2232,12
Baya,7115,displaced,16,27
raB,7117,displaced,-2907,1
nAdin,7167,displaced,-4873,1
SvAviD,7235,displaced,303,3
staB,7267,displaced,-503,4
sraMs,7283,displaced,-3520,1
SuB,7297,displaced,16,38
SEkya,7300,displaced,13,1
GUrR,7301,displaced,-5943,1
paripArSva,7307,displaced,13,1
rakz,7329,displaced,24,106
rakz,7330,displaced,23,106
SvAviD,7418,displaced,120,3
nAlIka,7420,displaced,1142,2
varAhakarRa,7420,displaced,708,1
varz,7420,displaced,-290,25
vikarRa,7420,displaced,-1761,11
jval,7437,displaced,702,8
SAlmali,7565,displaced,11,1
padAtin,7598,displaced,11,10
BAs,7601,displaced,-164,20
BAs,7605,displaced,-168,20
mAtula,7607,displaced,11,14
svasrIya,7607,displaced,-4862,3
daMS,7616,displaced,29,19
BAs,7619,displaced,-182,20
maT,7631,displaced,-995,1
hari,7634,displaced,-1160,4
BayaMkara,7652,displaced,243,3
mahAcamU,7657,displaced,132,7
mahArAja,7657,displaced,7,235
preta,7688,displaced,1308,1
raBas,7701,displaced,-131,9
vart,7703,displaced,370,20
ruD,7708,displaced,-7220,1
vart,7737,displaced,336,20
parityAjya,7741,displaced,9,8
Gaww,7742,displaced,1662,1
saMkranda,7747,displaced,9,2
tAra,7783,displaced,45,14
sADuvAhin,7786,displaced,-3059,4
pAla,7822,displaced,-1242,6
tAraka,7837,displaced,-1099,3
jawAsura,7848,displaced,11,2
pUjA,7851,displaced,1780,4
jAwAsuri,7856,displaced,20,1
Cid,7863,displaced,-1650,1
kzitikampa,7867,displaced,8,5
takzaka,7873,displaced,1691,2
BAskara,7874,displaced,64,29
svarBAnu,7874,displaced,64,2
maya,7879,displaced,9,131
riktapARi,7886,displaced,9,1
vismApana,7889,displaced,8,1
banD,7897,displaced,113,7
vipula,7904,displaced,196,18
pariRAha,7908,displaced,-5520,1
Cid,7918,displaced,-1705,1
SvAviD,7944,displaced,-371,3
prapAta,7963,displaced,177,6
baka,8006,displaced,-4430,4
Bakz,8013,displaced,-2226,2
varmin,8025,displaced,-4920,1
BrAj,8091,displaced,368,4
SamI,8098,displaced,411,29
BEmi,8101,displaced,-85,1
varz,8104,displaced,19,25
varz,8104,displaced,19,25
cira,8113,displaced,-193,11
nAlIka,8128,displaced,434,2
darS,8136,displaced,523,9
banD,8141,displaced,-131,7
vart,8145,displaced,-72,20
vart,8146,displaced,-73,20
jagat,8160,displaced,459,21
pratiGAta,8166,displaced,-2150,4
aBIzu,8180,displaced,-6267,1
saMkzoBa,8187,displaced,-2519,1
dviz,8215,displaced,-990,6
vikrama,8224,displaced,97,47
saMDay,8224,displaced,1172,3
saMDay,8225,displaced,1171,3
Buj,8267,displaced,210,16
pattra,8269,displaced,-1545,1
parRa,8271,displaced,-4967,1
vikrama,8280,displaced,41,47
tfRa,8303,displaced,-3966,1
duzpraRIta,8304,displaced,5,1
dOrmuKi,8366,displaced,4,1
nidrA,8374,displaced,15,8
yAma,8375,displaced,90,32
yAma,8376,displaced,89,32
sarp,8384,displaced,788,4
muhUrtaka,8388,displaced,4,1
sAD,8389,displaced,241,29
sAD,8389,displaced,241,29
dara,8409,displaced,438,6
Seza,8457,displaced,-1097,12
purA,8520,displaced,-10,102
rUpa,8531,displaced,228,17
saYj,8538,displaced,-19,327
praseka,8549,displaced,-2314,1
Gaww,8584,displaced,820,1
Sliz,8639,displaced,-2529,4
nirapekza,8660,displaced,-4410,1
SreRi,8667,displaced,-2943,3
varz,8670,displaced,-337,25
vyaD,8670,displaced,-1085,4
vyaD,8670,displaced,-1085,4
devasAt,8687,displaced,-5227,1
sTA,8704,displaced,-73,22
pramaTana,8708,displaced,-7560,1
mAlava,8708,displaced,624,5
Bfgu,8728,displaced,-6281,1
sUkzma,8728,displaced,-2131,1
pApa,8734,displaced,92,40
dyut,8759,displaced,-2150,10
banD,8776,displaced,-766,7
pAli,8784,displaced,-523,8
saMyuga,8816,displaced,-34,161
svan,8828,displaced,-128,24
Sliz,8844,displaced,-2734,4
sarj,8852,displaced,-5116,1
sarj,8853,displaced,-5117,1
sAMKya,8857,displaced,157,102
palita,8872,displaced,-611,8
staB,8882,displaced,-2118,4
sTA,8922,displaced,-291,22
vart,8930,displaced,157,20
lohitAkza,8963,displaced,-1061,8
tyaj,8991,displaced,-1222,7
prayoktar,9003,displaced,283,1
varz,9020,displaced,160,25
hrez,9048,displaced,11,2
Dam,9054,displaced,534,3
vyaD,9100,displaced,-1515,4
drORi,9110,displaced,-131,58
syad,9176,displaced,-5326,2
SradDA,9187,displaced,-6585,5
vart,9201,displaced,-114,20
vart,9201,displaced,-114,20
vart,9202,displaced,-115,20
maT,9208,displaced,-2572,1
gozpada,9223,displaced,-3348,1
majj,9223,displaced,5,4
pAlay,9225,displaced,-5,9
satyajit,9228,displaced,-8362,4
sarj,9237,displaced,-5501,1
sarj,9238,displaced,-5502,1
harz,9238,displaced,-348,19
nAgarAja,9242,displaced,-8051,2
pratiyodDar,9245,displaced,-4985,1
sTA,9290,displaced,177,22
vyaT,9352,displaced,85,25
sarp,9374,displaced,71,4
vyAmoha,9384,displaced,-2452,1
smar,9402,displaced,-542,13
mahezvAsa,9404,displaced,28,97
mumukzu,9414,displaced,-2940,1
pataga,9442,displaced,-5769,2
mahAmuni,9445,displaced,34,3
durdarSa,9452,displaced,-4014,1
mahattara,9452,displaced,-8153,1
Bavitar,9468,displaced,-4352,1
paW,9480,displaced,168,7
avahAra,9491,displaced,-8035,1
durvida,9510,displaced,-341,1
samanta,9516,displaced,-95,79
yAmya,9521,displaced,-55,2
saMDay,9554,displaced,-158,3
tripura,9555,displaced,15,3
tripura,9559,displaced,11,3
nisvAna,9569,displaced,-361,15
vidyut,9569,displaced,24,2
staB,9578,displaced,-2814,4
buD,9586,displaced,-3558,2
Bava,9586,displaced,8,157
Satarudriya,9612,displaced,27,3
bahurUpa,9619,displaced,-82,3
jval,9620,displaced,-174,8
viSvarUpa,9621,displaced,-160,1
sTARu,9625,displaced,-55,2
praSamana,9640,displaced,-625,1
mArga,12110,displaced,-3316,9
Suc,10,absent,,0
pat,16,absent,,0
pad,16,absent,,0
pad,26,absent,,0
pfzant,27,absent,,0
han,28,absent,,0
ruc,32,absent,,0
tar,43,absent,,0
hA,44,absent,,0
varj,45,absent,,0
tar,52,absent,,0
GAtaka,56,absent,,0
Sam,56,absent,,0
Sabdavant,60,absent,,0
nad,61,absent,,0
pravoQar,63,absent,,0
paripAlya,64,absent,,0
SORqa,65,absent,,0
BU,66,absent,,0
viS,66,absent,,0
sujaya,67,absent,,0
ji,70,absent,,0
yA,71,absent,,0
cEtra,76,absent,,0
marj,76,absent,,0
nah,78,absent,,0
saMhanana,79,absent,,0
sad,79,absent,,0
saMnahana,79,absent,,0
prAyARika,80,absent,,0
vad,80,absent,,0
SAlin,87,absent,,0
BaYj,91,absent,,0
plu,92,absent,,0
yAmuna,92,absent,,0
plu,96,absent,,0
lok,98,absent,,0
vad,98,absent,,0
saMjanana,100,absent,,0
raTAkza,104,absent,,0
sar,106,absent,,0
ras,108,absent,,0
lap,115,absent,,0
girivraja,120,absent,,0
nagnajit,120,absent,,0
barh,130,absent,,0
tadvat,142,absent,,0
dru,142,absent,,0
deSika,143,absent,,0
SrEzWya,156,absent,,0
yA,163,absent,,0
balasenA,199,absent,,0
nikara,202,absent,,0
pat,204,absent,,0
pA,205,absent,,0
nirGAta,206,absent,,0
car,221,absent,,0
cal,222,absent,,0
hlAd,222,absent,,0
dru,234,absent,,0
dru,235,absent,,0
nizpezaRa,241,absent,,0
tap,252,absent,,0
nad,257,absent,,0
duzpraDarzaRa,263,absent,,0
parizkAra,268,absent,,0
dA,268,absent,,0
var,268,absent,,0
vEyAGra,268,absent,,0
pratizedDar,273,absent,,0
marz,273,absent,,0
hA,274,absent,,0
sahizRu,278,absent,,0
tar,280,absent,,0
parizkAra,280,absent,,0
saMkrandana,281,absent,,0
paS,286,absent,,0
pipIla,288,absent,,0
hA,301,absent,,0
mETunika,304,absent,,0
vIj,307,absent,,0
sic,307,absent,,0
plu,310,absent,,0
vIj,310,absent,,0
pratidvirada,313,absent,,0
pratiyUTapa,314,absent,,0
vASitA,314,absent,,0
sPUrj,321,absent,,0
stanita,322,absent,,0
nisvanita,324,absent,,0
plu,324,absent,,0
naS,327,absent,,0
vA,328,absent,,0
SaravaRa,328,absent,,0
dar,329,absent,,0
Sru,329,absent,,0
sah,332,absent,,0
sar,348,absent,,0
giridvAra,349,absent,,0
mlA,350,absent,,0
man,359,absent,,0
DArin,365,absent,,0
dar,366,absent,,0
vezw,368,absent,,0
vezw,368,absent,,0
cArin,372,absent,,0
saMsTAsnucArin,372,absent,,0
voQar,373,absent,,0
mura,386,absent,,0
sunAman,388,absent,,0
gArgya,396,absent,,0
vAtsya,396,absent,,0
mudgala,397,absent,,0
pARqya,398,absent,,0
vAwaDAna,398,absent,,0
var,400,absent,,0
pArijAta,403,absent,,0
Jillin,409,absent,,0
vipfTu,409,absent,,0
SI,411,absent,,0
vanamAlin,412,absent,,0
halin,412,absent,,0
pratisaMyodDar,414,absent,,0
ta,427,absent,,0
jIv,428,absent,,0
vajrAy,429,absent,,0
parihArya,432,absent,,0
pat,434,absent,,0
sad,434,absent,,0
sUd,434,absent,,0
var,437,absent,,0
graB,439,absent,,0
yAc,441,absent,,0
svid,443,absent,,0
snih,445,absent,,0
sar,446,absent,,0
guh,447,absent,,0
Siz,449,absent,,0
marz,454,absent,,0
marz,456,absent,,0
marz,456,absent,,0
bahulIkar,463,absent,,0
sApekza,463,absent,,0
Guz,464,absent,,0
jYA,467,absent,,0
jIv,475,absent,,0
pat,475,absent,,0
SakalIBU,475,absent,,0
vanarAji,487,absent,,0
car,488,absent,,0
piz,488,absent,,0
car,495,absent,,0
mard,498,absent,,0
hastavant,498,absent,,0
nad,499,absent,,0
roDas,504,absent,,0
Penila,505,absent,,0
SatamAya,516,absent,,0
lal,525,absent,,0
taq,531,absent,,0
navati,539,absent,,0
sfj,541,absent,,0
cal,544,absent,,0
barh,550,absent,,0
plu,553,absent,,0
gal,555,absent,,0
pat,557,absent,,0
barhiRa,557,absent,,0
cud,559,absent,,0
sar,561,absent,,0
har,562,absent,,0
plu,568,absent,,0
muc,576,absent,,0
dvaMdvayudDa,582,absent,,0
sparh,582,absent,,0
sad,585,absent,,0
harzin,594,absent,,0
pratIkASa,595,absent,,0
viharaRa,597,absent,,0
pradoza,599,absent,,0
pat,609,absent,,0
plu,609,absent,,0
hval,611,absent,,0
pIq,612,absent,,0
plu,612,absent,,0
kzIva,614,absent,,0
Bogin,632,absent,,0
dru,635,absent,,0
vyA,635,absent,,0
mard,643,absent,,0
car,644,absent,,0
marj,654,absent,,0
sPar,654,absent,,0
Pena,662,absent,,0
var,667,absent,,0
SanakEs,669,absent,,0
stu,669,absent,,0
galvarka,672,absent,,0
masAra,672,absent,,0
masAra,672,absent,,0
viyant,672,absent,,0
pat,676,absent,,0
Siz,682,absent,,0
naS,685,absent,,0
naS,685,absent,,0
tuRqikera,691,absent,,0
madraka,692,absent,,0
cIrin,695,absent,,0
meKalin,695,absent,,0
yuj,696,absent,,0
yiyAsu,697,absent,,0
piRqa,702,absent,,0
dAhin,703,absent,,0
naS,705,absent,,0
hvA,709,absent,,0
padAntara,710,absent,,0
hvA,710,absent,,0
hvA,711,absent,,0
hvA,712,absent,,0
yuj,718,absent,,0
svaj,718,absent,,0
pratisvara,724,absent,,0
var,724,absent,,0
smi,725,absent,,0
trEgartaka,726,absent,,0
mAtar,726,absent,,0
duravApa,727,absent,,0
SiroDara,731,absent,,0
sru,731,absent,,0
parAkramin,735,absent,,0
SAtakumBa,739,absent,,0
SAtakumBamaya,739,absent,,0
har,743,absent,,0
lI,746,absent,,0
paSupati,755,absent,,0
vah,757,absent,,0
par,762,absent,,0
yODeya,768,absent,,0
DU,771,absent,,0
paS,773,absent,,0
svid,773,absent,,0
svid,773,absent,,0
qI,776,absent,,0
paSupati,787,absent,,0
BA,789,absent,,0
nam,792,absent,,0
haMsapada,798,absent,,0
Bojaya,804,absent,,0
saMpAti,804,absent,,0
pat,807,absent,,0
pArAvata,813,absent,,0
viS,838,absent,,0
vah,839,absent,,0
pat,844,absent,,0
halahalA,857,absent,,0
vErocana,859,absent,,0
muh,861,absent,,0
lok,864,absent,,0
var,869,absent,,0
marj,880,absent,,0
cikIrzu,881,absent,,0
yuj,881,absent,,0
nad,882,absent,,0
nad,887,absent,,0
pAzARa,896,absent,,0
juz,899,absent,,0
car,908,absent,,0
vArdDakzemi,916,absent,,0
lI,934,absent,,0
sAraNga,952,absent,,0
pArAvata,953,absent,,0
DA,957,absent,,0
lalAma,962,absent,,0
haridra,965,absent,,0
vah,966,absent,,0
vah,969,absent,,0
sAraNga,971,absent,,0
palAla,973,absent,,0
SAlapuzpa,980,absent,,0
piSaNga,983,absent,,0
palAla,985,absent,,0
SitipAda,986,absent,,0
sOcitti,986,absent,,0
baBru,994,absent,,0
mlA,994,absent,,0
mAlin,999,absent,,0
rAsaBa,1001,absent,,0
pawaccara,1010,absent,,0
puzkara,1014,absent,,0
daRqaketu,1015,absent,,0
SaradaRqa,1015,absent,,0
anudaRqi,1015,absent,,0
ruc,1028,absent,,0
ruc,1028,absent,,0
ruc,1028,absent,,0
ruc,1028,absent,,0
upanandaka,1032,absent,,0
pratimA,1035,absent,,0
SArNga,1036,absent,,0
yuj,1047,absent,,0
paS,1057,absent,,0
jIv,1061,absent,,0
Durya,1061,absent,,0
i,1061,absent,,0
pA,1078,absent,,0
SA,1078,absent,,0
nad,1080,absent,,0
Bid,1083,absent,,0
piYjalaka,1084,absent,,0
BUtakarman,1085,absent,,0
BUtakarman,1087,absent,,0
pitfvya,1088,absent,,0
BA,1105,absent,,0
lohitaDvaja,1105,absent,,0
var,1109,absent,,0
SalAka,1113,absent,,0
yUpaketu,1118,absent,,0
han,1120,absent,,0
ruj,1123,absent,,0
ruj,1123,absent,,0
viSezaRa,1124,absent,,0
Sak,1127,absent,,0
bidalIkfta,1134,absent,,0
ninIzu,1139,absent,,0
cukzoBayizu,1142,absent,,0
varj,1145,absent,,0
pat,1153,absent,,0
vezw,1153,absent,,0
vezwa,1154,absent,,0
tiryaggama,1162,absent,,0
sar,1164,absent,,0
cal,1165,absent,,0
graB,1169,absent,,0
graB,1170,absent,,0
plu,1171,absent,,0
man,1173,absent,,0
sic,1177,absent,,0
kftIsuta,1177,absent,,0
parvatapati,1179,absent,,0
sic,1181,absent,,0
sar,1182,absent,,0
sic,1184,absent,,0
sIv,1187,absent,,0
vezw,1189,absent,,0
viyant,1192,absent,,0
viyant,1194,absent,,0
soQar,1200,absent,,0
bAD,1201,absent,,0
valahantar,1202,absent,,0
dvEDa,1210,absent,,0
dolAy,1211,absent,,0
vA,1211,absent,,0
balla,1217,absent,,0
yA,1226,absent,,0
hvA,1231,absent,,0
diS,1234,absent,,0
vezw,1239,absent,,0
saMnipAta,1247,absent,,0
lal,1261,absent,,0
parvatarAj,1264,absent,,0
smi,1266,absent,,0
nad,1268,absent,,0
yam,1269,absent,,0
vEjayanta,1274,absent,,0
saMyantar,1275,absent,,0
vyasanin,1276,absent,,0
tapaScaryA,1280,absent,,0
sahasrika,1281,absent,,0
nI,1290,absent,,0
vArzika,1311,absent,,0
laguqa,1317,absent,,0
naKara,1318,absent,,0
cillaka,1320,absent,,0
cillaka,1320,absent,,0
ru,1323,absent,,0
jyotizka,1325,absent,,0
BayaMkartar,1325,absent,,0
var,1339,absent,,0
gomAyu,1342,absent,,0
nad,1342,absent,,0
pratisaMDAna,1345,absent,,0
ruj,1345,absent,,0
ji,1357,absent,,0
yas,1360,absent,,0
smi,1363,absent,,0
vyAkoSa,1365,absent,,0
har,1367,absent,,0
nam,1368,absent,,0
han,1373,absent,,0
sADAraRIkar,1378,absent,,0
biBitsu,1381,absent,,0
DvaMs,1387,absent,,0
Bid,1388,absent,,0
saMSraya,1388,absent,,0
saMsrava,1388,absent,,0
SI,1391,absent,,0
saMparka,1391,absent,,0
cUrRay,1394,absent,,0
roDas,1403,absent,,0
viS,1405,absent,,0
vij,1406,absent,,0
mard,1414,absent,,0
tap,1417,absent,,0
Suz,1417,absent,,0
gam,1420,absent,,0
har,1441,absent,,0
sukalita,1447,absent,,0
puT,1450,absent,,0
car,1451,absent,,0
sUd,1451,absent,,0
plu,1452,absent,,0
lul,1452,absent,,0
man,1455,absent,,0
has,1455,absent,,0
mUkatva,1457,absent,,0
hrI,1462,absent,,0
pftanAnI,1464,absent,,0
dA,1467,absent,,0
biBitsu,1478,absent,,0
jayizRu,1480,absent,,0
durAvAra,1480,absent,,0
Bid,1480,absent,,0
apratirUpya,1487,absent,,0
aprAtirUpya,1487,absent,,0
viS,1494,absent,,0
var,1501,absent,,0
pArSvatas,1505,absent,,0
vizahya,1518,absent,,0
Bid,1521,absent,,0
jan,1526,absent,,0
DA,1527,absent,,0
DvaMs,1529,absent,,0
han,1529,absent,,0
viS,1551,absent,,0
nad,1557,absent,,0
barh,1557,absent,,0
SiYj,1557,absent,,0
star,1560,absent,,0
sPur,1565,absent,,0
rAj,1567,absent,,0
vinAla,1567,absent,,0
star,1568,absent,,0
daRqaka,1569,absent,,0
vanDura,1569,absent,,0
vinAsAdaSana,1570,absent,,0
vinemidaSana,1570,absent,,0
prapAtin,1571,absent,,0
pat,1571,absent,,0
grEveya,1572,absent,,0
SuRqa,1573,absent,,0
vAlaDi,1574,absent,,0
modana,1576,absent,,0
han,1581,absent,,0
saMSuzka,1582,absent,,0
svid,1582,absent,,0
plu,1586,absent,,0
prabAhu,1610,absent,,0
hval,1613,absent,,0
cal,1614,absent,,0
gam,1622,absent,,0
BA,1622,absent,,0
Bid,1624,absent,,0
talpa,1626,absent,,0
talpa,1626,absent,,0
BaYj,1629,absent,,0
sad,1630,absent,,0
ruj,1631,absent,,0
prasvana,1634,absent,,0
sPur,1639,absent,,0
muc,1640,absent,,0
saMmimAnayizu,1641,absent,,0
mahAnaka,1676,absent,,0
krakaca,1676,absent,,0
lavaRajala,1676,absent,,0
pratyamitra,1677,absent,,0
vihvalatA,1680,absent,,0
pratimA,1694,absent,,0
biBitsu,1696,absent,,0
cyu,1717,absent,,0
vimuKIkar,1719,absent,,0
daRqaka,1731,absent,,0
vanDura,1731,absent,,0
paS,1737,absent,,0
gAh,1742,absent,,0
pat,1742,absent,,0
vizwamBayizu,1746,absent,,0
saMstamBayizu,1746,absent,,0
pravaRa,1748,absent,,0
siD,1748,absent,,0
tan,1753,absent,,0
Damani,1753,absent,,0
gar,1754,absent,,0
nud,1771,absent,,0
Sak,1780,absent,,0
sar,1783,absent,,0
vAtAy,1787,absent,,0
har,1787,absent,,0
har,1787,absent,,0
luq,1804,absent,,0
paS,1822,absent,,0
cUta,1829,absent,,0
mard,1831,absent,,0
sic,1842,absent,,0
nityagati,1855,absent,,0
plu,1862,absent,,0
cud,1869,absent,,0
vfkzAraka,1872,absent,,0
tiryagDAra,1875,absent,,0
mArttikAvataka,1892,absent,,0
SatruMjaya,1899,absent,,0
sru,1926,absent,,0
puT,1935,absent,,0
har,1937,absent,,0
plu,1944,absent,,0
saMSuzka,1944,absent,,0
plu,1950,absent,,0
yA,1967,absent,,0
cUrRay,1972,absent,,0
cUrRay,1972,absent,,0
lup,1976,absent,,0
saMkawa,1977,absent,,0
sfgAla,1979,absent,,0
vac,1990,absent,,0
samaYjasa,1990,absent,,0
lipsu,1992,absent,,0
SI,1995,absent,,0
mAnakft,1996,absent,,0
Suz,2000,absent,,0
prativIrya,2002,absent,,0
mar,2014,absent,,0
mar,2020,absent,,0
har,2020,absent,,0
vac,2025,absent,,0
anukampaka,2030,absent,,0
Sam,2031,absent,,0
pretakarman,2033,absent,,0
har,2041,absent,,0
niSAcarapati,2046,absent,,0
har,2051,absent,,0
ruz,2054,absent,,0
lI,2059,absent,,0
har,2064,absent,,0
varj,2073,absent,,0
mA,2082,absent,,0
gam,2087,absent,,0
cetasaka,2095,absent,,0
niKarba,2097,absent,,0
yAc,2104,absent,,0
yAc,2106,absent,,0
virajas,2108,absent,,0
har,2112,absent,,0
bindu,2113,absent,,0
mar,2113,absent,,0
har,2115,absent,,0
pU,2116,absent,,0
ruj,2118,absent,,0
taTya,2136,absent,,0
barh,2136,absent,,0
saliNga,2141,absent,,0
man,2142,absent,,0
saMBAza,2148,absent,,0
pARigrahaRa,2149,absent,,0
har,2150,absent,,0
zWIvi,2157,absent,,0
piWara,2159,absent,,0
BAjana,2159,absent,,0
zWIvin,2163,absent,,0
Sas,2164,absent,,0
saMBAvya,2166,absent,,0
yiyakzu,2172,absent,,0
manoBiprAya,2174,absent,,0
Svitya,2183,absent,,0
SvEtya,2183,absent,,0
raj,2187,absent,,0
nEmittika,2194,absent,,0
tap,2195,absent,,0
SvEtya,2195,absent,,0
nartana,2199,absent,,0
pUrRaka,2199,absent,,0
varDamAnaka,2199,absent,,0
dohana,2204,absent,,0
sArvakAmika,2206,absent,,0
SvEtya,2208,absent,,0
vezw,2209,absent,,0
Sivi,2209,absent,,0
brAhmaRasAt,2214,absent,,0
prayuta,2218,absent,,0
mud,2224,absent,,0
jArUTya,2232,absent,,0
ati,2235,absent,,0
BA,2235,absent,,0
ati,2235,absent,,0
dIp,2237,absent,,0
par,2239,absent,,0
manaskAnta,2245,absent,,0
man,2250,absent,,0
valgu,2255,absent,,0
Elavila,2263,absent,,0
man,2265,absent,,0
rAgaKARqava,2267,absent,,0
mAnDAtar,2272,absent,,0
pfzadAjya,2274,absent,,0
har,2275,absent,,0
DA,2276,absent,,0
sru,2279,absent,,0
ji,2280,absent,,0
ji,2280,absent,,0
dA,2284,absent,,0
rohita,2284,absent,,0
brAhmaRasAt,2289,absent,,0
cAturmAsya,2293,absent,,0
SarmizWA,2297,absent,,0
nABAga,2303,absent,,0
pUpa,2309,absent,,0
pUrika,2309,absent,,0
pAnaka,2310,absent,,0
pAnaka,2310,absent,,0
mEreyaka,2310,absent,,0
pA,2312,absent,,0
nABAga,2313,absent,,0
yAjin,2314,absent,,0
man,2317,absent,,0
SaSabindu,2321,absent,,0
SASabindava,2324,absent,,0
paryanta,2328,absent,,0
ji,2339,absent,,0
dA,2342,absent,,0
Sarkara,2344,absent,,0
star,2350,absent,,0
sAMkfti,2356,absent,,0
carmaRvant,2360,absent,,0
piWara,2367,absent,,0
vasvokasArA,2371,absent,,0
dOzmanta,2377,absent,,0
dam,2379,absent,,0
dam,2381,absent,,0
dam,2382,absent,,0
sarvadamana,2383,absent,,0
siD,2383,absent,,0
han,2383,absent,,0
anu,2384,absent,,0
var,2386,absent,,0
gam,2389,absent,,0
Sri,2389,absent,,0
vas,2400,absent,,0
duDukzu,2409,absent,,0
nikAya,2409,absent,,0
dogDar,2410,absent,,0
dogDar,2410,absent,,0
vatsala,2410,absent,,0
prarohaRa,2411,absent,,0
dvimUrDan,2413,absent,,0
nikAya,2420,absent,,0
vikriyA,2428,absent,,0
tAmraliptaka,2436,absent,,0
mArttikAvata,2436,absent,,0
vItahotra,2436,absent,,0
vItihotra,2436,absent,,0
nalva,2440,absent,,0
sar,2446,absent,,0
rAjika,2451,absent,,0
sAMnAhika,2461,absent,,0
tap,2462,absent,,0
svizwa,2463,absent,,0
yajvin,2466,absent,,0
yA,2478,absent,,0
spand,2480,absent,,0
SampAtAla,2488,absent,,0
Bettar,2497,absent,,0
vinirgama,2498,absent,,0
lal,2503,absent,,0
pota,2504,absent,,0
prahantar,2508,absent,,0
prahantar,2508,absent,,0
DvaMs,2519,absent,,0
pota,2522,absent,,0
BIruka,2522,absent,,0
lap,2527,absent,,0
yA,2534,absent,,0
dah,2541,absent,,0
jIvaka,2544,absent,,0
sma,2561,absent,,0
sma,2561,absent,,0
yuj,2577,absent,,0
saMyAva,2594,absent,,0
ced,2595,absent,,0
ced,2597,absent,,0
