ref_id,parvan,verse,headword_slp1,marker,confidence,edition_ref,evidence_tier,bori_locus,verdict,cascade_tier,retrieved_form_slp1,quote
PWG-L70213-MBH8.1932,8,1932,kAkavASin,st.,medium,Bomb,quote-fuzzy,"01,106.10",confirmed,local-GRETIL,kAkavASinaH,"kavASin#}¦ adj. Kāka {%krächzend%}, von der Krähe MBH. 8,1932, nach der Lesart der ed. Bomb.; {#kAkajAnvayAH#} st. {#kAkavASinaH#} ed. Calc. — Vgl. {#kAkAkft#}."
PWG-L52657-MBH8.2085,8,2085,bAhyAlaya,st.,medium,Bomb,quote-fuzzy,"08,30.61",confirmed,local-GRETIL,vAhyAlayAdfte,"rt der Verstossenen%} d. i. {%das Land der%} Bāhīka MBH. 8,2085. {#bAhyanayAdfte#} (Schol.: {#bAhIkanItiM vinA#}) ed. Bomb. st. {#vAhyAlayAdfte#} der ed. Calc."
PWG-L82848-MBH8.2115,8,2115,rakz,zu lesen,high,,quote-fuzzy,"06,30.11",confirmed,local-GRETIL,avakzaranto,"puruzAH puruzEH saha . anyo'nyamavarakzanto deSe deSe samETunAH ..#} MBH. 8,2115, wo aber wohl {#avakzaranto#} {%begiessend, besudelnd%} (mit Samen) zu lesen ist. Der bei der Umstellung erscheinende s"
PWG-L82541-MBH8.2557,8,2557,yoDa,zu lesen,high,Bomb,quote-fuzzy,"08,36.36",confirmed,local-GRETIL,yoDavratasa˚,"BH. 1,6687. 3,15753. 4,1161. 8,2557 (wo mit der ed. Bomb. {#yoDavratasa˚#} zu lesen ist). R. 1,5,20. 6,20. 2,41,18. <ls n=""R. 2,"""
PWG-L116719-MBH8.2611,8,2611,hA,fehlerhaft,high,Bomb,quote-fuzzy,"07,31.67",confirmed,local-GRETIL,samujjahruH,"#apa#}, nicht {#apa#} + {#A#}. — {#samud#}, {#samujjahuH#} MBH. 8,2611 fehlerhaft für {#samujjahruH#}, wie ed. Bomb. liest. — {#upa#} pass. {%"
PWG-L103416-MBH8.3018,8,3018,saMkawa,fehlerhaft,high,Bomb,quote-fuzzy,"08,65.13",confirmed,local-GRETIL,sakawAkzam,"RAS. 3,23. {#su˚#} BHĀG. P. 10,88,16. — {#saNkawAKyam#} MBH. 8,3018 fehlerhaft für {#sakawAkzam#}, wie die ed. Bomb. liest. — Vgl. {#prARa˚"
PWG-L97899-MBH8.3355,8,3355,Sam,zu lesen,high,Bomb,quote-fuzzy,"04,6.15",confirmed,local-GRETIL,praSamaya mAdya,"} M. 8,391. MBH. 2,2309. 3,12978. 8,3355 (wohl {#praSamaya mAdya#} zu lesen st. {#me 'dya#} der ed. Calc. und {#praSamayasedya#} der ed. Bomb.<"
PWG-L97899-MBH8.3355,8,3355,Sam,st.,medium,Bomb,quote-fuzzy,"04,6.15",confirmed,local-GRETIL,praSamaya mAdya,"} M. 8,391. MBH. 2,2309. 3,12978. 8,3355 (wohl {#praSamaya mAdya#} zu lesen st. {#me 'dya#} der ed. Calc. und {#praSamayasedya#} der ed. Bomb.). {"
PWG-L102169-MBH8.4205,8,4205,Svasana,zu lesen,high,Bomb,quote-fuzzy,"08,65.13",confirmed,local-GRETIL,samAtatena Svasanena,"%} d. i. {%was da gefühlt wird%} BHĀG. P. 2,2,29. — MBH. 8,4205 ist statt {#samAtatena Svasanena#} mit der ed. Bomb. zu lesen {#tamAtatenezvasanena#}."
PWG-L102169-MBH8.4205,8,4205,Svasana,statt,medium,Bomb,quote-fuzzy,"08,65.13",confirmed,local-GRETIL,samAtatena Svasanena,"%} d. i. {%was da gefühlt wird%} BHĀG. P. 2,2,29. — MBH. 8,4205 ist statt {#samAtatena Svasanena#} mit der ed. Bomb. zu lesen {#tamAtatenezvasanena#}."
PWG-L101797-MBH9.107,9,107,Sru,st.,medium,Bomb,quote-fuzzy,"07,54.20",confirmed,local-GRETIL,SvaH Srozyase,",25,14. BHĀG. P. 7,5,3. {#Srozye#} MBH. 9,105. 107. R. GORR. 2,120,22. 5,23,18. 69,26. {#SvaH Srozyase#} (so ed. Bomb. st. {#˚te#}) {#Sirastasya sEnDavasya raRe hftam#} MBH. 7,2725. {#SfRuzvAvahito"
PWG-L51370-MBH9.300,9,300,pluz,fehlerhaft,high,,quote-fuzzy,"09,5.9",confirmed,local-GRETIL,pluzwASlizwAyataBuja,"pluzwa#} fehlerhaft für {#puzwa#} zu stehen: {#pluzwASlizwAyataBuja#} MBH. 9,300. {#Boga˚#} KATH"
PWG-L62711-MBH9.1005,9,1005,aNkuSa,zu lesen,high,,quote-fuzzy,"12,194.14",confirmed,local-GRETIL,darpANkuSa,"des Elephanten dienender Haken%}: {#(mAtaNgaH) aNkuSANguzWanoditAH#} MBH. 9,1005. {#˚vAraRa#} HALĀY. 2,67. bildlich: {#strIvAkyANkuSaprakzuRRa#} Spr. 1025. {#darpANkuSa#} (so ist zu lesen) {%ein Mitte"
PWG-L103677-MBH9.1251,9,1251,saMGarza,zu lesen,high,Bomb,quote-fuzzy,"07,74.48",confirmed,local-GRETIL,saMGarzeRA˚,"187. 6,3360 ({#saMharza#} ed. Bomb.). 9,1251 ({#saMGarzeRA˚#} zu lesen; {#saMGAtenA˚#} ed. Bomb.). 12,49. R. 7,42,14. <ls n="
PWG-L103678-MBH9.1251,9,1251,saMGarzaRa,zu lesen,high,,quote-fuzzy,"07,14.21",confirmed,local-GRETIL,saMGarzaRA˚,"Bomb. und NĪLAK., der aber auch unsere Lesart kennt. — MBH. 9,1251 ist statt {#saMGarzaRA˚#} zu lesen {#saMGarzeRA˚#}."
PWG-L103678-MBH9.1251,9,1251,saMGarzaRa,statt,medium,,quote-fuzzy,"07,14.21",confirmed,local-GRETIL,saMGarzaRA˚,"Bomb. und NĪLAK., der aber auch unsere Lesart kennt. — MBH. 9,1251 ist statt {#saMGarzaRA˚#} zu lesen {#saMGarzeRA˚#}."
PWG-L114765-MBH9.2207,9,2207,sru,st.,medium,,quote-fuzzy,"04,4.43",confirmed,local-GRETIL,sarasaH kumAraDArA,"{#sarasaH kumAraDArA#} MBH. 3,8127. {#himavatpArSvAtsarit#} 9,2207. {#DAtavaH#} HARIV. 8265. {#nirantaraprasrutadAnavAriBiH#} (so lesen wir st. {#prastuta#}) Inschr. in Journ. of the Am. Or. S. 7,11, "
PWG-L40657-MBH9.2628,9,2628,nftyapriya,fälschlich,medium,,quote-fuzzy,"04,4.43",confirmed,local-GRETIL,nityapriya,{#A#} N. pr. einer der Mütter im
PWG-L50103-MBH9.3527,9,3527,prasAdana,fehlerhaft,high,,quote-fuzzy,"03,163.52",confirmed,local-GRETIL,duzprasAdana,"rch, dass ich dich gnädig stimme%}, SĀV. 5,81. {#prasADana#} MBH. 9,3527. fehlerhaft für {#prasAdana#}. Vgl. {#duzprasAdana#}. — b〉 {%gekochter Reis%} <ls"
PWG-L60059-MBH1.5,1,5,mArga,falsch,medium,,lemma,"08,65.13",reading-supported,local-GRETIL,cacAra samare mArgAnbAREH,">MBH. 1,5340. {#cacAra samare mArgAnbAREH#} (u. {#car#} 5. falsch übersetzt) R. 3,34,4. {#sa tena (nistriMSena) vicaranmArgAn#} (u. {#car"
PWG-L60059-MBH1.5,1,5,mArga,falsch,medium,,lemma,"08,65.13",reading-supported,local-GRETIL,cacAra samare mArgAnbAREH,">MBH. 1,5340. {#cacAra samare mArgAnbAREH#} (u. {#car#} 5. falsch übersetzt) R. 3,34,4. {#sa tena (nistriMSena) vicaranmArgAn#} (u. {#car#} mit {#vi#} 11. falsch übersetzt) HARIV. 11047 (S. 791). {#ca"
PWG-L71585-MBH1.86,1,86,kErava,fälschlich,medium,Bomb,lemma,"02,51.6",reading-supported,local-GRETIL,nfbudDikOravARAM,"D. 282. BHĀMINĪV. 1,73 (s. u. {#kEravin#} 2.). MBH. 1,86 liest die ed. Bomb. fälschlich {#nfbudDikOravARAM#}."
PWG-L95256-MBH1.684,1,684,veda,st.,medium,,lemma,"01,2.232",reading-supported,local-GRETIL,vedaScATAMSumAn,". {#vedaScATAMSumAn#} der älteren). ein Schüler Āyodaʼs MBH. 1,684."
PWG-L96461-MBH1.723,1,723,vyA,fehlerhaft,high,,lemma,"01,186.10",reading-supported,local-GRETIL,ahIndraBogEH,"wickelt%}: {#ahIndraBogEH#} BHĀG. P. 3,8,29. {#aDivyayantO#} MBH. 1,723 fehlerhaft; s. u. {#ava#}. — {#apa#} 1〉 {%abziehen, abdecken%}: {#apo\ mahi^ vya"
PWG-L114357-MBH1.764,1,764,sparS,zu lesen,high,Bomb,lemma,"01,37.11",reading-supported,local-GRETIL,apo 'paspfSya,"nuspfSatAt#} BHĀG. P. 3,9,22. — {#apa#} scheinbar MBH. 1,764, da st. {#apo 'paspfSya#} mit der ed. Bomb. {#apa upa˚#} zu lesen ist. Vgl. {#anapaspfS#}. — {#aBi#} 1〉 {%berühren%}: {#kaTamasmadviDA"
PWG-L114357-MBH1.764,1,764,sparS,st.,medium,Bomb,lemma,"01,37.11",reading-supported,local-GRETIL,apo 'paspfSya,"nuspfSatAt#} BHĀG. P. 3,9,22. — {#apa#} scheinbar MBH. 1,764, da st. {#apo 'paspfSya#} mit der ed. Bomb. {#apa upa˚#} zu lesen ist. Vgl.</ab"
PWG-L46044-MBH1.1204,1,1204,purAtana,zu lesen,high,,lemma,"08,69.43",reading-supported,local-GRETIL,AKyAtuM tatsamAreBe viSAlAyAH purAtanam,"7388. 7955. so ist wohl auch MBH. 1,1204 zu lesen. n. {%eine alte Sage%}: {#AKyAtuM tatsamAreBe viSAlAyAH purAtanam#} R. 1,4"
PWG-L85874-MBH1.1445,1,1445,laNG,st.,medium,,lemma,"01,147.18",reading-supported,local-GRETIL,lambayitvA,"md, beleidigen, verletzen%} M. 5,151. 8,371. MBH. 1,1445 {#lambayitvA#} ed. (Bomb.). HARIV. 571 ({#tarjitA#} st. {#laNGitA#} die neuere Ausg.). Spr. 5397. {#rajasA alaNGitAtmA#} {"
PWG-L27984-MBH1.1558,1,1558,jyotika,fehlerhaft,high,,lemma,"02,29.10",reading-supported,local-GRETIL,mEtrajyotika,"{#jyotika#}¦ m. N. pr. eines Nāga MBH. 1,1558. Viell. nur fehlerhaft für {#jyotizka#}. — Vgl. {#mEtrajyotika#}."
PWG-L106569-MBH1.1699,1,1699,sarj,zu lesen,high,Bomb,lemma,"01,37.12",reading-supported,local-GRETIL,skanDe mftaM samAsrAkzItpannagam,"A sarpaM skanDe samAsfjat#} (richtiger {#˚sajat#} ed. Bomb.) MBH. 1,1699. {#cIramekaM svasminskanDe samAsfjat#} R. GORR. 2,37,12. {#skanDe mftaM samAsrAkzItpannagam#} (wohl {#˚sANkzIt#} zu lesen) MBH."
PWG-L106569-MBH1.1703,1,1703,sarj,zu lesen,high,,lemma,"01,37.12",reading-supported,local-GRETIL,skanDe mftaM samAsrAkzItpannagam,"s>. {#skanDe mftaM samAsrAkzItpannagam#} (wohl {#˚sANkzIt#} zu lesen) MBH. 1,1703. — 2〉 {%Jmd%} (loc.) {%übergeben%} HARIV. 6434 (wohl {#˚sajat#} zu lesen). {#putre rAjyaM samAsfjya#} (v. l. {#˚sajya#"
PWG-L41710-MBH1.2020,1,2020,paW,zu lesen,high,,lemma,"01,47.6",reading-supported,local-GRETIL,sarpasattramiti KyAtaM purARe paripaWyate,"aufzählen, erwähnen%}: {#sarpasattramiti KyAtaM purARe paripaWyate#} MBH. 1,2020. SUŚR. 2,88,16. BHAVIṢYA-P._in_Verz. d. Oxf. H. 33,b,14 (wo wohl {#vede#} zu lesen ist). {%bezeichnen als, nennen%}: {#"
PWG-L54447-MBH1.2304,1,2304,BAgin,zu lesen,high,Bomb,lemma,"08,65.33",reading-supported,local-GRETIL,piRqAcCAdAnamAtrEka˚,"/ls>. {#piRqAcCAdAnamAtrEka˚#} 36,45. {#rAjya˚#} MBH. 1,2304. [Page5-0239] {#gArhasTya˚#} (so zu lesen mit der ed. Bomb.) 6134. {#dyuti˚#} 13,4231</l"
PWG-L19368-MBH1.2367,1,2367,kolAhala,fälschlich,medium,,lemma,"01,17.14",reading-supported,local-GRETIL,kolAlAhalaH,"n=""1"">— 2〉 m. N. pr. eines personificirten Berges MBH. 1,2367. fg. (an der ersten Stelle fälschlich: {#kolAlAhalaH#}). LIA. I, 606."
PWG-L62766-MBH1.2792,1,2792,ac,zu lesen,high,,lemma,"04,6.15",reading-supported,local-GRETIL,svasitAYcitamUrDajA,"— 3〉 {#aYcita#} {%kraus, lockig%}: {#svasitAYcitamUrDajA#} MBH. 1,2792. R. GORR. 2,66,25, wo {#prakIrRAYcitamUrDaja#} st. {#prakIrRAcita˚#} zu lesen ist. — {#aDi#} vgl. {#aDyaYc#}. — {#anu#} vgl. {#"
PWG-L62766-MBH1.2792,1,2792,ac,st.,medium,,lemma,"04,6.15",reading-supported,local-GRETIL,svasitAYcitamUrDajA,"— 3〉 {#aYcita#} {%kraus, lockig%}: {#svasitAYcitamUrDajA#} MBH. 1,2792. R. GORR. 2,66,25, wo {#prakIrRAYcitamUrDaja#} st. {#prakIrRAcita˚#} zu lesen ist. — {#aDi#} vgl. {#aDyaYc#}. <div"
PWG-L113516-MBH1.2987,1,2987,sKalana,druckfehler,high,,lemma,"01,67.33",reading-supported,local-GRETIL,rAjyAdasKalanam,"fallen aus%} so v. a. {%das Kommen um%}: {#rAjyAdasKalanam#} MBH. 1,2987. — 4〉 {%das Fehlgehen, Sichirren%}: {#gotra˚#} {%im Namen%} Spr. (II) 4137. SĀH. D. 219 ({#gAtra˚#} Druckfehler in der neueren "
PWG-L48950-MBH1.3459,1,3459,pratyavekzya,zu lesen,high,,lemma,"07,51.17",reading-supported,local-GRETIL,pratyavekzAni˚,"}¦ (wie eben) adj. {%auf den man Rücksicht zu nehmen hat%} MBH. 1,3459. — RAGH. 17,53 ist {#pratyavekzAni˚#} zu lesen."
PWG-L71756-MBH1.4054,1,4054,kOmArika,lies,high,,lemma,"12,171.61",reading-supported,local-GRETIL,kumArIsnehavant,"{%Mädchen —, Töchter liebend%}; = {#kumArIsnehavant#}"
PWG-L106569-MBH1.4350,1,4350,sarj,zu lesen,high,Bomb,lemma,"05,94.43",reading-supported,local-GRETIL,anAryAM matim,"pararAzwrARi visfjyABipravarDitaH#} ({#vimfjya#} ed. Bomb.) MBH. 1,4350. {#anAryAM matim#} R. 2,21,43. {#caRqatAm#} (so mit der ed. Bomb. zu lesen) MĀLAV. 55. Spr. (II) 5852. 6234. <ls n=""Spr. (I"
PWG-L38684-MBH1.4804,1,4804,nikAya,falsch,medium,,lemma,"04,4.43",reading-supported,local-GRETIL,devanikAyAnAM sendrARAM ca divOkasAm,"h erklärt) M. 1,36. {#devanikAyAnAM sendrARAM ca divOkasAm#} MBH. 1,4804."
PWG-L20033-MBH1.5142,1,5142,klIba,lies,high,,lemma,"04,6.15",reading-supported,local-GRETIL,na SUrasya saKA klIvaH,". MED. (lies: {#avikrame#}). {#na SUrasya saKA klIvaH#} MBH. 1,5142. {#kaccidrAjanna nirvedAd"
PWG-L7743-MBH1.5156,1,5156,aho,zu lesen,high,,lemma,"01,122.15",reading-supported,local-GRETIL,aho vo DigbalaM kzAttram,"PAÑCAT."">234,9. ŚĀK. 18,9. {#aho vo DigbalaM kzAttram#} MBH. 1,5156. {#Digaho#} (so ist zu lesen st. {#digaho#}) {#kazwAM strIzvanuroDitAm#} KATHĀS. 20,197. {#aho vata#"
PWG-L7743-MBH1.5156,1,5156,aho,st.,medium,,lemma,"01,122.15",reading-supported,local-GRETIL,aho vo DigbalaM kzAttram,"PAÑCAT."">234,9. ŚĀK. 18,9. {#aho vo DigbalaM kzAttram#} MBH. 1,5156. {#Digaho#} (so ist zu lesen st. {#digaho#}) {#kazwAM strIzvanuroDitAm#} KATHĀS. 20,197. {#aho vata#} ({%weh"
PWG-L36186-MBH1.5308,1,5308,Dar,zu lesen,high,,lemma,"12,167.21",reading-supported,local-GRETIL,dravyaM DArayati,"anustURO ca) prAdAnmamEva BagavAnDArayasveti#} MBH. 3,11980. 1,5308. {#DAraya#} MṚCCH. 46,3. {#BUmizWaM#} (so ist wohl zu lesen mit der v. l.) {#dravyaM DArayati#} 49,4. {#(kanakasUtram) a"
PWG-L122468-MBH1.5545,1,5545,saYj,st.,medium,Bomb,lemma,"08,69.43",reading-supported,local-GRETIL,utkarzeRa sarvatra vyAptaH,"ab> 558, Z. 2 lies 13,7329. — {#ud#}, {#utsakta#} MBH. 1,5545 Lesart der ed. Bomb. st. {#utsikta#} der Calc. = {#utkarzeRa sarvatra vyAptaH#} NĪLAK. viel"
PWG-L114394-MBH1.5792,1,5792,spaSa,zu lesen,high,Calc,lemma,"04,4.43",reading-supported,local-GRETIL,spaSADyakza,"taH spaSaH#} (so st. {#spfSaH#} zu lesen) M. 8,116. MBH. 1,5792 ({#sparSa#} ed. Calc.). {#spaSADyakza#}"
PWG-L84911-MBH1.5884,1,5884,ruj,statt,medium,Bomb,lemma,"04,6.15",reading-supported,local-GRETIL,vajreRevAvarugRAnAM nagAnAm,"#rurukzaRi#}. — {#ava#} {%abbrechen%}: {#avarujya gulmAn#} MBH. 1,5884. {#vajreRevAvarugRAnAM nagAnAm#} HARIV. 3565. statt {#avarugnam#} MBH. 7,1345 liest die ed. Bomb. richtiger {#avasTAnam#}."
PWG-L1211-MBH1.5909,1,5909,atas,zu lesen,high,,lemma,"01,138.20",reading-supported,local-GRETIL,duHKataraM SakyaM mayA druzwumataH param . yo 'ham,"el. mit dem pron. rel.: {#kiM nu#} (so ist zu lesen mit MBH. 1,5909.) {#duHKataraM SakyaM mayA druzwumataH param . yo 'ham#} u."
PWG-L67140-MBH1.6390,1,6390,i,lies,high,Bomb,lemma,"01,75.18",reading-supported,local-GRETIL,prehi mAm,". 3 lies {#prehi\ prehi^#}; Z. 3 vom Ende {#prehi mAm#} MBH. ed. Bomb. 1,6390 (s"
PWG-L67140-MBH1.6390,1,6390,i,zu lesen,high,Bomb,lemma,"01,75.18",reading-supported,local-GRETIL,prehi mAm,". 3 lies {#prehi\ prehi^#}; Z. 3 vom Ende {#prehi mAm#} MBH. ed. Bomb. 1,6390 (so zu lesen st. 3690.) — Vgl. {#prAya, prAyaRa, prAyas#}. — {"
PWG-L67140-MBH1.6390,1,6390,i,st.,medium,Bomb,lemma,"01,75.18",reading-supported,local-GRETIL,prehi mAm,". 3 lies {#prehi\ prehi^#}; Z. 3 vom Ende {#prehi mAm#} MBH. ed. Bomb. 1,6390 (so zu lesen st. 3690.) — Vgl. {#prAya, prAyaRa, prAyas#}. — {#aBipra#"
PWG-L98096-MBH1.6684,1,6684,SaraBa,statt,medium,Bomb,lemma,"02,28.47",reading-supported,local-GRETIL,kAMScicCabarAn,"s 7,6944. — d〉 pl. eines Volkes MBH. 1,6684. statt {#kAYcIYCaraBAn#} liest aber die ed. Bomb. besser {#kAMScicCabarAn#}. <div n=""2"""
PWG-L113579-MBH1.6694,1,6694,staB,statt,medium,,lemma,"04,4.43",reading-supported,local-GRETIL,yadupayuktaM cirAdvipacyate vizwaBnAti vA,"kAnvizwaBya tizWati#} MBH. 5,3182. 1,3757. 6694. — 7〉 von Speisen {%sich stopfen, im Magen liegen bleiben%} (statt verdaut zu werden): {#yadupayuktaM cirAdvipacyate vizwaBnAti vA#} SUŚR. 1,171,4."
PWG-L33916-MBH1.6841,1,6841,duz,zu lesen,high,,lemma,"01,170.21",reading-supported,local-GRETIL,dUzayantaM tapastejaH kroDam,va candanam#} 177. {#dUzayantaM tapastejaH kroDam#}
PWG-L97640-MBH1.7578,1,7578,Satahan,zu lesen,high,,lemma,"04,4.43",reading-supported,local-GRETIL,ayaHkaRwakasaMCannASataGnImahatISilA,MCannA SataGnI mahatI SilA#} VIJAYARAKṢITA</ls
PWG-L70409-MBH1.7648,1,7648,kAmin,st.,medium,,lemma,"01,99.18",reading-supported,local-GRETIL,sArvakAlikIm,"} SUND. 1,31; {#sArvakAlikIm#} st. {#sarvakAminIm#} MBH. 1,7648."
PWG-L23301-MBH1.7675,1,7675,gorakza,zu lesen,high,,lemma,"01,202.24",reading-supported,local-GRETIL,AH nivfttakfzigorakzA (BUH),"nes adj. comp. f. {#AH nivfttakfzigorakzA (BUH)#} MBH. 1,7675. Statt {#gorakza#} n. ist wohl überall {#gorakzya#} oder {#gOrakzya#} zu lesen; {#kza#} und {#kzya#} werden auch sonst mit einander verwec"
PWG-L30686-MBH1.8258,1,8258,toza,fehlerhaft,high,,lemma,"01,145.7",reading-supported,local-GRETIL,tozamativyAharatAm,"uṣita — Götter BHĀG. P. 4,1,7. — {#tozamativyAharatAm#} MBH. 1,8258 fehlerhaft für {#tezAmati˚#}, wie schon WEST. u. {#hf#} mit {#vyA#} verbessert."
PWG-L87302-MBH10.222,10,222,vac,zu lesen,high,,lemma,"04,4.43",reading-supported,local-GRETIL,adya bArhaspataH SrImAnyuktaH puzyeRa,"ravaktuM veza eva ca#} {%lässt sich nicht mittheilen, — beschreiben%} MBH. 10,222. {#adya bArhaspataH SrImAnyuktaH puzyeRa#} (so ist zu lesen) {#procyate brAhmaREH#} R. 2,26,9 (11 GORR.). H. 19</l"
PWG-L41788-MBH10.392,10,392,pat,zu lesen,high,,lemma,"08,69.43",reading-supported,local-GRETIL,tAMstu dEvahatAnpUrvaM paScAddrORirvyapAtayat,"s>MBH. 7,6149. {#tAMstu dEvahatAnpUrvaM paScAddrORirvyapAtayat#} 10,392. Es ist wohl an beiden Stellen {#nyapA˚#} zu lesen. — {#anuvi#} {%davonfliegen nach%} (acc.): {#(vAcAm) ekA vi pra^pA\tA"
PWG-L87647-MBH10.504,10,504,vad,zu lesen,high,,lemma,"04,6.15",reading-supported,local-GRETIL,nArto 'pyapavadedviprAn,"ṄKH. ŚR. 13,16,1. {#nArto 'pyapavadedviprAn#} M. 4,236. MBH. 10,504. {#svaM putramapavadati#} oder {#˚te#} P. 1,3,77, Sch. {#nfByo 'pavadamAnasya#} (so ist zu lesen) BHAṬṬ. 8,45. — 2〉 act. {%Jmd%} (ac"
PWG-L48217-MBH10.644,10,644,praticakra,zu lesen,high,,lemma,"04,6.15",reading-supported,local-GRETIL,indrayAnaM sucArucAru praticakracakram,"einen unvergleichlichen Discus besitzend%} 10709. MBH. 10,644. {#indrayAnaM sucArucAru praticakracakram#} (es ist wohl {#sucAru cArupra˚#} zu lesen) viell. {%Nebenrad und Rad%} HARIV. 13115."
PWG-L55954-MBH11.97,11,97,Brajj,lies,high,Bomb,lemma,"01,79.6",reading-supported,local-GRETIL,pariBfjjantam,"braten%}: {#pariBfjjantam#} (lies {#pariBfjjyantam#} pass.) MBH. 11,97, ed. Bomb. ({#pariBujyant"
PWG-L101574-MBH12.518,12,518,Sri,fälschlich,medium,Bomb,lemma,"12,287.32",reading-supported,local-GRETIL,taTAdyA prakftiryogAdaBisaMSrIyate,"n=""1"">— 2〉 act. {%sich überlassen, — hingeben%}: {#tyAgam#} MBH. 12,518. — 3〉 {%gelangen zu, theilhaftig werden%}; pass.: {#taTAdyA prakftiryogAdaBisaMSrIyate#} ({#˚Sriyate#} fälschlich ed. Bomb.) MBH"
PWG-L24902-MBH12.1203,12,1203,car,lies,high,,lemma,"04,4.43",reading-supported,local-GRETIL,bAlAnapi ca mArgasTAnsAntvena sadudAcaran,"%}: {#bAlAnapi ca mArgasTAnsAntvena sadudAcaran#} (lies: {#samudA˚#}) MBH. 12,1203. — 3〉 {%thun, vollbringen%}: {#te yadbrUyu"
PWG-L60883-MBH12.1213,12,1213,muc,fehlerhaft,high,,lemma,"13,72.44",reading-supported,local-GRETIL,yaScAgnInparimucyeta,"rhaft: {#yaScAgnInparimucyeta#} so v. a. {%vernachlässigen%} MBH. 12,1213. {#"
PWG-L90789-MBH12.1585,12,1585,vikaRwaka,fehlerhaft,high,Bomb,lemma,"01,82.9",reading-supported,local-GRETIL,vikaRwakEH,"ifolia Nees. RĀJAN._im_ŚKDR. — {#vikaRwakEH#} MBH. 12,1585 fehlerhaft für {#viBaNgEH#} (so die ed. Bomb.) oder {#viwaNkEH#} (von NĪLAK. erwäh"
PWG-L31145-MBH12.1632,12,1632,trivft,zu lesen,high,,lemma,"12,47.28",reading-supported,local-GRETIL,yaH suparRo yajurnAma cCandogAtristrivfcCirAH,">. VP. 42. {#yaH suparRo yajurnAma cCandogAtristrivfcCirAH#} MBH. 12,1632. Ist HARIV. 7435 st. {#trivftsoma#} viell. {#˚stoma#} zu lesen? — b〉 {%mit dem%} trivṛt Stoma {%verbunden%}: {#savana#} <ls"
PWG-L31145-MBH12.1632,12,1632,trivft,st.,medium,,lemma,"12,47.28",reading-supported,local-GRETIL,yaH suparRo yajurnAma cCandogAtristrivfcCirAH,">. VP. 42. {#yaH suparRo yajurnAma cCandogAtristrivfcCirAH#} MBH. 12,1632. Ist HARIV. 7435 st. {#trivftsoma#} viell. {#˚stoma#} zu lesen? — b〉 {%mit dem%}"
PWG-L23861-MBH12.1940,12,1940,glA,st.,medium,,lemma,"12,54.16",reading-supported,local-GRETIL,mA glAyeta ca hfdayam,"glAsIH karmaRA#} 1210. {#mA glAyeta ca hfdayam#} 12,1940. {#aglAsIt#} (so die Scholiasten st. {#amlAsIt#}) {#smarannitTaM mETilyAH#} BHAṬṬ. 6,12. 16,31</l"
PWG-L110502-MBH12.2214,12,2214,sunITa,st.,medium,,lemma,"01,179.15",reading-supported,local-GRETIL,sunITakanyA,"es Todesgottes%}), Gattin Aṅgaʼs und Mutter Veṇaʼs, MBH. 12,2214. HARIV. 293. VP. 99. BHĀG. P. 4,13,18. 24. 14,2. st. dessen {#sunITakanyA#} HARIV. 74."
PWG-L47291-MBH12.2306,12,2306,pEjavana,lies,high,,lemma,"12,212.39",reading-supported,local-GRETIL,DarmAtpEjavano,"KĀM. NĪTIS. 1,14. {#SUdraH pEj"
PWG-L73952-MBH12.2855,12,2855,cOkza,zu lesen,high,Bomb,lemma,"04,4.43",reading-supported,local-GRETIL,cOkzyaM praSastaM svArTe zyaY,"AK._zu_MBH. 12,7049: {#cOkzyaM praSastaM svArTe zyaY#}; 12,2855 ist mit der ed. Bomb. {#coBe#} st. {#cOkzye#} zu lesen."
PWG-L73952-MBH12.2855,12,2855,cOkza,st.,medium,Bomb,lemma,"04,4.43",reading-supported,local-GRETIL,cOkzyaM praSastaM svArTe zyaY,"AK._zu_MBH. 12,7049: {#cOkzyaM praSastaM svArTe zyaY#}; 12,2855 ist mit der ed. Bomb. {#coBe#} st. {#cOkzye#} zu lesen."
PWG-L81815-MBH12.3283,12,3283,yA,st.,medium,Calc,lemma,"08,69.43",reading-supported,local-GRETIL,rAjA na iha vindate,"mb. st. {#rAjA na iha vindate#} der ed. Calc.) MBH. 12,3283. —"
PWG-L44343-MBH12.3305,12,3305,pAdapa,lies,high,,lemma,"12,89.4",reading-supported,local-GRETIL,maDudohaM duhedrAzwraM BramarA iva pAdapam,"HALĀY. 2,22. {#maDudohaM duhedrAzwraM BramarA iva pAdapam#} <"
PWG-L35047-MBH12.3517,12,3517,doha,statt,medium,,lemma,"12,78.29",reading-supported,local-GRETIL,BuNkzva viBavAnnijaDarmadohAn,"#} {%einen messingenen Milchkübel Milch auf ein Mal gebend%} ({#go#}) 3517. {#gAvo 'tramannasfgdohAH#} {%statt der Milch Blut habend%} BHĀG. P. 3,17,13. {#BuNkzva viBavAnnijaDarmadohAn#} {%au"
PWG-L113992-MBH12.3672,12,3672,sTApya,zu schreiben,high,,lemma,"12,100.9",reading-supported,local-GRETIL,sAdinAmantare pAdAtam,"zIraM ca mfnmaye#} 3,17. {#sAdinAmantare pAdAtam#} MBH. 12,3672. {#tvayA tarurnandane#} HARIV. 7655. {#Barato nfpamate#} (so zu schreiben) {#pade#} R. 2,52,31. {#dEtyendraH SvetaSElaguhAntare#} {%einz"
