stratum,headword,sim_mw,sim_ap,sim_random,mw_minus_ap
VERB,glev,0.0,0.0,0.0,0.0
VERB,Int,0.0,0.0,0.0,0.0
VERB,tund,0.0,0.0,0.0,0.0
VERB,tarj,0.0,0.0,0.0,0.0
VERB,gard,0.0,0.0,0.0,0.0
VERB,picc,0.0,0.0,0.0,0.0
VERB,puR,0.0,0.0,0.0,0.0
VERB,nizk,0.0,0.0,0.0,0.0
VERB,karR,0.0,0.0,0.0,0.0
VERB,oR,0.0,0.0,0.0,0.0
VERB,juNg,0.0,0.0,0.0,0.0
VERB,cad,0.0,0.0,0.0,0.0
VERB,tus,0.0,0.0,0.0,0.0
VERB,sam,0.0,0.0,0.0,0.0
VERB,GuRR,0.0,0.0,0.0,0.0
VERB,nay,0.0,0.0,0.0,0.0
VERB,kAs,0.0,0.0,0.0,0.0
VERB,niMs,0.0,0.0,0.0,0.0
VERB,cil,0.0,0.0,0.0,0.0
VERB,taNg,0.0,0.0,0.0,0.0
VERB,Barts,0.0,0.0,0.0,0.0
VERB,sru,0.0,0.0,0.0,0.0
VERB,ind,0.0,0.0,0.0,0.0
VERB,piw,0.0,0.0,0.0,0.0
VERB,murv,0.0,0.0,0.0,0.0
VERB,cyus,0.0,0.0,0.0,0.0
VERB,jUr,0.0,0.0,0.0,0.0
VERB,taNk,0.0,0.0,0.0,0.0
VERB,Brej,0.0,0.0,0.0,0.0
VERB,gruc,0.0,0.0,0.0,0.0
VERB,Dakk,0.0,0.0,0.0,0.0
VERB,kag,0.0,0.0,0.0,0.0
VERB,pus,0.0,0.0,0.0,0.0
VERB,Kac,0.0,0.0,0.0,0.0
VERB,kep,0.0,0.0,0.0,0.0
VERB,Gu,0.0,0.0,0.0,0.0
VERB,lAYC,0.0,0.0,0.0,0.0
VERB,kur,0.0,0.0,0.0,0.0
VERB,knas,0.0,0.0,0.0,0.0
VERB,anuruD,0.0,0.0,0.0,0.0
VERB,dul,0.0,0.0,0.0,0.0
VERB,Uy,0.0,0.0,0.0,0.0
VERB,jarj,0.0,0.0,0.0,0.0
VERB,wval,0.0,0.0,0.0,0.0
VERB,kaww,0.0,0.0,0.0,0.0
VERB,kel,0.0,0.0,0.0,0.0
VERB,sPUrj,0.0,0.0,0.0,0.0
VERB,kUq,0.0,0.0,0.0,0.0
VERB,vrIq,0.0,0.0,0.0,0.0
VERB,guj,0.0,0.0,0.0,0.0
VERB,arG,0.0,0.0,0.0,0.0
VERB,bul,0.0,0.0,0.0,0.0
VERB,gaj,0.0,0.0,0.0,0.0
VERB,pard,0.0,0.0,0.0,0.0
VERB,pas,0.0,0.0,0.0,0.0
VERB,tIv,0.25,0.25,0.0,0.0
VERB,jiz,0.0,0.0,0.0,0.0
VERB,aRW,0.0,0.0,0.0,0.0
VERB,Kard,0.0,0.0,0.0,0.0
VERB,hrIC,0.0,0.0,0.0,0.0
VERB,hiRq,0.0,0.0,0.0,0.0
VERB,jri,0.0,0.0,0.0,0.0
VERB,kuj,0.0,0.0,0.0,0.0
VERB,vaYc,0.0,0.0,0.0,0.0
VERB,yAc,0.0,0.0,0.0,0.0
VERB,Dikz,0.0,0.0,0.0,0.0
VERB,mud,0.0,0.0,0.0,0.0
VERB,DraR,0.0,0.0,0.0,0.0
VERB,Karv,0.0,0.0,0.0,0.0
VERB,kAYc,0.0,0.0,0.0,0.0
VERB,kU,0.0,0.0,0.0,0.0
VERB,bid,0.0,0.0,0.0,0.0
VERB,barh,0.0,0.0,0.0,0.0
PHIL,prARaBakza,0.0,0.0,0.0,0.0
PHIL,Agantavya,0.0,0.0,0.0,0.0
PHIL,mnA,0.0,0.0,0.0,0.0
PHIL,BAgalakzaRA,0.0,0.0,0.0,0.0
PHIL,sAvayava,0.0,0.0,0.0,0.0
PHIL,pArameSvara,0.0,0.0,0.0,0.0
PHIL,pUrvavartin,0.0,0.0,0.0,0.0
PHIL,vij,0.0,0.0,0.0,0.0
PHIL,anIhA,0.0,0.0,0.0,0.0
PHIL,nirupaplava,0.0,0.0,0.0,0.0
PHIL,tundila,0.0,0.0,0.0,0.0
PHIL,pArvaRa,0.1667,0.1667,0.0,0.0
PHIL,brAhmya,0.0,0.0,0.0,0.0
PHIL,ApannasattvA,0.2,0.2,0.0,0.0
PHIL,varRanIya,0.0,0.0,0.0,0.0
PHIL,kzaRika,0.0,0.0,0.0,0.0
PHIL,sItA,0.0,0.0,0.0,0.0
PHIL,unmATin,0.0,0.0,0.0,0.0
PHIL,qam,0.0,0.0,0.0,0.0
PHIL,saDarmacAriRI,0.0,0.0,0.0,0.0
PHIL,ahnAya,0.0,0.0,0.0,0.0
PHIL,guj,0.0,0.0,0.0,0.0
PHIL,smartavya,0.0,0.0,0.0,0.0
PHIL,galB,0.0,0.0,0.0,0.0
PHIL,pravaRatA,0.0,0.0,0.0,0.0
PHIL,dvArin,0.0,0.0,0.0,0.0
PHIL,loc,0.0,0.0,0.0,0.0
PHIL,AcCad,0.0,0.0,0.0,0.0
PHIL,uparaYjaka,0.0,0.0,0.0,0.0
PHIL,jAyA,0.0,0.0,0.0,0.0
PHIL,SaraRya,0.0,0.0,0.0,0.0
PHIL,mAnaDana,0.0,0.0,0.0,0.0
PHIL,SuD,0.0,0.0,0.0,0.0
PHIL,vAhas,0.0,0.0,0.0,0.0
PHIL,paripanTin,0.0,0.0,0.0,0.0
PHIL,nizprakAraka,0.0,0.0,0.0,0.0
PHIL,kfte,0.0,0.0,0.0,0.0
PHIL,vikarAla,0.0,0.0,0.0,0.0
PHIL,sUta,0.0,0.0,0.0,0.0
PHIL,yaTAkAmin,0.0,0.0,0.0,0.0
PHIL,SrAdDika,0.0,0.0,0.0,0.0
PHIL,lap,0.0,0.0,0.0,0.0
PHIL,dURASa,0.0,0.0,0.0,0.0
PHIL,lAYC,0.0,0.0,0.0,0.0
PHIL,pratikartavya,0.0,0.0,0.0,0.0
PHIL,anISvara,0.0,0.0,0.0,0.0
PHIL,mandamati,0.0,0.0,0.0,0.0
PHIL,Asic,0.0,0.0,0.0,0.0
PHIL,jyut,0.0,0.0,0.0,0.0
PHIL,karAlita,0.0,0.0,0.0,0.0
PHIL,lohitiman,0.0,0.0,0.0,0.0
PHIL,dUzita,0.0,0.0,0.0,0.0
PHIL,balikarman,0.0,0.0,0.0,0.0
PHIL,Sal,0.0,0.0,0.0,0.0
PHIL,paratA,0.0,0.0,0.0,0.0
PHIL,tyAjya,0.0,0.0,0.0,0.0
PHIL,rayi,0.0,0.0,0.0,0.0
PHIL,durBAgya,0.0,0.0,0.0,0.0
PHIL,manogrAhya,0.0,0.0,0.0,0.0
PHIL,aviDavA,0.0,0.0,0.0,0.0
PHIL,aGala,0.0,0.0,0.0,0.0
PHIL,avasTA,0.0,0.0,0.0,0.0
PHIL,satyavAdin,0.0,0.0,0.0,0.0
PHIL,badarikA,0.0,0.0,0.0,0.0
PHIL,hahA,0.0,0.0,0.0,0.0
PHIL,pracyAvuka,0.0,0.0,0.0,0.0
PHIL,upapad,0.0,0.0,0.0,0.0
PHIL,apekzaRIya,0.0,0.0,0.0,0.0
PHIL,KawinI,0.0,0.0,0.0,0.0
PHIL,sakriya,0.0,0.0,0.0,0.0
PHIL,ASaNkin,0.0,0.0,0.0,0.0
PHIL,brahmahatyA,0.0,0.0,0.0,0.0
PHIL,dUzaRa,0.0,0.0,0.0,0.0
PHIL,abuDa,0.0,0.0,0.0,0.0
PHIL,yAtayAman,0.0,0.0,0.0,0.0
PHIL,apaGAtaka,0.0,0.0,0.0,0.0
PHIL,triMSat,0.0,0.0,0.0,0.0
PHIL,kavozRa,0.0,0.0,0.0,0.0
PHIL,vyavasTApaka,0.0,0.0,0.0,0.0
PHIL,staB,0.0,0.0,0.0,0.0
PHIL,svap,0.0,0.0,0.0,0.0
PHIL,nirvicAra,0.0,0.0,0.0,0.0
PHIL,sPUrj,0.0,0.0,0.0,0.0
PHIL,dfQaprahArin,0.0,0.0,0.0,0.0
PHIL,sukarman,0.1667,0.1667,0.0,0.0
PHIL,prAyika,0.0,0.0,0.0,0.0
PHIL,mAhAvratI,0.0,0.0,0.0,0.0
PHIL,pannaga,0.0,0.0,0.0,0.0
PHIL,duHsTita,0.0,0.0,0.0,0.0
PHIL,aBiGAtaka,0.0,0.0,0.0,0.0
PHIL,avaDAtavya,0.0,0.0,0.0,0.0
PHIL,saMjYin,0.0,0.0,0.0,0.0
PHIL,anuBU,0.0,0.0,0.0,0.0
PHIL,bahvfca,0.0,0.0,0.0,0.0
PHIL,anavacCinna,0.0,0.0,0.0,0.0
PHIL,paripAwala,0.0,0.0,0.0,0.0
PHIL,tuz,0.0,0.0,0.0,0.0
PHIL,udBijja,0.0,0.0,0.0,0.0
PHIL,sarvajanIna,0.0,0.0,0.0,0.0
PHIL,kiMvadanti,0.0,0.0,0.0,0.0
PHIL,AsTeya,0.0,0.0,0.0,0.0
PHIL,skAnda,0.0,0.0,0.0,0.0
PHIL,tarkavidyA,0.0,0.0,0.0,0.0
PHIL,yAdfSa,0.0,0.0,0.0,0.0
PHIL,svaryAta,0.0,0.0,0.0,0.0
PHIL,kuzWin,0.0,0.0,0.0,0.0
PHIL,sru,0.0,0.0,0.0,0.0
PHIL,pacCas,0.0,0.0,0.0,0.0
PHIL,praDAnaka,0.0,0.0,0.0,0.0
PHIL,alepaka,0.0,0.0,0.0,0.0
PHIL,rUz,0.0,0.0,0.0,0.0
PHIL,vyatirekin,0.0,0.0,0.0,0.0
PHIL,Kalati,0.0,0.0,0.0,0.0
PHIL,praBAvanA,0.0,0.0,0.0,0.0
PHIL,vEyAsika,0.0,0.0,0.0,0.0
PHIL,sarj,0.0,0.0,0.0,0.0
PHIL,aByagra,0.0,0.0,0.0,0.0
PHIL,viSvaTA,0.0,0.0,0.0,0.0
PHIL,vedavid,0.0,0.0,0.0,0.0
PHIL,nirvitarka,0.0,0.0,0.0,0.0
PHIL,upekzaRIya,0.0,0.0,0.0,0.0
PHIL,kiMvadantI,0.0,0.0,0.0,0.0
PHIL,ukTaSas,0.0,0.0,0.0,0.0
PHIL,jAlma,0.0,0.0,0.0,0.0
PHIL,Barts,0.0,0.0,0.0,0.0
PHIL,visaMzWula,0.0,0.0,0.0,0.0
PHIL,pAYcadaSya,0.0,0.0,0.0,0.0
PHIL,ekEka,0.0,0.0,0.0,0.0
PHIL,cam,0.0,0.0,0.0,0.0
PHIL,raktiman,0.0,0.0,0.0,0.0
PHIL,INK,0.0,0.0,0.0,0.0
PHIL,saMsTa,0.0,0.0,0.0,0.0
PHIL,caRqAla,0.0,0.0,0.0,0.0
PHIL,nirapekzita,0.0,0.0,0.0,0.0
PHIL,arcya,0.0,0.0,0.0,0.0
PHIL,sudAs,0.0,0.0,0.0,0.0
PHIL,lakzaRalakzaRA,0.0,0.0,0.0,0.0
PHIL,sTapati,0.0714,0.0714,0.0,0.0
PHIL,hiMsya,0.0,0.0,0.0,0.0
PHIL,dih,0.0,0.0,0.0,0.0
PHIL,GUrR,0.0,0.0,0.0,0.0
PHIL,devakarman,0.2222,0.2222,0.0,0.0
PHIL,nirupama,0.0,0.0,0.0,0.0
PHIL,apAvft,0.0,0.0,0.0,0.0
PHIL,apUrvatA,0.0,0.0,0.0,0.0
PHIL,vinud,0.0,0.0,0.0,0.0
PHIL,si,0.0,0.0,0.0,0.0
PHIL,liK,0.0,0.0,0.0,0.0
PHIL,kalpanIya,0.0,0.0,0.0,0.0
PHIL,niratiSaya,0.0,0.0,0.0,0.0
PHIL,kzayin,0.0,0.0,0.0,0.0
PHIL,ulleKin,0.0,0.0,0.0,0.0
PHIL,paratantra,0.0909,0.0909,0.0,0.0
PHIL,barh,0.0,0.0,0.0,0.0
PHIL,kAmarUpin,0.0,0.0,0.0,0.0
PHIL,eDas,0.0,0.0,0.0,0.0
PHIL,laBya,0.0,0.0,0.0,0.0
PHIL,OpacArika,0.0,0.0,0.0,0.0
PHIL,Bos,0.0,0.0,0.0,0.0
PHIL,Bftya,0.0,0.0,0.0,0.0
PHIL,anuSAyin,0.0,0.0,0.0,0.0
PHIL,SElasAra,0.0,0.0,0.0,0.0
PHIL,karmAtman,0.0,0.0,0.0,0.0
PHIL,Betavya,0.0,0.0,0.0,0.0
PHIL,vedikA,0.0,0.0,0.0,0.0
PHIL,ASrayin,0.0,0.0,0.0,0.0
PHIL,pratiprati,0.0,0.0,0.0,0.0
PHIL,mayoBU,0.0,0.0,0.0,0.0
PHIL,muktAvalI,0.0,0.0,0.0,0.0
PHIL,AvaSyaka,0.0,0.0,0.0,0.0
PHIL,kazAyita,0.0,0.0,0.0,0.0
PHIL,pASuka,0.1429,0.1429,0.0,0.0
PHIL,cinmaya,0.0,0.0,0.0,0.0
PHIL,he,0.0,0.0,0.0,0.0
PHIL,mud,0.0,0.0,0.0,0.0
PHIL,kilAsin,0.0,0.0,0.0,0.0
PHIL,sraMs,0.0,0.0,0.0,0.0
PHIL,sadAtana,0.0,0.0,0.0,0.0
PHIL,veman,0.0,0.0,0.0,0.0
PHIL,havya,0.0,0.0,0.0,0.0
PHIL,saMsfp,0.0,0.0,0.0,0.0
PHIL,vIrakAma,0.0,0.0,0.0,0.0
PHIL,kirmIrita,0.0,0.0,0.0,0.0
PHIL,vEDasa,0.0,0.0,0.0,0.0
PHIL,muKara,0.0,0.0,0.0,0.0
PHIL,sajuz,0.0,0.0,0.0,0.0
PHIL,tfp,0.0,0.0,0.0,0.0
PHIL,aBinetavya,0.0,0.0,0.0,0.0
PHIL,anyaTAsidDa,0.0,0.0,0.0,0.0
PHIL,vand,0.0,0.0,0.0,0.0
PHIL,upakArya,0.0,0.0,0.0,0.0
PHIL,upalamBaka,0.0,0.0,0.0,0.0
PHIL,EzAvIra,0.0,0.0,0.0,0.0
PHIL,videha,0.0,0.0,0.0,0.0
PHIL,pAratrika,0.0,0.0,0.0,0.0
PHIL,cAndramasa,0.0,0.0,0.0,0.0
PHIL,tAlu,0.0,0.0,0.0,0.0
PHIL,mAYjizWa,0.0,0.0,0.0,0.0
PHIL,anvIkzA,0.0,0.0,0.0,0.0
PHIL,sahakArin,0.0,0.0,0.0,0.0
PHIL,ekaviDa,0.3333,0.3333,0.0,0.0
PHIL,duzprajYa,0.0,0.0,0.0,0.0
PHIL,yaTApraDAnam,0.0,0.0,0.0,0.0
PHIL,pratipAdya,0.0,0.0,0.0,0.0
PHIL,mADyaMdina,0.0,0.0,0.0,0.0
PHIL,vAcAla,0.0,0.0,0.0,0.0
PHIL,pravacanIya,0.0,0.0,0.0,0.0
PHIL,praSaMsaka,0.0,0.0,0.0,0.0
PHIL,puMs,0.0,0.0,0.0,0.0
PHIL,dvEpa,0.125,0.125,0.0,0.0
PHIL,vartin,0.0,0.0,0.0,0.0
PHIL,ekadeSin,0.1111,0.1111,0.0,0.0
PHIL,vazaw,0.0,0.0,0.0,0.0
PHIL,SAs,0.0,0.0,0.0,0.0
PHIL,DOreya,0.0,0.0,0.0,0.0
PHIL,Arhata,0.0,0.0,0.0,0.0
PHIL,nizkriya,0.0,0.0,0.0,0.0
PHIL,nAmaka,0.0,0.0,0.0,0.0
PHIL,yATAkAmI,0.0,0.0,0.0,0.0
PHIL,Odayika,0.0,0.0,0.0,0.0
PHIL,dviviDa,0.0,0.0,0.0,0.0
PHIL,boDya,0.0,0.0,0.0,0.0
PHIL,ArDuka,0.0,0.0,0.0,0.0
PHIL,vidiS,0.0,0.0,0.0,0.0
PHIL,atala,0.0,0.0,0.0,0.0
PHIL,piz,0.0,0.0,0.0,0.0
PHIL,SarvARI,0.0,0.0,0.0,0.0
VERB,rAD,0.0163,0.0164,0.0,-0.0001
PHIL,sArTa,0.0317,0.0323,0.0,-0.0005
PHIL,arunDatI,0.0233,0.0238,0.0,-0.0006
PHIL,vikawa,0.0725,0.0732,0.0,-0.0007
PHIL,vESezika,0.0548,0.0556,0.0,-0.0008
VERB,Gaww,0.1455,0.1463,0.0118,-0.0009
PHIL,purARa,0.0333,0.0345,0.0,-0.0011
VERB,mA,0.0338,0.0351,0.0,-0.0013
PHIL,mA,0.0338,0.0351,0.0,-0.0013
PHIL,vyAdiS,0.0541,0.0556,0.0,-0.0015
VERB,brU,0.0724,0.0741,0.0,-0.0017
VERB,vyaD,0.0227,0.0244,0.0,-0.0017
PHIL,vyaD,0.0227,0.0244,0.0,-0.0017
PHIL,brU,0.0724,0.0741,0.0,-0.0017
VERB,daG,0.1034,0.1053,0.0,-0.0018
PHIL,grAhya,0.0165,0.0185,0.0,-0.002
VERB,saMvid,0.0714,0.0741,0.0,-0.0026
PHIL,saMvid,0.0714,0.0741,0.0,-0.0026
PHIL,vakra,0.0851,0.0877,0.0,-0.0026
VERB,DAv,0.0703,0.0735,0.0,-0.0032
PHIL,DAv,0.0703,0.0735,0.0,-0.0032
PHIL,uru,0.1186,0.122,0.0,-0.0033
PHIL,turI,0.0556,0.0588,0.0,-0.0033
PHIL,jagat,0.0988,0.102,0.0192,-0.0033
VERB,car,0.0933,0.0968,0.0143,-0.0034
PHIL,DIra,0.0641,0.0676,0.0,-0.0035
VERB,yu,0.0191,0.0227,0.0,-0.0036
VERB,Bid,0.0655,0.0692,0.0,-0.0037
VERB,KyA,0.0476,0.0513,0.0,-0.0037
VERB,ud,0.0175,0.0213,0.0,-0.0037
PHIL,Bid,0.0655,0.0692,0.0,-0.0037
PHIL,praboDana,0.0588,0.0625,0.0,-0.0037
PHIL,ud,0.0175,0.0213,0.0,-0.0037
VERB,Sas,0.0417,0.0455,0.0,-0.0038
PHIL,Sas,0.0417,0.0455,0.0,-0.0038
PHIL,dyotana,0.1212,0.125,0.0,-0.0038
PHIL,vfTA,0.0299,0.0339,0.0,-0.004
PHIL,codana,0.087,0.0909,0.0,-0.004
VERB,jYA,0.0741,0.0781,0.0,-0.0041
VERB,dIp,0.0385,0.0426,0.0,-0.0041
PHIL,hatASa,0.0435,0.0476,0.0,-0.0041
VERB,Sam,0.0758,0.08,0.0,-0.0042
PHIL,Sam,0.0758,0.08,0.0,-0.0042
VERB,gal,0.0465,0.0508,0.0,-0.0043
PHIL,gal,0.0465,0.0508,0.0,-0.0043
PHIL,pUrRa,0.0526,0.0571,0.0,-0.0045
VERB,Ih,0.0208,0.0256,0.0,-0.0048
PHIL,viSva,0.0537,0.0588,0.0,-0.0051
VERB,gad,0.0816,0.087,0.0,-0.0053
PHIL,gad,0.0816,0.087,0.0,-0.0053
PHIL,viroDin,0.0536,0.0588,0.0,-0.0053
VERB,sPuw,0.0309,0.0364,0.0,-0.0054
PHIL,sPuw,0.0309,0.0364,0.0,-0.0054
VERB,garh,0.0714,0.0769,0.0,-0.0055
PHIL,vicikitsA,0.0714,0.0769,0.0,-0.0055
VERB,Iz,0.0222,0.0278,0.0,-0.0056
PHIL,Sizwa,0.1194,0.125,0.0,-0.0056
VERB,jinv,0.0469,0.0526,0.0,-0.0058
PHIL,jinv,0.0469,0.0526,0.0,-0.0058
PHIL,praTama,0.0926,0.0984,0.0,-0.0058
PHIL,sIDu,0.1053,0.1111,0.0,-0.0058
PHIL,annamaya,0.0909,0.0968,0.0,-0.0059
VERB,val,0.0395,0.0455,0.0,-0.006
PHIL,AKyA,0.0423,0.0484,0.0,-0.0061
VERB,plu,0.0075,0.0137,0.0,-0.0062
PHIL,parvan,0.253,0.2593,0.0,-0.0062
PHIL,nirantara,0.1228,0.129,0.0,-0.0062
VERB,ruh,0.0844,0.0909,0.0,-0.0065
PHIL,tAraRa,0.0435,0.05,0.0,-0.0065
VERB,gur,0.0204,0.027,0.0,-0.0066
PHIL,yaTA,0.0367,0.0435,0.0,-0.0068
VERB,ruD,0.0263,0.0333,0.0,-0.007
PHIL,ruD,0.0263,0.0333,0.0,-0.007
VERB,SraT,0.0185,0.0256,0.0,-0.0071
VERB,valg,0.025,0.0323,0.0,-0.0073
PHIL,valg,0.025,0.0323,0.0,-0.0073
PHIL,saMDya,0.0238,0.0312,0.0,-0.0074
VERB,nAT,0.0147,0.0222,0.0,-0.0075
PHIL,kuSala,0.0714,0.0789,0.0,-0.0075
PHIL,nAT,0.0147,0.0222,0.0,-0.0075
VERB,van,0.0252,0.0328,0.0,-0.0076
PHIL,AnvIkzikI,0.0833,0.0909,0.0,-0.0076
PHIL,avastu,0.0833,0.0909,0.0,-0.0076
PHIL,SamyA,0.0638,0.0714,0.0,-0.0076
PHIL,trikakud,0.0476,0.0556,0.0,-0.0079
VERB,BaYj,0.0333,0.0417,0.0,-0.0083
PHIL,kIlita,0.0417,0.05,0.0,-0.0083
PHIL,nivartana,0.0658,0.0741,0.0,-0.0083
PHIL,tejas,0.1522,0.1606,0.0116,-0.0084
VERB,SramB,0.0227,0.0312,0.0,-0.0085
VERB,laNG,0.0513,0.06,0.0,-0.0087
PHIL,saMskfta,0.0746,0.0833,0.0,-0.0087
PHIL,niyAmaka,0.027,0.0357,0.0,-0.0087
PHIL,sAhasika,0.0256,0.0345,0.0,-0.0088
PHIL,sabrahmacArin,0.0625,0.0714,0.0,-0.0089
VERB,nu,0.0351,0.0441,0.0,-0.009
VERB,lup,0.0167,0.0256,0.0,-0.009
VERB,viS,0.0481,0.0571,0.0,-0.009
PHIL,nu,0.0351,0.0441,0.0,-0.009
PHIL,viS,0.0481,0.0571,0.0,-0.009
PHIL,lup,0.0167,0.0256,0.0,-0.009
PHIL,tad,0.0237,0.0328,0.0,-0.0091
VERB,druh,0.03,0.0392,0.0,-0.0092
VERB,gAD,0.0435,0.0526,0.0,-0.0092
VERB,ci,0.0368,0.046,0.0,-0.0092
PHIL,Darmin,0.1852,0.1944,0.0,-0.0093
PHIL,taTA,0.0451,0.0545,0.0,-0.0094
VERB,lip,0.0089,0.0185,0.0,-0.0096
PHIL,sAMgrAmika,0.1154,0.125,0.0,-0.0096
VERB,ruc,0.0566,0.0667,0.0,-0.0101
VERB,luW,0.0244,0.0345,0.0,-0.0101
PHIL,ruc,0.0566,0.0667,0.0,-0.0101
PHIL,luW,0.0244,0.0345,0.0,-0.0101
VERB,muc,0.0214,0.0319,0.0,-0.0105
VERB,paT,0.0263,0.037,0.0,-0.0107
VERB,daMS,0.0115,0.0222,0.0,-0.0107
PHIL,vicakzaRa,0.1143,0.125,0.0,-0.0107
PHIL,paT,0.0263,0.037,0.0,-0.0107
PHIL,trARa,0.1429,0.1538,0.0,-0.011
VERB,kUj,0.0222,0.0333,0.0,-0.0111
PHIL,parApara,0.2162,0.2273,0.0,-0.0111
PHIL,narman,0.0556,0.0667,0.0,-0.0111
PHIL,ASA,0.0909,0.102,0.0,-0.0111
PHIL,praSamana,0.0556,0.0667,0.0,-0.0111
VERB,Bram,0.0482,0.0594,0.0,-0.0112
VERB,siD,0.0178,0.029,0.0,-0.0112
PHIL,Bram,0.0482,0.0594,0.0,-0.0112
VERB,yas,0.0137,0.025,0.0,-0.0113
PHIL,rUpya,0.1316,0.1429,0.0,-0.0113
VERB,vaS,0.0208,0.0323,0.0,-0.0114
PHIL,ekarUpa,0.0385,0.05,0.0,-0.0115
PHIL,vyAKyA,0.0385,0.05,0.0,-0.0115
VERB,kal,0.0596,0.0714,0.0,-0.0118
PHIL,Candas,0.0448,0.0566,0.0,-0.0118
PHIL,kal,0.0596,0.0714,0.0,-0.0118
PHIL,hIna,0.0667,0.0784,0.0,-0.0118
VERB,kil,0.0714,0.0833,0.0,-0.0119
PHIL,upari,0.0603,0.0725,0.0,-0.0121
VERB,jyA,0.0543,0.0667,0.0,-0.0123
PHIL,ADiBOtika,0.1053,0.1176,0.0,-0.0124
VERB,dal,0.0588,0.0714,0.0,-0.0126
VERB,muw,0.0588,0.0714,0.0,-0.0126
VERB,ad,0.0541,0.0667,0.0,-0.0126
PHIL,dal,0.0588,0.0714,0.0,-0.0126
PHIL,saMkzipta,0.04,0.0526,0.0,-0.0126
PHIL,bIBatsa,0.04,0.0526,0.0,-0.0126
VERB,vic,0.013,0.0256,0.0093,-0.0127
PHIL,Palin,0.1176,0.1304,0.0,-0.0128
PHIL,prekzA,0.0893,0.102,0.0,-0.0128
VERB,as,0.0347,0.0476,0.0,-0.0129
PHIL,as,0.0347,0.0476,0.0,-0.0129
VERB,mil,0.0571,0.0702,0.0,-0.013
PHIL,pUrvya,0.2727,0.2857,0.0,-0.013
PHIL,mil,0.0571,0.0702,0.0,-0.013
PHIL,prayuj,0.024,0.037,0.0,-0.013
VERB,i,0.0069,0.02,0.0,-0.0131
VERB,Uh,0.0303,0.0435,0.0,-0.0132
PHIL,varam,0.06,0.0732,0.0,-0.0132
PHIL,Uh,0.0303,0.0435,0.0,-0.0132
PHIL,vyasta,0.0312,0.0444,0.0,-0.0132
PHIL,virAj,0.0545,0.0678,0.0,-0.0133
VERB,ruz,0.011,0.0244,0.0,-0.0134
VERB,lajj,0.0455,0.0588,0.0,-0.0134
PHIL,Avis,0.0455,0.0588,0.0,-0.0134
PHIL,vastu,0.1294,0.1429,0.0,-0.0134
PHIL,vikriyA,0.0455,0.0588,0.0,-0.0134
PHIL,svarAj,0.0606,0.0741,0.0,-0.0135
VERB,diS,0.0364,0.05,0.0,-0.0136
PHIL,vitta,0.0816,0.0952,0.0,-0.0136
PHIL,diS,0.0364,0.05,0.0,-0.0136
PHIL,SUnya,0.0645,0.0781,0.0,-0.0136
PHIL,suBaga,0.0864,0.1,0.0,-0.0136
VERB,pA,0.0068,0.0204,0.0,-0.0137
PHIL,vyApta,0.0196,0.0333,0.0,-0.0137
PHIL,pA,0.0068,0.0204,0.0,-0.0137
VERB,jarc,0.1111,0.125,0.0,-0.0139
VERB,SiYj,0.0526,0.0667,0.0,-0.014
PHIL,peya,0.0769,0.0909,0.0,-0.014
PHIL,alam,0.0526,0.0667,0.0336,-0.014
PHIL,Bakta,0.0676,0.0816,0.0,-0.0141
VERB,cumb,0.1034,0.1176,0.0,-0.0142
VERB,yA,0.0777,0.092,0.0,-0.0143
VERB,Buj,0.0057,0.02,0.0,-0.0143
VERB,kruYc,0.0968,0.1111,0.0,-0.0143
PHIL,yA,0.0777,0.092,0.0,-0.0143
PHIL,zazWa,0.0968,0.1111,0.0,-0.0143
PHIL,dos,0.069,0.0833,0.0,-0.0144
PHIL,parANmuKa,0.125,0.1395,0.0,-0.0145
PHIL,mfdu,0.1633,0.1778,0.0,-0.0145
VERB,tas,0.0476,0.0625,0.0,-0.0149
VERB,praT,0.0128,0.0278,0.0,-0.015
PHIL,sUkzma,0.1183,0.1333,0.0,-0.0151
VERB,tu,0.0641,0.0794,0.0,-0.0153
PHIL,pratyenas,0.0435,0.0588,0.0,-0.0153
PHIL,vrajyA,0.0435,0.0588,0.0,-0.0153
PHIL,unnI,0.0192,0.0345,0.0,-0.0153
VERB,aw,0.0323,0.0476,0.0,-0.0154
VERB,Baj,0.0132,0.0286,0.0,-0.0154
VERB,mi,0.055,0.0704,0.0,-0.0154
PHIL,mi,0.055,0.0704,0.0,-0.0154
PHIL,Baj,0.0132,0.0286,0.0,-0.0154
VERB,DA,0.0075,0.023,0.0,-0.0155
PHIL,lakzman,0.0645,0.08,0.0,-0.0155
PHIL,DA,0.0075,0.023,0.0417,-0.0155
PHIL,ityAdi,0.04,0.0556,0.0,-0.0156
PHIL,kzetrajYa,0.037,0.0526,0.0,-0.0156
PHIL,tawasTa,0.0278,0.0435,0.0,-0.0157
PHIL,om,0.0446,0.0606,0.0,-0.016
PHIL,pratizWA,0.0994,0.1154,0.0,-0.016
PHIL,pratimA,0.1429,0.1591,0.0,-0.0162
PHIL,bahula,0.2836,0.3,0.0,-0.0164
VERB,vAS,0.012,0.0286,0.0,-0.0165
PHIL,uSij,0.16,0.1765,0.0,-0.0165
PHIL,Astika,0.2143,0.2308,0.0,-0.0165
VERB,tviz,0.0723,0.0893,0.0,-0.017
PHIL,avAntara,0.0455,0.0625,0.0,-0.017
