L,headword_slp1,parvan,verse,marker,confidence,printed_slp1,corrected_slp1,edition_ref,quote
41250,pakzman,4,390,st.,medium,apicekzaRapakzmARAMsmitaMjyotsnopamaMSuBam,pakzmARAM,,"a#} in der Stelle: {#api cekzaRapakzmARAM smitaM jyotsnopamaM SuBam#} 4,390; es ist aber wohl {#padmAnAM#} st. {#pakzmARAM#} zu lesen. Vgl. {#utpakzman#}. — 2〉 {%Staubfaden%}"
32590,dAra,4,414,st.,medium,gurudAre,dAreRa,,"{#dvAreRa#} st. {#dAreRa#}). {#gurudAre#} M. 2,247. MBH. 4,414. 12,74"
90535,vASitA,4,512,st.,medium,,nararzaBam,Bomb,"""AIT. BR. 6,"">21. fg. KĀṬH. 13,4. MBH. 1,4114. 4,512 (wo mit der ed. Bomb. {#vararzaBam#} st. {#nararzaBam#} zu lesen ist). 7,5483. R. 7,32,52. BHĀ"
64055,apacAyin,4,595,fälschlich,medium,jyezWavadDikaraRaSIla,jyezWApa˚,Bomb,"rt {#jyezWopacAyin#}, die er durch {#jyezWavadDikaraRaSIla#} erklärt. 4,595 liest die ed. Bomb. fälschlich {#jyezWApa˚#} st. {#jyezWopa˚#} der ed. Calc.; der Schol. erkl"
64055,apacAyin,4,595,st.,medium,jyezWavadDikaraRaSIla,jyezWopa˚,Bomb,"rt {#jyezWopacAyin#}, die er durch {#jyezWavadDikaraRaSIla#} erklärt. 4,595 liest die ed. Bomb. fälschlich {#jyezWApa˚#} st. {#jyezWopa˚#} der ed. Calc.; der Schol. erklärt {#jyezWapUjaka#}."
42385,paramaka,4,619,fälschlich,medium,duHKa,pAramakaMpadam,,"ls n=""MBH."">7,1761. {#Arti#} 5,7228. {#duHKa#} 4,619. Fälschlich {#pAramakaM padam#} 13,3350 und {#duHKaM paramikam#} BRĀHMAṆ. 1,16<"
105980,samupAlamBa,4,648,st.,medium,samupA,idaMtu,Bomb,"samupAlamBa#}¦ (von {#laB#} mit {#samupA#}) m. {%Vorwurf%} MBH. 4,648 ({#imaM tu#} st. {#idaM tu#} mit der ed. Bomb. zu lesen)."
116888,hiMs,4,728,st.,medium,,hinasmi,Bomb,"e#} (so ed. Bomb.) 1. praes. med. 4,728. {#hiMsAmi#} st. {#hinasmi#} R. 5,2,22. {#hiMsati#} st. {#hinasti#} SĀMAVIDH. B"
116888,hiMs,4,728,st.,medium,,hinasti,Bomb,"e#} (so ed. Bomb.) 1. praes. med. 4,728. {#hiMsAmi#} st. {#hinasmi#} R. 5,2,22. {#hiMsati#} st. {#hinasti#} SĀMAVIDH. BR. 2,4,11. Spr. (II) 393. <ls n=""Spr. (II)"""
16988,kAS,4,755,fälschlich,medium,pravfdDOvfzaBAviva..,cakASete,,"ich {#cakASete#} 3,438) {#pravfdDO vfzaBAviva ..#} MBH. 4,755. {#"
106497,sarAga,4,777,st.,medium,kroDasarAganetra,sarAgAmaSru˚,,"{%geröthet%}: {#˚netra#} MBH. 3,15639. {#kroDasarAganetra#} 4,777. {#netrayugalAtsarAgAdaSrusaMtatim#} (so lesen wir st. {#sarAgAmaSru˚#}) KATHĀS. 11,51. RAGH. 16,15. KUMĀRAS. 5,10</l"
93196,viS,4,1052,st.,medium,garutmantaH,upavizwa,,"1,"">11. {#vAnarA upAviSan#} R. 4,39,43. {#garutmantaH#} MBH. 4,1052. {#upavizwa#} (auch st. des verbi finiti) {%sich gesetzt habend, sitzend%} H. 492. HALĀY. 2,231"
36648,DArA,4,1062,falsch,medium,toyaDArA,toyaDAra,,"wo mit HAEB. so zu lesen ist für {#DAriDArA#}). {#toyaDArA#} MBH. 4,1062. R. 3,35,84 (falsch aufgefasst u. {#toyaDAra#}). {#uda˚#} BHĀG. P. 3,8,24. {#lohita˚, ruDir"
104806,saMnAha,4,1418,st.,medium,SuBe,SuBe,Bomb,"{#kAYcanasaMnAhe tale#} (so ed. Bomb. st. {#SuBe#}) MBH. 4,1418. — 3〉 {%Rüstzeug, Pferdegeschirr%} TRI"
32377,dah,4,1520,st.,medium,pARqavAgnim—dIptaMpradahantamivAhitAn,praDakzataH,,"s n=""MBH. 1,"">8362. {#pARqavAgnim — dIptaM pradahantamivAhitAn#} 4,1520. {#BImasenadavAgnestu mama putrAMstfRopamAn . praDakzyataH#} (so st. {#praDakzataH#} zu lesen) 7,5277. 1,1762. <ls n="
114773,sruc,4,1639,fälschlich,medium,Gfta˚,Sruc,,"s>. [Page7-1409] {#srukpAtrARi#} R. GORR. 2,83,35. {#Gfta˚#} MBH. 4,1639. {#vikaNkata˚#} RAGH. 11,25. Häufig fälschlich {#Sruc#} geschrieben. — Vgl. {#udyata˚, yata˚#} und {#srOca#}."
92232,vipAWa,4,1668,fälschlich,medium,,vipAwa,Calc,"H."">4,168. 1331. 1666. 1668 (fälschlich {#vipAwa#} ed. Calc. an den zwei letzten Stellen). 5,1865. <ls"
81304,yaTAmAnam,4,1771,st.,medium,mAna,yaTABAgam,Bomb,"{#mAna#}) adv. {%je nach dem Maasse, je nach dem Umfange%} MBH. 4,1771 nach der Lesart der ed. Bomb. st. {#yaTABAgam#} der ed. Calc."
88549,varD,4,1918,st.,medium,hfcCayaH,nyavarData,Bomb,"ls>. {#DarmaH#} M. 9,111. {#hfcCayaH#} MBH. 3,2088. 4,1918 ({#vyavarData#} st. {#nyavarData#} ed. Bomb.). {#taTA BUmikftaM dAnaM sasye sasye vivarDate#} <"
116719,hA,4,2086,st.,medium,saMgrAmaSiraH,vihAya,,"MUṆḌ. UP. 3,1,3). — (einen Ort) {%verlassen%}: {#saMgrAmaSiraH#}"
42582,parAyaRa,4,2269,st.,medium,,arTa˚,,"DyaDiko loke tapasaSca ˚Ram#} 23,10 (vgl. MBH. 4,2269, wo st. dessen das m. steht). {#arTa˚#} {%der ganze Vortheil%} 3,38,26"
42582,parAyaRa,4,2269,st.,medium,ezabudDyADikoloketapasAMcaparAyaRaH,cetastasyaparAyaRAH,,"%} MBH. 1,8367. {#eza budDyADiko loke tapasAM ca parAyaRaH#} 4,2269 (vgl. R. 1,23,10, wo st. dessen das n. steht). {#cetastasya parAyaRAH#} {%seinem Sinne sich anschl"
81815,yA,4,2356,st.,medium,pratyupa,gfhe,Bomb,"H#} MBH. 3,12358. — {#pratyupa#} {%zurückkehren%} MBH. 4,2356. {#pratyupAyAM punargfham#} (so die ed. Bomb. st. {#gfhe#} der ed. Calc.) 1,8393. {#pratyupAyAdgfhaM prati#"
87675,vaD,5,22,statt,medium,vaDyamAna,vaDyante,Bomb,",805. {#tena so 'vaDi#} RAGH. 17,5. statt {#vaDyamAna#} MBH. 5,22 und BHĀG. P. 8,5,15 wird mit den Bomb. Ausgg. richtiger {#bA˚#} gelesen; statt {#vaDyante#} MBH. 14,560 ist mit der ed. Bomb. {#viDyante#} zu lesen. —"
75195,tEkzRya,5,68,st.,medium,tEkzRaM,tEkzRaM,Bomb,"ATHĀS. 53,87. Z. 5 {#tIkzRaM#} st. {#tEkzRaM#} MBH. 5,68 ed. Bomb."
60905,muYjakeSa,5,77,fälschlich,medium,,muYjaka,,"2〉 m. N. pr. eines Fürsten MBH. 1,2662. 5,77 (in LIA. I, 741, N. 1 fälschlich in {#muYjaka#} + {#ISa#} zerlegt). eines Lehrers VP. 283. Verz. d. Oxf. H. 5"
50764,prADAnya,5,121,fälschlich,medium,,praDAnyena,,"ayizye sarvezAM prADAnyena tu me SfRu ..#} 1549. 5,121 (fälschlich {#praDAnyena#} gedr.). 598. ŚAṂK._zu_BṚH. ĀR."
116842,hAva,5,243,st.,medium,,devakanyANgahAvEH,,">MBH. 1,3905. 3,1787. 5,237. 243. HARIV. 12006 (die neuere Ausg. {#devakanyAprahArEH#} st. {#devakanyANgahAvEH#}) Spr. (II) 7028. MĀRK. P. 106,60. Verz."
43745,palvala,5,493,fälschlich,medium,A,pallala,,"IṢ. 1,117. Am Ende eines adj. comp. f. {#A#} MBH. 5,493. Fälschlich {#pallala#} (vgl. {#nalla#} für {#nalva#}) geschrieben MBH. 1,6069. <ls"
82186,yuj,5,532,st.,medium,maRirivakftrimarAgayojitaH,,,desgl.). {#maRiriva k
59321,mahendrARI,5,547,fälschlich,medium,,mA˚,,"is>Śaci ŚABDAR._im_ŚKDR. MBH. 3,1677. 5,547. Fälschlich {#mA˚#} H. ś. 32."
85042,ruD,5,648,st.,medium,suKapriye,kAmAn,Bomb,"MBH. 3,2169. {#arTam#} 12678. {#suKapriye#} 5,648 ({#kAmAt#} st. {#kAmAn#} ed. Bomb.). {#kAmamanurunDyatA#} (lies {#˚ruDyatA#}) MĀRK. P."
116085,har,5,850,st.,medium,kfcCrAt,udDatya,,"ajAH#} 141. 4,400. {#kfcCrAt#} 5,850. HARIV. 4408 ({#udDftya#} st. {#udDatya#} der älteren und {#uDftya#} der neueren Ausg. zu lesen). R."
68365,upaSruti,5,871,st.,medium,prARaGozAnupaSruti,apaSruti,Bomb,". {%das Hören%}: {#prARaGozAnupaSruti#} BHĀG. P. 10,42,29. — MBH. 5,871, Lesart der ed. Bomb. st. {#apaSruti#} der ed. Calc.; = {#vArttA#} Schol."
87647,vad,5,923,st.,medium,,aBivAde,Bomb,"%wer den Ehebrecher Dieb schilt%} YĀJÑ. 2,301. med. MBH. 5,923. st. {#aBivAde#} 3,1836 liest die ed. Bomb. {#aBivAdaye#}. <di"
61175,muhUrta,5,1055,st.,medium,,muhUrtam,,"MBH. 3,16754. 5,7221. 15. 1055. R. 1,2,4 ({#muhUrtAt#} st. {#muhUrtam#} v. l.). 2,39,9. {#muhUrtadeva dadfSe muhUrtAnn"
84433,rAD,5,1086,st.,medium,DArayanti,DArayanti,Bomb,"ed. Bomb. st. {#DArayanti#} der ed. Calc.) MBH. 5,1086. {#puzkalAvarTaDarmAvapya"
23661,gras,5,1107,st.,medium,,SaspaM,,"Inam#} PAÑCAT. I, 208. IV, 23 = 79 = MBH. 5,1107 (wo {#grasyaM#} st. {#SaspaM#} und {#grAsaM#}). {#yaM matsyo graset#} SUŚR. 1,110,9. {#lelihyas"
51454,Pal,5,1117,st.,medium,latA,Palavant,,"vanaspati#} MBH. 1,5884. {#latA#} 3,10042. 5,1117 (st. dessen {#Palavant#} 1,5608. 12,5277). Spr. 3"
47920,praC,5,1226,fälschlich,medium,pracCayanti,pipra˚,,"n=""p"">— caus. {#pracCayati#} WEST. {#pracCayanti#} MBH. 5,1226 Druckfehler für {#prayacCanti#}. — desid. {#pipfcCizati#} P. 1,2,8. 7,2,75 (beim Schol. fälschlich {#pipra˚#}). VOP. 19,6. 7. — intens. {"
81179,yaTAkfta,5,1226,falsch,medium,,,,"nicht regelrecht —, falsch gemacht, — vollbracht%} Spr. 892. MBH. 5,1226. VARĀH. BṚH. S. 104,5"
63750,anuSAsitar,5,1440,st.,medium,,anu˚,,"bAlo yatrAnuSAsitA . majjanti te 'vaSA rAjannadyAmaSmaplavA iva ..#} MBH. 5,1440 (vgl. Spr. 2292, wo {#praSAsitar#} st. {#anu˚#} gelesen wird). {%Unterweiser, Lehrer%} 2,1947."
62316,mOna,5,1621,fälschlich,medium,DarmaH,mOnyAnvaye,,LL.). {#kasyEza mOnaH#
68789,fta,5,1692,st.,medium,ftaMkurvan,ftaMkurvan,,",1,64. — c〉 {#ftaM kurvan#} (Jmd) {%die Wahrheit lehrend%} MBH. 5,1"
88101,var,5,1692,st.,medium,karmaRA,prAvfRoti,,telle: {#yo 'pAvfRotyavitaTe
113928,sTA,5,1747,st.,medium,,saMdfSe,Bomb,"zWati rUpamasya#} ŚVETĀŚV. UP. 4,20 = KAṬHOP. 6,9 = MBH. 5,1747 (hier {#sAdfSye#} und {#darSane#} [ed. Bomb.] st. {#saMdfSe#}). med.: {#ati^zWantAsmE\ jyEzWyA^ya#} TBR. 1,3,2,2. {#"
122576,sAdfSya,5,1747,st.,medium,darSane,sAdfSye,Bomb,"sAdfSya#}¦, st. {#sAdfSye#} ({#darSane#} ed. Bomb.) MBH. 5,1747 ist wie ŚVETĀŚ"
23822,grAha,5,2024,st.,medium,,gurugrAha,,"Aha#} (wie schon u. d. W. vermuthet worden ist) und MBH. 5,2024 st. {#gurugrAha#}. — c〉 {%das Beginnen, Unternehmen%}: {#mUQagrAheRAtmano yat"
68681,UrugrAha,5,2024,st.,medium,uru˚,guru˚,Bomb,". so ist auch zu lesen AV. 11,9,12 st. {#uru˚#} und MBH. 5,2024 st. {#guru˚#} der ed. Calc. und {#uru˚#} der ed. Bomb.; NĪLAK.</ls"
35439,droRa,5,2191,fälschlich,medium,,drORI,,"aradvAjasya ca skannaM droRyAM SukramavarData#} MBH. 1,2434. 5,2191 (wo fälschlich {#drORI#}). {#pUryantAM payasA nadyo droRyaSca vipulAyatAH#} HARIV. 3866. SU"
58940,mahAvana,5,2322,st.,medium,,CannaM,Bomb,"grosser Wald%} JAṬĀDH._im_ŚKDR. N. 12,98. MBH. 5,2322 [Page5-0654] (wo mit der ed. Bomb. {#CinnaM#} st. {#CannaM#} zu lesen ist). R. 3,55,48. 5,12,25. —"
42000,pad,5,2809,falsch,medium,kurURAMpARqavAnAMcapratipatsva(!)nirAmayam,yadviDaMpratipedehirAme,,"HARIV. 6425. {#kurURAM pARqavAnAM ca pratipatsva (!) nirAmayam#} MBH. 5,2809 (unter {#nirAmaya#} falsch aufgefasst). {#yadviDaM pratipede hi rAme#} R. 2,87,14. {#asADu pratipadyeta sap"
26237,Cid,5,2909,st.,medium,Bujam—saMCinnam,asu^nA,,">st. {#asu^nA#}) 6,104,1. {#Bujam — saMCinnam#} MBH. 5,2909. {#"
41788,pat,5,3051,st.,medium,ekenABipatatyahnAyojanAnicaturdaSa,aBi,,",1910. {%durchlaufen%}: {#ekenABipatatyahnA yojanAni caturdaSa#} 5,3051. Es ist wohl an beiden Stellen {#ati#} st. {#aBi#} zu lesen. — caus. {%werfen —, schleudern auf%}: {#BUyaScEnaM (pariG"
108547,sAMprata,5,3255,st.,medium,asAMpratam,sAMprate,,"{#karman#} BHĀG. P. 9,18,11. {#asAMpratam#} adv. MBH. 5,3255. HARIV. 299. Spr. (II) 3399. — b〉 {%jetzig, gegenwärtig%} HARIV. 364 ({#sAMprataM#} st. {#sAMprate#} die neuere Ausg.). 410. 441"
51077,prI,5,3261,fälschlich,medium,,saMpriyeta,,"yate#} {%befriedigt —, vergnügt —, froh sein, seine Freude haben an%} MBH. 5,3261. {#ko hyanenApratItena vAsena — saMprIyeta#} R. GORR. 2,45,22 (fälschlich {#saMpriyeta#} 48,18 SCHL.). {#nEtanmanastava kaTAsu —"
51094,prItiBojya,5,3261,st.,medium,,saMprItiBojyAnyannAni,,"MBH. 5_im_ŚKDR. Die gedr. Ausg. (5,3261) liest st. dessen: {#saMprItiBojyAnyannAni#}."
76851,nartaka,5,3491,st.,medium,,,,"n. Bez. {%einer best. mythischen Waffe%} MBH. 5,3491. — Z. 2 vom Ende des Artikels ist b〉 st. 2〉 zu lesen."
107910,sAMhAra,5,3540,st.,medium,sAMhAra,saMvftaH,Bomb,"{#sAMhAra#}¦ MBH. 5,3540 fehlerhaft für {#saMhAra#}, wie die ed. Bomb. liest (ausserdem hier {#saMBftaH#} st. {#saMvftaH#})."
110789,subala,5,3588,st.,medium,suparRa,ikzvAkurAjYaHsubalasya,Bomb,"eines mythischen Vogels ({#suparRa#}), Sohnes des Vainateya, MBH. 5,3588. — e〉 st. {#ikzvAkurAjYaH subalasya#} MBH. 3,15596 liest die ed. Bomb. {#i˚"
31601,dakza,5,3597,st.,medium,,,,is>. — f〉 N. pr. eines Sohnes des Garuḍa <ls
37556,nanda,5,3628,statt,medium,nandaka,nandana,,>— h〉 N. pr. eines Nāga (vgl. {#
60983,mudgaraparRaka,5,3629,fälschlich,medium,parRa,muhara˚,Bomb,"u˚#} + {#parRa#}) m. N. pr. eines Schlangendämons MBH. 5,3629 (ed. Bomb.; {#muhara˚#} fälschlich ed. Calc.)."
99828,SI,5,4248,falsch,medium,SayImahi,SayIya,,"Calc.) DAŚAK. 72,16 falsch für {#SayIya#}. {#SayImahi#} MBH. 5,4248. {#SayIran#} BHĀG. P. 5,14,39."
35825,dvivida,5,4405,fälschlich,medium,,˚viDa,,". 2,1122. 3,16115. 16287. 5,4405. fgg. HARIV. 2360. 9802. R. 1,16,15. 4,33,12. 39,30. 50,6 (fälschlich {#˚viDa#}). 6,4,6. 6,24. 24,35. <ls"
96302,vyapanaya,5,4761,st.,medium,kuryAdasmadviDaHkaTam,˚vyapayanaM,Calc,"b> {#˚vyapayanaM#} der ed. Calc.) {#kuryAdasmadviDaH kaTam#} MBH. 5,4761</"
88101,var,5,5062,statt,medium,tam—nivArayAmAsurdevAperaBizecanam,,,"abl. der acc.: {#tam — nivArayAmAsurdevAperaBizecanam#} MBH. 5,"
100652,SUrpa,5,5249,unrichtig,medium,,sUrpa,,"taptaguqAdiprakzepArTAni piwakAstadASrayA maYjUzAH#} NĪLAK.) MBH. 5,5249. Nirgends masc.; öfters unrichtig {#sUrpa#} geschrieben. — b〉 als Maass = 2 Droṇa ŚABDAM._im_<"
41867,patti,5,5270,st.,medium,senAmuKa,gatA,,". H. an. MED. {%55 Fussknechte%} und = {#senAmuKa#} MBH. 5,5270. — b〉 {%Gang%} VOP. 26,190, v. l. AK. 3,4,14,75. H. an. (wo {#gatO#} st. {#gatA#} zu lesen ist). MED. — Ist wohl in der 1sten und 3ten Bed."
54756,BAz,5,5411,st.,medium,,saMBAzayitvA,Bomb,"ab> 1〉 {%sich mit Jmd%} (instr.) {%unterhalten%} MBH. 5,5411 ({#saMBAzitvA ca#} st. {#saMBAzayitvA#} ed. Bomb.). {%Jmd%} (acc.) {%anreden%}: {#kaTaM s"
60105,mArjAra,5,5422,st.,medium,,daMSa,Bomb,"ls>. HALĀY. 2,81. M. 4,126. 11,131. MBH. 5,5422. (wo die ed. Bomb. {#SaSa#} st. {#daMSa#} liest). 12,4937. R. GORR. 2,125,2. VARĀH. B"
93197,viS,5,5960,st.,medium,,,,"3,"">2112. 2477. 12039. 5,5960. HARIV. 14170 (fehlerhaft nom. st. voc. MIT. 142,8). R. 2,34,17. 61,15. <"
75670,dASeya,5,5966,fälschlich,medium,dASeya,dArSeyI,Bomb,"{#dASeya#}¦, MBH. 5,5966 ed. Bomb. {#dASeyI#}, HARIV. 973 die neuere Ausg. fälschlich {#dArSeyI#}."
91581,vid,5,5971,st.,medium,aviditepituH,avedito,,schon das Metrum zeigt). {#avidite pituH#} {%ohne Wiss
58704,mahAbudDi,5,5982,st.,medium,˚budDe,˚budDe,Bomb,"%} R. 1,61,9. PAÑCAT. 4,23. st. {#˚budDe#} MBH. 5,5982 hat die ed. Bomb. richtig {#˚yudDe#}, wie s"
37260,na,5,6032,statt,medium,mA,nEvaMmanaHkfTAH,,". P. 9,18,30, wo {#mA#} das Versmaass stören würde. Dagegen wird MBH. 5,6032 statt {#nEvaM manaH kfTAH#} wohl {#mEvaM#} zu lesen sein. In einer Antwort kann bei {#na#} stat"
37260,na,5,6032,statt,medium,mA,na,,". P. 9,18,30, wo {#mA#} das Versmaass stören würde. Dagegen wird MBH. 5,6032 statt {#nEvaM manaH kfTAH#} wohl {#mEvaM#} zu lesen sein. In einer Antwort kann bei {#na#} statt des aor. auch das praes. stehen nach P. 3,2,121. {#akArzIH kim"
64005,anyonya,5,6060,st.,medium,tatodfzwvAkftAtiTyamanyo'nyaMtevanOkasaH,,,lex> — 1〉 {#tato dfzwvA kftAtiTyamanyo'nyaM te vanOkasaH#} <ls
108434,sAman,5,7042,st.,medium,,lakzyate,Bomb,"mupAgAdityeva tadAhuH#} CHĀND. UP. 2,1,2. M. 8,187. MBH. 5,7042 ({#lapsyate#} st. {#lakzyate#} ed. Bomb.). 14,2306. R. 3,69,23. <l"
53648,brAhmaRabruva,5,7087,st.,medium,,bruvaM,,"mane%} HALĀY. 2,251. M. 7,85. 8,20. MBH. 5,7087 ({#˚bruva#} st. {#bruvaM#} und {#bruvaH#} der Ausgg. zu lesen). 7,6546. <"
103843,saYj,5,7152,st.,medium,vivikta,vivikta,Bomb,"der ed. Bomb. {#vizakta#} st. {#vivikta#} zu lesen) MBH. 5,7152. 7,739. {#paTizu ca tat"
64136,aparAhRa,5,7216,st.,medium,aparAhReBAnAvastaMpratiyAtemahIDram,mahAparAhRa,,"{#aparAhRa#}¦, {#aparAhRe BAnAvastaM prati yAte mahIDram#} MBH. 5,7216. *Z. 2 lies 9,6,46 st. 9,10,5. — Vgl. {#mahAparAhRa#}."
54581,BArata,5,7283,st.,medium,Barata˚,Barata˚,,"3. {#BAratasattama#} (st. des gewöhnlichen {#Barata˚#}) MBH. 5,7283. 955. <div n"
27502,jihma,5,7361,falsch,medium,,,,"ehen, sein Ziel nicht erreichen%} (in übertr. Bed.) MBH. 5,7361. — b〉 {%krumme Wege —, hinterlistig zu Werke gehend, falsch, unwahr, unehrlich%}; von Personen YĀJÑ. 2,165. N. 12,59. MBH. 5,42"
48223,praticikIrzA,5,7393,st.,medium,,,,"AR. 4,98. mit dem acc. der Person MBH. 1,6358. 5,7393; vielleicht fehlerhaft st. des loc. BENFEY in seiner Chrest. S. 50, Z. 1 trennt {#pr"
61647,mfttikA,5,7477,fälschlich,medium,suDAmfttikalepana,mfttikA,,"61,3. Verkürzt aus metrischen Rücksichten: {#suDAmfttikalepana#} MBH. 5,7477 (BENF. Chr. 57,3 fälschlich {#mfttikA#} gedr.). Am Ende eines adj. comp.: {#apAstamfttika#} KAT"
65270,alam,5,7521,st.,medium,svalaMkfta,alaMkfta,,"ab> 9,5,7,4. — {#alaMkfta#} CHĀND. UP. 8,8,2. {#svalaMkfta#} MBH. 5,7521</l"
109138,sic,5,7524,st.,medium,rAjadantAdi,mUrDAnaM,Calc,"#siktasaMmfzWa#} gaṇa {#rAjadantAdi#} zu P. 2,2,31. MBH. 5,7524 ({#siktaM saMmfzwaSoBitam#} ed. Calc.). BHAṬṬ. 5,90. {#asya mUrDni#} (st. {#mUrDAnaM#}) {#ratnOGaDArayA . siYcantyO#} PAÑCAR. 3,15,9. ohne Object: {#"
51281,prozWapada,6,82,fälschlich,medium,prO˚,prO˚,,","">467. Hier und da fälschlich {#prO˚#} gedruckt. z. B. MBH. 6,82. MĀRK. P. 33,15 ({#˚pade —"
51306,prOzWapada,6,82,fälschlich,medium,pro˚,pro˚,,">. — {#prOzWapadA#} und {#˚pada#} hier und da fälschlich für {#pro˚#} MBH. 6,82. MĀRK. P. 33,15. 58,48."
23796,grAmya,6,168,st.,medium,,,,"/ls>_zu_AIT. BR. 2,17. {%Maulthier%} st. {%Kameel%} MBH. 6,168; vgl. SUŚR. 1,203,15. {#gaja#}"
93809,vizamIBAva,6,184,st.,medium,vizamIBAvamAviSanti,vizayIBAvamAcaranti,,"m. {%Störung des Gleichgewichts%}: {#vizamIBAvamAviSanti#} MBH. 6,184. st. dessen fehlerhaft {#vizayIBAvamAcaranti#} 3,13929."
44036,pAYcaBOtika,6,186,fälschlich,medium,,paYca˚,,"tend%} KAP. 3,17. MBH. 3,17. MBH. 3,13930. 6,186 (fälschlich {#paYca˚#}). 12,592. 6824. 6828<"
50403,prAgAyata,6,203,fälschlich,medium,,prANAyata,,"ch Osten hin ausdehnend%} ĀŚV. ŚR. 1,3. MBH. 6,196. 203. Fälschlich {#prANAyata#} KAUŚ. 137. — Vgl. {#prAgaparAyata#}."
102918,saMviDi,6,244,st.,medium,saMviDA,ezaeva,,eva#} nach NĪLAK.) {#saMviDiH#} (wohl {#saMviDA#} zu lesen) MBH.
116085,har,6,266,st.,medium,,nirhatya,,"ls> 10,55. YĀJÑ. 3,15. MBH. 5,1547. 6,266. R. GORR. 2,80,19. BHĀG. P. 5,18,3. 6,16,13. RĀJA-TAR. 5,432 ({#nihftya#} st. {#nirhatya#} zu lesen). {#pAvakAnnagarAt#} MBH. 1,4937. {#tfRaM mAsi cEtre"
43701,palASin,6,330,st.,medium,,paleSinI,,"em Śuktimant entspringenden Flusses MĀRK. P. 57,30. MBH. 6,330 (= VP. 183). So ist wohl auch st. {#paleSinI#} zu lesen in einer Inschr. in Z. f. d. K. d. M. 4,155."
65885,asi,6,338,st.,medium,vasAMcavaruRAmasIm,vasAmanyAMvarARasIm,Bomb,"ede#} 70,b,11. {#vasAM ca varuRAmasIm#} MBH. 6,338. st. dessen {#vasAmanyAM varARasIm#} ed. Bomb."
88301,varuRa,6,338,st.,medium,A,varuRA,Bomb,"s>. — 2〉 f. {#A#} N. pr. eines Flusses MBH. 6,338 ({#varARasI#} ed. Bomb. st. {#varuRA#} und {#asI#} der ed. Calc.; andere Autt. {#varaRA#} und"
80215,BuktimatI,6,342,st.,medium,BuktimatI,mukti˚,Bomb,"{#BuktimatI#}¦ f. N. pr. eines Flusses MBH. 6,342 nach der Lesart der ed. Bomb. st. {#mukti˚#} der ed. Calc."
87025,lohitya,6,343,st.,medium,lohityAyanamAtA,lohityAyanamAtA,,". {#lohityAyanamAtA#} der älteren. — b〉 eines Flusses MBH. 6,343 ("
56863,madra,6,349,st.,medium,madrakaliNgAH,madraja,Bomb,"8,2093. {#madraBujiNgAH#} ({#madrakaliNgAH#} ed. Bomb.) 6,349 (VP. 187). {#madreSa#} (so ed. Bomb. st. {#madraja#}) 7,1602. VARĀH. BṚH. S. 14,33. {#madreSvara#}"
64162,apavAha,6,352,st.,medium,apavAhaka,vArapASyApavAhASca,Bomb,"v n=""1"">— 1〉 = {#apavAhaka#} Ind. St. 8,405. — 2〉 MBH. 6,352. {#vAravAsyAyavAhASca#} st. {#vArapASyApavAhASca#} ed. Bomb."
18144,kulinda,6,363,fälschlich,medium,upatya,kulindApatyakAH,,"u. {#upatya#}) LIA. 1. 547. MBH. 6,363. fälschlich {#kulindApatyakAH#} genannt VP. 192."
79778,baka,6,369,st.,medium,,bakAHkokarakAH,Bomb,"14,29. — f〉 pl. N. pr. eines Volkes MBH. 6,369. {#vyUkAH kokabakAH#} ed. Bomb. st. {#bakAH kokarakAH#} der ed. Calc. — g〉 Bein. Kubera"
44666,pArasika,6,373,fälschlich,medium,pArasIka,pArasIka,,"/ab> = {#pArasIka#} {%die Perser%} ŚABDAR._im_ŚKDR. MBH. 6,373 (VP. 194 fälschlich {#pArasIka#}, was gegen das Metrum verstösst). {#pArasikADipati#} KĀD._in_Z."
82571,yoniveSa,6,374,st.,medium,kzatriyAyoniveSASca,kzatriyopaniveSASca,Bomb,"{#yoniveSa#}¦ in der Stelle: {#kzatriyA yoniveSASca#} MBH. 6,374. st. dessen {#kzatriyopaniveSASca#} ed. Bomb.; noch andere Lesarten verzeichnet"
35893,dvIpa,6,404,st.,medium,puzkara,gomedaka,,">_im_ŚKDR.), {#SAlmali, kuSa, krOY"
56193,maga,6,436,st.,medium,,mfgAH,Bomb,"/ls>. WEBER vermuthet a. a. O., dass auch MBH. 6,436. fg. {#magAH#} st. {#mfgAH#} zu lesen sei; die ed. Bomb. hat aber {#maNgAH#}."
114521,sPUrj,6,774,statt,medium,visPUrjannabravIt,visPUrya,,"279. — {#vi#} 1〉 {%schnauben%}: {#visPUrjannabravIt#} MBH. 6,774. {#muKena visPUrjya#} (so lesen wir statt {#visPUrya#}, welches NĪLAK. durch {#PUtkAraM kftvA#} erklärt) 3,15"
57252,man,6,1597,st.,medium,,anumAnayitvA,Bomb,"iss bitten%} MBH. 6,1549. fg. 1595. fg. 1597 ({#anumAnaye tvAm#} st. {#anumAnayitvA#} ed. Bomb.). 14,2109. R. 1,1,67"
101797,Sru,6,1628,statt,medium,dunduBim,˚SrAvayantI,,">R. 7,33,16. — 3〉 {%erschallen machen%}: {#dunduBim#} MBH. 6,1628. {#tato 'ntarIkze vAgAsItsarvA viSrAvayan#} (statt {#˚SrAvayantI#}) {#diSaH#} 3,16556. — {#aBivi#}, partic."
