parvan,cited_verse,pratika_folded_len,outcome,found_address,found_calibrated_N,delta,coverage
14,573,38,retrieved,14.19.42,573,0,1.0
7,7418,15,probe-too-short,,,,
12,11152,75,not-retrieved,,,,0.514
1,333,13,probe-too-short,,,,
1,1879,45,retrieved,1.47.11,1879,0,1.0
12,5646,40,retrieved,12.152.12,5588,58,1.0
3,3031,17,probe-too-short,,,,
3,14537,11,probe-too-short,,,,
5,5469,15,probe-too-short,,,,
2,2521,12,probe-too-short,,,,
3,12276,19,probe-too-short,,,,
3,11797,23,probe-too-short,,,,
4,117,22,probe-too-short,,,,
3,2076,44,retrieved,3.53.5,2077,-1,0.974
3,2078,30,retrieved,3.53.7,2079,-1,1.0
3,2697,16,probe-too-short,,,,
3,2639,18,probe-too-short,,,,
9,1606,18,probe-too-short,,,,
3,2654,25,retrieved,3.68.1,2654,0,0.864
3,2742,16,probe-too-short,,,,
12,12299,15,probe-too-short,,,,
2,2578,32,retrieved,2.78.19,2578,0,0.862
14,1427,22,probe-too-short,,,,
3,16813,9,probe-too-short,,,,
6,2402,27,retrieved,6.56.1,2404,-2,0.792
2,137,27,retrieved,2.5.3,137,0,1.0
5,7262,30,retrieved,5.183.15,7262,0,1.0
3,12241,26,retrieved,3.173.44,12274,-33,0.739
13,579,19,probe-too-short,,,,
3,13125,22,probe-too-short,,,,
12,4757,39,retrieved,12.130.30,4705,52,1.0
5,1079,29,retrieved,5.33.109,1079,0,1.0
3,2562,36,retrieved,3.65.31,2562,0,1.0
14,1282,32,retrieved,14.46.24,1282,0,1.0
5,1356,25,retrieved,5.37.23,1356,0,1.0
7,3022,19,probe-too-short,,,,
4,8,15,probe-too-short,,,,
3,16680,16,probe-too-short,,,,
3,14706,18,probe-too-short,,,,
3,14707,41,retrieved,3.233.59,14707,0,1.0
7,4209,21,probe-too-short,,,,
5,1619,20,probe-too-short,,,,
13,5525,25,retrieved,13.111.128,5526,-1,1.0
14,1268,12,probe-too-short,,,,
5,5011,19,probe-too-short,,,,
10,732,41,retrieved,10.16.11,733,-1,0.892
1,7527,27,retrieved,1.206.10,7594,-67,0.875
8,4512,60,retrieved,8.88.23,4512,0,1.0
3,16324,27,retrieved,3.284.2,16322,2,1.0
11,328,14,probe-too-short,,,,
7,2672,20,probe-too-short,,,,
3,16324,12,probe-too-short,,,,
1,648,78,retrieved,1.2.385,614,34,0.89
3,99,18,probe-too-short,,,,
13,3061,21,probe-too-short,,,,
3,8598,22,probe-too-short,,,,
3,2758,24,retrieved,3.70.15,2758,0,0.81
3,13445,11,probe-too-short,,,,
12,4734,39,retrieved,12.130.7,4682,52,0.889
6,1886,19,probe-too-short,,,,
5,7080,19,probe-too-short,,,,
12,11860,19,probe-too-short,,,,
2,1126,19,probe-too-short,,,,
3,2849,41,retrieved,3.72.41,2848,1,0.973
3,1735,44,retrieved,3.42.22,1735,0,1.0
12,9291,19,probe-too-short,,,,
6,1959,25,not-retrieved,,,,0.0
3,8370,18,probe-too-short,,,,
15,515,36,retrieved,15.18.21,515,0,0.844
12,6886,34,retrieved,12.186.4,6801,85,0.857
12,3933,30,retrieved,12.106.5,3894,39,0.889
12,9514,13,probe-too-short,,,,
4,1125,40,retrieved,4.33.59,1125,0,0.886
3,11238,41,retrieved,3.149.15,11283,-45,1.0
3,17145,46,retrieved,3.308.20,17145,0,1.0
3,12627,27,retrieved,3.183.70,12626,1,1.0
13,5450,28,retrieved,13.111.52,5450,0,1.0
3,117,34,retrieved,3.2.71,117,0,1.0
12,7755,11,probe-too-short,,,,
1,2884,26,retrieved,1.70.41,2884,0,0.864
1,2990,11,probe-too-short,,,,
1,2863,27,retrieved,1.70.20,2863,0,0.714
12,2522,47,retrieved,12.67.27,2514,8,0.927
1,5684,32,retrieved,1.142.13,5733,-49,1.0
5,1399,27,retrieved,5.38.2,1400,-1,1.0
6,233,32,retrieved,6.6.38,233,0,0.897
12,1992,43,retrieved,12.56.6,1991,1,1.0
1,4695,38,retrieved,1.121.16,4694,1,1.0
13,2424,43,retrieved,13.44.21,2424,0,0.9
1,6727,14,probe-too-short,,,,
3,11073,28,retrieved,3.146.5,11121,-48,0.917
10,733,41,retrieved,10.16.12,734,-1,1.0
3,1260,33,retrieved,3.32.59,1260,0,1.0
12,10520,40,retrieved,12.285.35,10355,165,1.0
1,8035,18,probe-too-short,,,,
1,7022,22,probe-too-short,,,,
12,8694,16,probe-too-short,,,,
11,753,13,probe-too-short,,,,
1,6847,22,probe-too-short,,,,
1,922,25,retrieved,1.7.12,922,0,1.0
5,3078,40,retrieved,5.88.1,3078,0,1.0
13,2538,30,retrieved,13.47.39,2538,0,0.96
1,6363,15,probe-too-short,,,,
7,3502,13,probe-too-short,,,,
1,2967,64,retrieved,1.73.14,2967,0,0.945
1,1466,30,retrieved,1.31.31,1432,34,1.0
1,6133,20,probe-too-short,,,,
3,2095,13,probe-too-short,,,,
8,1031,19,probe-too-short,,,,
12,11875,15,probe-too-short,,,,
9,3412,23,probe-too-short,,,,
3,10967,19,probe-too-short,,,,
12,11181,15,probe-too-short,,,,
2,2376,21,probe-too-short,,,,
3,15965,22,probe-too-short,,,,
3,15536,17,probe-too-short,,,,
12,6652,42,retrieved,12.178.13,6570,82,1.0
14,2777,18,probe-too-short,,,,
8,2098,18,probe-too-short,,,,
1,7256,40,retrieved,1.196.5,7323,-67,1.0
1,6371,38,retrieved,1.167.16,6428,-57,1.0
13,2602,17,probe-too-short,,,,
13,4025,36,retrieved,13.85.11,4026,-1,0.879
4,396,13,probe-too-short,,,,
3,16242,21,probe-too-short,,,,
1,3864,14,probe-too-short,,,,
13,2314,27,retrieved,13.41.8,2314,0,1.0
1,1234,13,probe-too-short,,,,
6,1750,35,retrieved,6.45.81,1738,12,1.0
12,4186,26,retrieved,12.112.13,4145,41,0.739
3,13987,19,probe-too-short,,,,
3,13885,31,retrieved,3.209.44,13900,-15,1.0
13,7271,19,probe-too-short,,,,
3,11421,19,probe-too-short,,,,
3,1825,39,retrieved,3.46.9,1826,-1,1.0
7,5673,28,retrieved,7.138.7,5668,5,0.84
12,11934,83,retrieved,12.320.82,11934,0,0.947
14,2135,31,retrieved,14.73.24,2127,8,0.857
3,729,12,probe-too-short,,,,
14,1789,19,probe-too-short,,,,
8,1369,37,retrieved,8.32.45,1369,0,1.0
8,4414,44,retrieved,8.87.42,4414,0,0.975
1,1168,31,retrieved,1.19.11,1168,0,0.958
2,1054,30,retrieved,2.28.17,1054,0,0.889
4,535,11,probe-too-short,,,,
1,1128,10,probe-too-short,,,,
12,6840,81,retrieved,12.184.20,6756,84,1.0
12,3628,11,probe-too-short,,,,
4,1093,63,retrieved,4.33.27,1093,0,0.923
1,7033,33,retrieved,1.187.29,7099,-66,0.867
1,7034,17,probe-too-short,,,,
1,513,32,retrieved,1.2.238,467,46,0.759
12,9005,41,retrieved,12.53.10,1906,7099,1.0
4,2274,42,retrieved,4.70.14,2273,1,0.889
1,6216,85,retrieved,1.160.12,6272,-56,1.0
3,12633,38,retrieved,3.183.76,12632,1,0.897
1,1383,13,probe-too-short,,,,
13,280,20,probe-too-short,,,,
3,2929,40,retrieved,3.75.9,2930,-1,0.892
3,13874,32,retrieved,3.209.33,13889,-15,1.0
14,2233,26,retrieved,14.77.13,2231,2,0.826
14,945,12,probe-too-short,,,,
7,8538,15,probe-too-short,,,,
3,63,15,probe-too-short,,,,
1,7694,22,probe-too-short,,,,
13,2391,19,probe-too-short,,,,
3,1800,23,probe-too-short,,,,
6,1865,46,retrieved,6.52.5,2128,-263,0.977
6,3886,58,retrieved,6.87.40,3898,-12,0.962
14,1378,15,probe-too-short,,,,
12,6545,57,retrieved,12.175.23,6464,81,1.0
1,1692,44,retrieved,1.41.3,1694,-2,0.854
13,2198,41,retrieved,13.37.15,2198,0,0.939
3,16125,17,probe-too-short,,,,
1,1955,31,retrieved,1.49.23,1955,0,0.852
5,2081,11,probe-too-short,,,,
1,6020,15,probe-too-short,,,,
9,1164,19,probe-too-short,,,,
9,1638,18,probe-too-short,,,,
4,713,20,probe-too-short,,,,
1,1675,32,retrieved,1.40.21,1644,31,0.964
3,14702,18,probe-too-short,,,,
4,914,18,probe-too-short,,,,
5,2058,25,retrieved,5.51.41,2059,-1,1.0
12,8320,38,retrieved,12.227.108,8206,114,0.943
5,770,25,retrieved,5.27.4,770,0,1.0
13,1496,31,retrieved,13.20.12,1501,-5,0.929
2,385,17,probe-too-short,,,,
6,2654,48,retrieved,6.60.4,2654,0,0.956
1,727,26,retrieved,1.3.62,727,0,1.0
1,4225,18,probe-too-short,,,,
6,3142,20,probe-too-short,,,,
4,2074,48,retrieved,4.64.38,2073,1,0.886
3,2552,11,probe-too-short,,,,
1,6331,12,probe-too-short,,,,
2,865,39,retrieved,2.22.12,865,0,0.879
2,828,11,probe-too-short,,,,
1,1,14,probe-too-short,,,,
5,486,43,retrieved,5.16.4,485,1,0.925
1,662,23,probe-too-short,,,,
4,311,20,probe-too-short,,,,
12,4257,21,probe-too-short,,,,
3,12098,76,retrieved,3.169.20,12132,-34,0.926
1,3627,15,probe-too-short,,,,
5,7380,42,retrieved,5.187.11,7380,0,0.737
5,2571,41,retrieved,5.70.13,2572,-1,0.848
3,2981,16,probe-too-short,,,,
8,3449,68,retrieved,8.69.47,3447,2,0.984
3,50,39,retrieved,3.2.4,50,0,1.0
7,6305,19,probe-too-short,,,,
1,255,20,probe-too-short,,,,
1,5184,36,retrieved,1.131.52,5184,0,1.0
12,3982,41,retrieved,12.107.26,3943,39,1.0
3,713,15,probe-too-short,,,,
1,5887,16,probe-too-short,,,,
12,3082,31,retrieved,12.82.27,3053,29,1.0
3,2350,14,probe-too-short,,,,
12,4661,18,probe-too-short,,,,
12,8547,20,probe-too-short,,,,
1,273,13,probe-too-short,,,,
13,1990,24,retrieved,13.30.51,1990,0,1.0
7,5852,19,probe-too-short,,,,
14,2898,22,probe-too-short,,,,
12,9128,28,retrieved,12.254.13,9004,124,0.833
12,2678,36,retrieved,12.69.83,2678,0,1.0
1,1145,15,probe-too-short,,,,
4,936,71,retrieved,4.28.24,936,0,0.954
1,5919,15,probe-too-short,,,,
3,14063,36,retrieved,3.216.1,14072,-9,1.0
5,2757,35,retrieved,5.75.18,2757,0,1.0
4,1953,18,probe-too-short,,,,
5,7219,17,probe-too-short,,,,
4,2095,19,probe-too-short,,,,
1,1710,13,probe-too-short,,,,
3,15591,57,retrieved,3.265.4,15591,0,1.0
6,2674,25,retrieved,6.60.25,2675,-1,1.0
1,9,40,retrieved,1.1.9,-37,46,1.0
1,98,37,retrieved,1.1.98,52,46,1.0
3,1126,18,probe-too-short,,,,
1,6021,12,probe-too-short,,,,
14,1358,32,retrieved,14.49.10,1357,1,1.0
12,13382,41,retrieved,12.344.12,13395,-13,1.0
1,8421,14,probe-too-short,,,,
3,12002,13,probe-too-short,,,,
13,3368,20,probe-too-short,,,,
1,4609,40,retrieved,1.119.19,4609,0,1.0
6,773,12,probe-too-short,,,,
1,5985,16,probe-too-short,,,,
7,6261,14,probe-too-short,,,,
1,2161,37,retrieved,1.35.18,1563,598,1.0
7,6566,16,probe-too-short,,,,
13,3437,22,probe-too-short,,,,
3,16622,19,probe-too-short,,,,
13,7408,37,retrieved,13.159.10,7410,-2,0.882
12,2032,24,retrieved,12.56.47,2032,0,0.81
12,3775,41,retrieved,12.102.23,3775,0,0.861
1,461,21,probe-too-short,,,,
13,2892,45,retrieved,13.55.26,2892,0,0.81
2,937,19,probe-too-short,,,,
3,17019,43,retrieved,3.303.22,17019,0,0.825
1,4895,31,retrieved,1.125.30,4895,0,0.857
3,14571,42,retrieved,3.231.57,14570,1,0.897
7,8224,26,not-retrieved,,,,0.0
2,739,35,retrieved,2.18.11,738,1,0.867
12,5113,35,retrieved,12.138.202,5061,52,0.903
6,5740,36,not-retrieved,,,,0.0
1,5245,38,retrieved,1.132.35,5286,-41,0.886
5,322,19,probe-too-short,,,,
12,2662,14,probe-too-short,,,,
12,6399,42,retrieved,12.171.32,6324,75,0.895
5,303,32,retrieved,5.10.13,304,-1,0.862
1,272,14,probe-too-short,,,,
9,260,20,probe-too-short,,,,
1,6443,22,probe-too-short,,,,
6,54,13,probe-too-short,,,,
6,2630,16,probe-too-short,,,,
1,3118,9,probe-too-short,,,,
13,651,87,retrieved,13.14.61,652,-1,0.952
12,2651,21,probe-too-short,,,,
2,1017,19,probe-too-short,,,,
12,7408,53,retrieved,12.202.15,7311,97,0.92
9,80,30,retrieved,9.2.24,80,0,0.889
3,15642,24,retrieved,3.268.4,15641,1,1.0
3,7066,38,retrieved,3.83.195,6615,451,0.9
7,3027,26,retrieved,7.85.18,3027,0,1.0
3,15649,38,retrieved,3.268.11,15648,1,0.943
3,15439,16,probe-too-short,,,,
4,998,13,probe-too-short,,,,
1,1033,11,probe-too-short,,,,
3,2099,12,probe-too-short,,,,
3,175,38,retrieved,3.3.45,175,0,1.0
3,15787,19,probe-too-short,,,,
3,15834,13,probe-too-short,,,,
3,955,20,probe-too-short,,,,
1,1061,15,probe-too-short,,,,
5,1531,17,probe-too-short,,,,
7,1869,22,probe-too-short,,,,
3,15682,21,probe-too-short,,,,
3,12579,35,retrieved,3.183.23,12579,0,0.966
1,5137,19,probe-too-short,,,,
7,1990,62,retrieved,7.51.9,1990,0,0.946
13,5697,14,probe-too-short,,,,
5,1531,18,probe-too-short,,,,
3,10984,17,probe-too-short,,,,
12,9350,30,retrieved,12.262.10,9211,139,1.0
13,1840,28,retrieved,13.26.82,1840,0,1.0
1,4604,17,probe-too-short,,,,
13,1446,41,retrieved,13.19.66,1446,0,1.0
2,955,26,retrieved,2.24.33,955,0,1.0
3,2254,13,probe-too-short,,,,
14,2614,29,retrieved,14.88.12,2615,-1,0.885
3,2537,16,probe-too-short,,,,
1,28,49,retrieved,1.1.28,-18,46,0.75
5,22,11,probe-too-short,,,,
12,5423,40,retrieved,12.142.3,5369,54,0.892
3,14272,19,probe-too-short,,,,
3,11933,17,probe-too-short,,,,
5,7283,17,probe-too-short,,,,
13,4581,36,retrieved,13.94.35,4581,0,1.0
1,1180,16,probe-too-short,,,,
1,4627,19,probe-too-short,,,,
9,2288,11,probe-too-short,,,,
1,1031,26,retrieved,1.13.13,998,33,1.0
15,933,26,retrieved,15.34.14,933,0,1.0
5,24,29,retrieved,5.1.24,24,0,1.0
3,16629,39,retrieved,3.293.14,16629,0,0.889
11,168,13,probe-too-short,,,,
1,7536,12,probe-too-short,,,,
2,1513,22,probe-too-short,,,,
1,27,21,probe-too-short,,,,
12,1296,14,probe-too-short,,,,
1,51,18,probe-too-short,,,,
15,725,27,retrieved,15.27.11,725,0,1.0
3,11037,18,probe-too-short,,,,
1,431,35,retrieved,1.2.156,385,46,1.0
3,2579,11,probe-too-short,,,,
4,219,29,retrieved,4.7.6,220,-1,1.0
3,2087,28,retrieved,3.53.16,2088,-1,1.0
1,5884,20,probe-too-short,,,,
7,4345,8,probe-too-short,,,,
2,1955,19,probe-too-short,,,,
2,2513,56,retrieved,2.76.24,2513,0,0.962
3,1208,39,retrieved,3.32.7,1208,0,1.0
12,2932,40,retrieved,12.78.16,2932,0,1.0
3,14701,24,retrieved,3.233.53,14701,0,1.0
3,17050,70,retrieved,3.305.4,17050,0,1.0
5,4782,37,retrieved,5.141.28,4714,68,1.0
3,16573,39,retrieved,3.291.43,16573,0,1.0
3,8522,15,probe-too-short,,,,
5,7148,42,retrieved,5.179.25,7148,0,1.0
4,151,29,retrieved,4.5.10,151,0,0.96
14,1882,22,probe-too-short,,,,
2,2109,39,retrieved,2.62.16,2109,0,0.833
13,3274,14,probe-too-short,,,,
3,15640,13,probe-too-short,,,,
1,2316,42,retrieved,1.62.35,2317,-1,1.0
5,4363,39,retrieved,5.129.54,4268,95,1.0
1,2017,15,probe-too-short,,,,
5,7146,14,probe-too-short,,,,
4,122,12,probe-too-short,,,,
12,2549,38,retrieved,12.68.15,2549,0,1.0
3,11455,28,retrieved,3.157.5,11496,-41,0.88
1,4096,17,probe-too-short,,,,
3,8286,13,probe-too-short,,,,
2,912,18,probe-too-short,,,,
12,4760,13,probe-too-short,,,,
12,4898,17,probe-too-short,,,,
1,375,20,probe-too-short,,,,
12,2786,31,retrieved,12.73.12,2762,24,1.0
12,4533,8,probe-too-short,,,,
13,528,11,probe-too-short,,,,
3,10636,57,retrieved,3.133.16,10689,-53,1.0
4,1050,16,probe-too-short,,,,
8,442,14,probe-too-short,,,,
12,13813,15,probe-too-short,,,,
1,3392,35,retrieved,1.81.34,3372,20,1.0
15,585,25,retrieved,15.21.10,562,23,0.818
12,13926,38,retrieved,12.364.2,13930,-4,1.0
3,188,15,probe-too-short,,,,
1,4431,40,retrieved,1.113.7,4431,0,1.0
4,2325,15,probe-too-short,,,,
1,3007,42,retrieved,1.74.20,3007,0,1.0
1,2875,22,probe-too-short,,,,
4,1309,19,probe-too-short,,,,
3,17375,24,retrieved,3.313.90,17375,0,1.0
3,9932,12,probe-too-short,,,,
2,1731,40,retrieved,2.49.7,1731,0,1.0
13,290,33,retrieved,13.5.28,290,0,0.897
3,13266,28,retrieved,3.196.6,13266,0,1.0
3,3053,41,retrieved,3.78.24,3053,0,1.0
3,13976,20,probe-too-short,,,,
4,1002,33,retrieved,4.31.3,1002,0,0.933
2,597,19,probe-too-short,,,,
7,2148,26,retrieved,7.55.15,2148,0,1.0
1,375,13,probe-too-short,,,,
4,400,20,probe-too-short,,,,
13,4316,27,retrieved,13.90.46,4315,1,1.0
13,638,26,retrieved,13.14.49,640,-2,1.0
1,1160,19,probe-too-short,,,,
3,15660,13,probe-too-short,,,,
13,1522,14,probe-too-short,,,,
5,3106,19,probe-too-short,,,,
13,5518,22,probe-too-short,,,,
12,5818,18,probe-too-short,,,,
12,787,43,retrieved,12.26.20,787,0,1.0
1,7416,18,probe-too-short,,,,
2,489,15,probe-too-short,,,,
3,2728,15,probe-too-short,,,,
9,1208,44,retrieved,9.28.22,1521,-313,1.0
3,665,13,probe-too-short,,,,
12,4402,68,retrieved,12.120.51,4356,46,0.985
13,5711,18,probe-too-short,,,,
1,4309,34,retrieved,1.107.5,4308,1,0.903
7,4449,19,probe-too-short,,,,
1,1221,58,retrieved,1.21.17,1221,0,0.942
1,3854,41,retrieved,1.96.14,3854,0,0.921
7,8479,21,probe-too-short,,,,
4,1545,16,probe-too-short,,,,
7,8413,13,probe-too-short,,,,
3,12995,39,retrieved,3.189.45,12994,1,1.0
3,187,10,probe-too-short,,,,
8,2549,38,retrieved,8.52.30,2549,0,1.0
4,1289,16,probe-too-short,,,,
6,5573,18,probe-too-short,,,,
13,3257,36,retrieved,13.64.6,3257,0,1.0
5,2887,22,probe-too-short,,,,
11,804,21,probe-too-short,,,,
12,4345,23,probe-too-short,,,,
12,12192,38,retrieved,12.324.6,12192,0,1.0
4,2276,36,retrieved,4.70.17,2276,0,1.0
14,1225,13,probe-too-short,,,,
12,12920,11,probe-too-short,,,,
12,2764,23,probe-too-short,,,,
13,3434,43,retrieved,13.69.5,3434,0,0.85
13,7567,13,probe-too-short,,,,
12,8612,38,retrieved,12.234.38,8494,118,1.0
11,2165,21,probe-too-short,,,,
3,16455,21,probe-too-short,,,,
3,12106,38,not-retrieved,,,,0.0
3,2218,27,retrieved,3.57.27,2218,0,1.0
10,774,42,retrieved,10.17.15,773,1,1.0
3,12769,14,probe-too-short,,,,
3,3052,17,probe-too-short,,,,
1,1973,27,retrieved,1.50.10,1970,3,0.875
3,1586,16,probe-too-short,,,,
1,6749,41,retrieved,1.177.5,6812,-63,1.0
5,7205,29,retrieved,5.181.5,7205,0,1.0
13,34,11,probe-too-short,,,,
3,2301,23,probe-too-short,,,,
3,8577,19,probe-too-short,,,,
3,452,14,probe-too-short,,,,
4,309,14,probe-too-short,,,,
3,2976,27,retrieved,3.76.26,2981,-5,1.0
7,8852,18,probe-too-short,,,,
13,3171,20,probe-too-short,,,,
13,1687,38,retrieved,13.24.12,1686,1,1.0
3,8461,26,retrieved,3.93.4,8461,0,0.913
1,7134,54,retrieved,1.191.4,7202,-68,0.922
2,856,17,probe-too-short,,,,
5,7445,12,probe-too-short,,,,
4,2317,18,probe-too-short,,,,
12,6804,41,retrieved,12.183.1,6720,84,0.833
8,3167,33,retrieved,8.62.26,3171,-4,0.926
12,9362,38,retrieved,12.262.23,9224,138,1.0
12,3810,40,retrieved,12.103.17,3810,0,1.0
6,4126,19,probe-too-short,,,,
5,3563,25,retrieved,5.99.17,3517,46,0.864
4,1042,40,retrieved,4.32.7,1042,0,1.0
5,2349,38,retrieved,5.59.22,2349,0,1.0
4,1522,18,probe-too-short,,,,
3,13372,19,probe-too-short,,,,
12,7436,79,retrieved,12.203.20,7339,97,1.0
7,5526,78,retrieved,7.134.27,5526,0,0.946
5,3806,38,retrieved,5.110.6,3757,49,0.886
5,2760,20,probe-too-short,,,,
3,2183,20,probe-too-short,,,,
3,2247,17,probe-too-short,,,,
3,2493,14,probe-too-short,,,,
1,7648,12,probe-too-short,,,,
3,1668,19,probe-too-short,,,,
3,2924,20,probe-too-short,,,,
3,10545,14,probe-too-short,,,,
1,1136,17,probe-too-short,,,,
5,5428,15,probe-too-short,,,,
1,7662,34,retrieved,1.210.11,7730,-68,0.933
1,3071,35,retrieved,1.74.84,3071,0,1.0
12,10038,38,retrieved,12.280.14,9884,154,1.0
3,2390,17,probe-too-short,,,,
1,3689,13,probe-too-short,,,,
1,3715,39,retrieved,1.94.26,3716,-1,1.0
7,2172,21,probe-too-short,,,,
14,2625,24,retrieved,14.88.22,2625,0,1.0
5,3770,39,retrieved,5.108.10,3722,48,1.0
4,809,34,retrieved,4.23.17,814,-5,1.0
13,3135,40,retrieved,13.62.84,3186,-51,1.0
1,6623,14,probe-too-short,,,,
1,3719,18,probe-too-short,,,,
14,2196,19,probe-too-short,,,,
9,2458,41,retrieved,9.44.9,2458,0,1.0
3,11388,11,probe-too-short,,,,
3,15371,13,probe-too-short,,,,
3,535,43,retrieved,3.12.75,535,0,1.0
3,16543,34,retrieved,3.291.13,16543,0,0.839
5,5810,19,probe-too-short,,,,
6,2351,28,retrieved,6.54.117,2351,0,1.0
5,4198,19,probe-too-short,,,,
6,4437,13,probe-too-short,,,,
1,3574,54,retrieved,1.88.11,3574,0,0.922
1,5711,24,retrieved,1.143.16,5760,-49,1.0
5,2034,39,retrieved,5.51.17,2035,-1,0.889
12,8277,40,retrieved,12.227.65,8163,114,1.0
8,1984,28,retrieved,8.42.23,1984,0,0.833
3,1350,14,probe-too-short,,,,
3,2687,29,retrieved,3.68.33,2686,1,1.0
16,264,19,probe-too-short,,,,
3,14931,12,probe-too-short,,,,
1,4399,21,probe-too-short,,,,
12,5151,11,probe-too-short,,,,
1,7732,20,probe-too-short,,,,
3,15598,17,probe-too-short,,,,
3,5037,13,probe-too-short,,,,
12,8605,12,probe-too-short,,,,
5,2072,32,retrieved,5.51.55,2073,-1,1.0
3,2179,11,probe-too-short,,,,
4,392,20,probe-too-short,,,,
3,8450,29,retrieved,3.92.19,8450,0,0.808
1,2812,12,probe-too-short,,,,
12,554,18,probe-too-short,,,,
3,16254,40,retrieved,3.282.58,16254,0,0.917
9,854,23,probe-too-short,,,,
14,862,41,retrieved,14.30.24,862,0,1.0
12,2078,57,retrieved,12.57.32,2061,17,0.907
1,4242,41,retrieved,1.105.22,4241,1,1.0
5,54,18,probe-too-short,,,,
3,1200,42,retrieved,3.31.40,1199,1,0.947
3,12685,38,retrieved,3.185.9,12686,-1,1.0
14,755,35,retrieved,14.26.10,755,0,1.0
8,3457,40,retrieved,8.69.55,3455,2,1.0
1,7101,68,retrieved,1.190.17,7168,-67,0.964
3,2075,19,probe-too-short,,,,
1,7719,38,retrieved,1.212.9,7787,-68,1.0
3,167,43,retrieved,3.3.37,167,0,0.892
2,141,14,probe-too-short,,,,
1,513,32,retrieved,1.2.238,467,46,0.759
14,58,34,retrieved,14.3.18,58,0,0.968
12,2328,22,probe-too-short,,,,
8,3810,12,probe-too-short,,,,
3,10663,27,retrieved,3.134.13,10716,-53,1.0
1,7435,50,retrieved,1.202.20,7502,-67,0.913
12,7742,18,probe-too-short,,,,
14,272,25,retrieved,14.10.17,272,0,1.0
1,1370,18,probe-too-short,,,,
1,789,15,probe-too-short,,,,
3,14195,12,probe-too-short,,,,
14,595,18,probe-too-short,,,,
7,1378,18,probe-too-short,,,,
1,4313,41,retrieved,1.107.9,4312,1,1.0
5,808,27,retrieved,5.28.14,807,1,0.957
12,162,18,probe-too-short,,,,
1,4528,22,probe-too-short,,,,
3,2299,38,retrieved,3.61.3,2299,0,1.0
1,6035,17,probe-too-short,,,,
1,1925,13,probe-too-short,,,,
13,5882,13,probe-too-short,,,,
4,671,36,retrieved,4.21.30,670,1,1.0
5,4727,39,retrieved,5.140.2,4659,68,1.0
3,234,11,probe-too-short,,,,
8,4228,23,probe-too-short,,,,
7,3810,20,probe-too-short,,,,
2,2627,15,probe-too-short,,,,
1,3294,18,probe-too-short,,,,
5,746,46,retrieved,5.26.9,746,0,1.0
13,3861,40,retrieved,13.82.11,3861,0,0.865
12,8336,37,retrieved,12.228.4,8221,115,0.906
12,7374,21,probe-too-short,,,,
3,10666,27,retrieved,3.134.16,10719,-53,1.0
1,723,13,probe-too-short,,,,
12,12109,41,retrieved,12.321.66,12109,0,1.0
12,4788,18,probe-too-short,,,,
2,131,12,probe-too-short,,,,
3,11980,20,probe-too-short,,,,
7,9468,15,probe-too-short,,,,
10,296,18,probe-too-short,,,,
1,6029,18,probe-too-short,,,,
12,6244,25,retrieved,12.167.34,6173,71,1.0
12,3438,36,retrieved,12.91.36,3438,0,1.0
13,736,17,probe-too-short,,,,
9,2365,15,probe-too-short,,,,
12,1893,56,retrieved,12.52.32,1879,14,0.882
13,4715,39,retrieved,13.98.39,4715,0,1.0
4,1264,39,retrieved,4.38.34,1265,-1,1.0
18,279,19,probe-too-short,,,,
2,2393,11,probe-too-short,,,,
3,14627,22,probe-too-short,,,,
12,10212,10,probe-too-short,,,,
4,1681,12,probe-too-short,,,,
1,7958,36,retrieved,1.220.28,8039,-81,1.0
1,101,12,probe-too-short,,,,
1,494,11,probe-too-short,,,,
14,2467,25,retrieved,14.83.2,2467,0,0.909
8,80,21,probe-too-short,,,,
3,3015,14,probe-too-short,,,,
3,9938,13,probe-too-short,,,,
3,7036,19,probe-too-short,,,,
1,2491,15,probe-too-short,,,,
13,4816,41,retrieved,13.101.4,4816,0,0.842
8,4231,25,retrieved,8.83.16,4223,8,1.0
3,1663,15,probe-too-short,,,,
2,37,13,probe-too-short,,,,
7,5442,14,probe-too-short,,,,
3,14502,82,retrieved,3.230.49,14502,0,1.0
6,541,18,probe-too-short,,,,
7,1748,41,retrieved,7.42.8,1748,0,0.921
5,3456,14,probe-too-short,,,,
1,1594,30,retrieved,1.37.6,1594,0,0.778
12,350,19,probe-too-short,,,,
10,184,82,retrieved,10.5.9,184,0,1.0
5,2339,14,probe-too-short,,,,
3,1244,41,retrieved,3.32.43,1244,0,0.938
12,7427,16,probe-too-short,,,,
13,1536,42,retrieved,13.22.6,1536,0,0.949
12,11268,15,probe-too-short,,,,
12,11268,15,probe-too-short,,,,
8,2030,36,retrieved,8.44.7,2030,0,0.938
3,15576,13,probe-too-short,,,,
2,903,12,probe-too-short,,,,
1,1804,42,retrieved,1.44.3,1804,0,0.649
12,2698,18,probe-too-short,,,,
1,3251,27,retrieved,1.76.68,3251,0,1.0
6,5698,41,retrieved,6.120.10,5698,0,0.632
3,11495,22,probe-too-short,,,,
6,2857,40,retrieved,6.64.48,2854,3,1.0
5,1526,40,retrieved,5.39.81,1526,0,0.933
1,4695,38,retrieved,1.121.16,4694,1,0.879
14,277,28,retrieved,14.10.22,277,0,0.84
3,11298,19,probe-too-short,,,,
